 	x	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
65	1.377	16.177	13.608	0.206	4.973	8.233	38.646	14.096	4.272	4.640	3.807	5.385	0.209	4.682	0.146	0.112	18.262	0.216	9.605	22.506	8.709	7.363	3.673	8.460	0.181	4.491
66	1.398	18.467	15.345	0.122	2.377	7.752	53.850	12.625	2.957	4.546	3.466	5.301	0.218	4.376	0.064	0.109	19.693	0.158	10.015	22.994	10.389	2.390	3.242	4.034	0.143	3.789
67	1.420	21.280	16.034	0.058	1.211	7.063	66.094	10.931	1.815	4.740	3.111	5.027	0.215	4.151	0.023	0.100	20.804	0.107	9.359	23.259	11.074	0.188	2.776	1.600	0.112	3.411
68	1.441	25.187	15.259	0.041	0.693	6.817	69.549	8.658	1.045	5.378	2.626	4.694	0.181	4.375	0.007	0.083	21.436	0.064	8.204	23.261	10.187	0.000	2.490	0.451	0.091	3.279
69	1.462	30.266	13.164	0.042	0.453	7.450	62.290	6.607	0.638	6.770	1.950	4.467	0.130	5.318	0.002	0.064	21.575	0.035	6.545	22.403	7.795	0.000	2.345	0.121	0.082	3.310
70	1.483	35.071	8.819	0.034	0.317	8.977	47.523	5.431	0.442	9.333	1.293	4.452	0.109	6.851	0.003	0.034	18.868	0.020	4.667	20.467	4.990	0.000	0.101	0.031	0.072	3.423
71	1.504	35.624	4.465	0.002	0.211	11.183	31.303	3.892	0.337	13.426	0.771	4.703	0.110	8.349	6.617E-4	0.009	9.943	0.016	2.949	17.731	2.606	0.000	0.000	0.003	0.060	3.505
72	1.525	31.109	1.241	0.000	0.083	13.299	17.592	1.976	0.206	18.447	0.405	5.156	0.113	9.039	0.000	0.003	0.470	0.004	0.478	15.034	1.113	0.000	0.000	0.000	0.047	3.211
73	1.547	22.167	0.000	0.000	0.002	13.963	8.811	0.298	0.166	22.190	0.178	5.535	0.101	7.924	0.000	0.009	0.000	0.000	0.000	12.123	0.361	0.000	0.000	0.000	0.041	2.413
74	1.568	13.177	0.000	0.000	0.000	12.325	3.987	0.000	0.123	22.878	0.069	5.582	0.048	5.093	0.000	0.013	0.000	0.000	0.000	9.308	0.070	0.000	0.000	0.000	0.040	0.837
75	1.589	6.441	0.000	0.000	0.000	8.609	1.327	0.000	0.002	21.078	0.030	5.381	0.004	2.290	0.000	9.875E-4	0.000	0.000	0.000	6.970	0.000	0.000	0.000	0.000	0.039	0.024
76	1.610	0.000	0.000	0.000	0.000	4.041	0.276	0.000	0.000	19.045	0.015	5.139	0.000	0.652	0.000	0.000	0.000	0.000	0.000	4.924	0.000	0.000	0.000	0.000	0.035	0.000
77	1.631	0.000	0.000	0.000	0.000	1.295	0.162	0.000	0.000	18.192	0.008	4.614	0.000	0.072	0.000	0.000	0.000	0.000	0.000	3.149	0.000	0.000	0.000	0.000	0.024	0.000
78	1.653	0.000	0.000	0.000	0.000	0.179	0.122	0.000	0.000	18.735	0.006	3.692	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.944	0.000	0.000	0.000	0.000	0.015	0.000
79	1.674	0.000	0.000	0.000	0.000	0.000	0.088	0.000	0.000	19.965	0.007	1.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.190	0.000	0.000	0.000	0.000	0.010	0.000
80	1.695	0.000	0.000	0.000	0.000	0.000	0.060	0.000	0.000	20.595	0.007	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.629	0.000	0.000	0.000	0.000	0.003	0.000
81	1.716	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	19.835	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.001	0.000
82	1.737	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	17.220	1.609E-4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.122	0.000	0.000	0.000	0.000	2.039E-4	0.000
83	1.759	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	13.371	2.983E-8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.575	0.000	0.000	0.000	0.000	0.000	0.000	0.000
