1	0.106546	0.445761	1	0
2	0.234942	0.31507	2	0
0	0	0	2	0
4	0.151502	0.337398	2	0
0	0	0	1	0
0	0	0	0	0
0	0	0	1	0
8	0.059	0.3875	2	0
9	0.235037	0.527202	2	0
10	0.131959	0.391284	1	0
0	0	0	1	0
12	0.149489	0.447159	1	0
13	0.175284	0.466843	2	0
14	0.147417	0.402697	1	0
15	0.215647	0.410903	1	0
16	0.170621	0.376379	1	0
0	0	0	2	0
18	0.262368	0.524816	2	0
19	0.156396	0.444566	1	0
20	0.235807	0.462741	1	0
21	0.115922	0.399509	1	0
22	0.260742	0.352486	1	0
0	0	0	1	0
0	0	0	1	0
25	0.174083	0.452975	1	0
26	0.153236	0.434284	1	0
0	0	0	1	0
28	0.233839	0.45159	1	0
29	0.162243	0.351053	1	0
0	0	0	1	0
31	0.156376	0.412492	1	0
0	0	0	1	0
0	0	0	0	0
34	0.153404	0.394361	1	0
35	0.121259	0.375205	1	0
36	0.0843494	0.386518	1	0
