27.957	0.439	90.102	0.414	1.081	0.488	0.787	0.339	0.3815	0.67102	0.741	1.133	1	0	0	0	0	0	0	0	0	0	3	0.0745	0	0	0	2	1	0	0	0	0	82.881	0	4.5498	0	0	6.7633	1	2	0.19411	0.25897	0.053376	0.29828	0.40165	0.89238	0.212	0.551	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.23198	0.31078	0.95009	0.12976	0.3149	0.99613	0.36	0.36	0	0	0	0	0	0.741	1.133	0	0	3	0	0	0	0	0	4	0	0.699	1.134	0	0	2	0	NaN	NaN
27.927	1.493	95.949	0.186	0.624	0.38	0.208	0.23811	0.37546	0.64419	0	0	1	0	0	0	0.79198	0.52308	0.66046	0	0	0	5	NaN	NaN	0	0	2	1	0	0.18858	0.12455	0	82.881	0	4.5498	0.42158	0.41412	5.733	1	2	0.12805	0.25821	0.54213	0.23811	0.37546	0.95182	0.254	0.508	0	0	0	0	0	1	1	0.18858	0.42158	0.9804	0.1031	0.42203	0.98453	0.445	0.445	0	0	0	0	0	1	1	0.12455	0.41412	0.99906	0.064553	0.41451	0.98313	0.424	0.424	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	6	0	NaN	NaN
29.822	7.174	131.62	0.118	0.547	0.274	0.273	0	0	0.089095	0.1074	0.6653	0	0	0	0	0	0	0.70077	0	0	1	1	-0.38925	1	0	0	1	0	0	0.23826	0.16697	0	82.881	0	4.5498	0.43856	0.39977	0.38722	1	1	0.23635	0.34684	0.97464	0.13189	0.34416	0.9977	0.381	0.381	0	0	0	0	0	1	2	0.1153	0.55776	0.88874	0.23826	0.43856	0.98527	0.318	0.572	0	0	0	0	0	1	1	0.16697	0.39977	0.9878	0.096996	0.39343	0.97216	0.403	0.403	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0.1074	0.6653	0	1	1	0	0.27599	0
32.961	9.054	145.99	0.013	0.251	0.064	0	0.10934	0.39586	1.155	0.1248	1.089	1	0	0	0	0.88237	0.84045	0.9525	1	0	1	1	-0.060411	1	0	0	1	0	1	0.096475	0.091893	0	82.881	0	4.5498	0.39836	0.40029	2.6868	1	1	0.10934	0.39586	0.99834	0.056422	0.39602	0.99495	0.403	0.403	0	0	0	0	0	1	1	0.096475	0.39836	0.99769	0.054797	0.39577	0.99838	0.403	0.403	0	0	0	0	0	1	1	0.091893	0.40029	0.99918	0.05032	0.40228	0.99489	0.403	0.403	0	0	0	0	0	0.1248	1.089	0	1	1	0	0.1342	1.093	0	1	1	0	0	0	0	0	0	0	0.013475	1
33.425	9.718	145.63	0.022	0.244	0.112	0	0.10682	0.38978	1.6474	0	0	1	0	0	0	0.89807	0.97508	0.92103	1	0	0	4	NaN	NaN	0	0	1	0	1	0.095935	0.10416	0	82.881	0	4.5498	0.38918	0.38342	1.8789	1	1	0.10682	0.38978	0.99929	0.059991	0.39003	0.98738	0.381	0.381	0	0	0	0	0	1	1	0.095935	0.38918	0.99974	0.049661	0.38962	0.99657	0.381	0.381	0	0	0	0	0	1	1	0.10416	0.38342	0.99852	0.055702	0.38378	0.9933	0.381	0.381	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	3	0	NaN	NaN
35.081	11.728	135.4	0.106	0.444	0.305	0	0	0	0.399	0.6571	1.04	1	0	0	0	0	0	0	0	1	0	2	-0.33689	1	0	0	0	0	0	0.17605	0	0	82.881	0	4.5498	0.40537	0	0.42262	1	3	0	0	0	0	0	0	0	0	0.106	0.212	0.307	0.466	0	1	2	0.27568	0.41587	0.88529	0.17605	0.40537	0.99303	0.318	0.487	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0.127	0.084	0.3605	0.466	0	0.6571	1.04	1	0	2	0	0.1374	0.7128	0	1	1	0	0	0	0	0	4	0	0.22954	0
39.42	17.094	115.69	0.445	1.916	0.296	1.655	0.15274	0.38269	0	0.1244	1.444	1	0	0	1	0.83817	0	0	0	0	1	1	-0.47059	1	0	0	2	1	0	0.12802	0	0	82.881	0	4.5498	0.33312	0	0.105	1	2	0.24434	0.39418	0.90735	0.15274	0.38269	0.99714	0.297	0.445	0	0	0	0	0	1	1	0.12802	0.33312	0.99732	0.068494	0.33245	0.99606	0.339	0.339	0	0	0	0	0	1	1	0.13738	0.39383	0.72613	0.076505	0.39487	0.498	0.381	0.381	0	0	0	0	0	0.1244	1.444	0	1	1	0	0.1166	1.423	0	1	1	0	0	0	0	0	3	0	0.35994	0
40.105	17.709	171.05	0.04	0.331	0.155	0.072	0.13764	0.40191	0.39623	0	0	1	0	0	0	1.0128	1.0094	0.99667	1	0	0	0	NaN	NaN	0	0	1	0	1	0.13941	0.13894	0	82.881	0	4.5498	0.39105	0.38727	0.5354	1	1	0.13764	0.40191	0.99893	0.076289	0.40238	0.99355	0.403	0.403	0	0	0	0	0	1	1	0.13941	0.39105	0.99019	0.075128	0.38813	0.96777	0.403	0.403	0	0	0	0	0	1	1	0.13894	0.38727	0.99021	0.086676	0.39456	0.99814	0.36	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN
40.377	18.73	137.93	0.041	0.243	0.216	0.021	0.1517	0.38075	1.4479	0.4186	0.8701	1	0	0	0	1.0459	0.86125	0.82344	1	1	0	3	-0.015085	1	0	0	1	0	1	0.15867	0.13065	0	82.881	0	4.5498	0.40591	0.40416	1.5608	1	1	0.1517	0.38075	0.99597	0.082614	0.38127	0.9827	0.36	0.36	0	0	0	0	0	1	1	0.15867	0.40591	0.99372	0.088604	0.40861	0.99337	0.403	0.403	0	0	0	0	0	1	1	0.13065	0.40416	0.99954	0.072463	0.40509	0.99503	0.403	0.403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4186	0.8701	1	0	3	0	0.015085	1
39.358	21.692	68.917	0.153	0.56	0.348	0.102	0.17508	0.36932	1.0299	0	0	1	0	0	0	1.0251	0.75686	0.73831	0	0	0	6	NaN	NaN	0	0	2	1	0	0.17948	0.13251	0	82.881	0	4.5498	0.39624	0.39368	1.1425	1	2	0.26774	0.37131	0.81365	0.17508	0.36932	0.99379	0.275	0.466	0	0	0	0	0	1	1	0.17948	0.39624	0.99531	0.097731	0.39476	0.98783	0.424	0.424	0	0	0	0	0	1	1	0.13251	0.39368	0.99976	0.068036	0.39359	0.99207	0.403	0.403	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	4	0	NaN	NaN
