1	0.339	0.3815	2	0
2	0.238112	0.375465	2	0
0	0	0	1	0
4	0.109337	0.395857	1	0
5	0.106823	0.389777	1	0
0	0	0	0	0
7	0.152737	0.382689	2	0
8	0.137644	0.401913	1	0
9	0.1517	0.380752	1	0
10	0.175082	0.369319	2	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
14	0.191882	0.383428	2	0
15	0.11181	0.367813	1	0
16	0.104062	0.364571	1	0
17	0.140067	0.395579	1	0
0	0	0	1	0
19	0.108173	0.397396	1	0
20	0.113689	0.411134	1	0
21	0.121441	0.400654	1	0
22	0.181664	0.40106	1	0
23	0.187931	0.371551	1	0
24	0.141377	0.383122	2	0
25	0.108713	0.380309	1	0
26	0.133309	0.379693	2	0
27	0.126419	0.385251	1	0
28	0.149879	0.38016	2	0
29	0.121659	0.379903	1	0
0	0	0	0	0
31	0.174532	0.370105	2	0
