0	0	0	1	0
2	0.124551	0.414121	1	0
3	0.166965	0.399768	1	0
4	0.0918927	0.400291	1	0
5	0.104161	0.383415	1	0
0	0	0	0	0
0	0	0	1	0
8	0.138942	0.387273	1	0
9	0.130652	0.404159	1	0
10	0.132512	0.393684	1	0
11	0.185375	0.297305	1	0
12	0.195283	0.371961	1	0
13	0.190132	0.407333	1	0
14	0.191834	0.396393	1	0
15	0.112155	0.367368	1	0
16	0.113589	0.387998	1	0
17	0.11516	0.395626	1	0
0	0	0	1	0
19	0.105664	0.400102	1	0
20	0.110401	0.399772	1	0
21	0.0996455	0.386623	1	0
22	0.176579	0.310874	1	0
23	0.185567	0.373882	1	0
24	0.186898	0.392452	1	0
25	0.112202	0.373052	1	0
26	0.145913	0.385928	1	0
27	0.116205	0.387343	1	0
28	0.174526	0.382425	1	0
29	0.108729	0.368403	1	0
30	0.244229	0.37004	2	0
31	0.136303	0.507203	1	0
