1	1	0.1071	0.446543	0.975912	0.066798	0.462602	0.976872	0.447	0.447	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0.180791	0.460878	-4.08908e+50	0.0812327	0.469678	0.940315	0.477	0.477	0	0	0	0
1	1	0.549397	0.626	0.597369	0.258231	0.496884	0.768585	0.417	0.417	0	0	0	0
1	2	0.0995043	0.246046	0.581811	0.165165	0.323473	0.975119	0.239	0.388	0	0	0	0
1	2	0.23276	0.350068	0.937392	0.14612	0.334627	0.998349	0.268	0.388	0	0	0	0
1	1	0.257926	0.272583	0.993771	0.13166	0.271793	0.992649	0.268	0.268	0	0	0	0
1	1	0.189848	0.40144	0.917681	0.101778	0.402264	0.87596	0.388	0.388	0	0	0	0
1	2	0.142572	0.591885	0.91314	0.183727	0.502624	0.993387	0.417	0.596	0	0	0	0
1	1	0.139162	0.387611	0.997185	0.0770567	0.38447	0.983437	0.388	0.388	0	0	0	0
1	1	0.194817	0.382782	0.995556	0.103915	0.383534	0.987152	0.388	0.388	0	0	0	0
1	2	0.169045	0.428403	0.983132	0.14771	0.492935	0.993179	0.417	0.567	0	0	0	0
1	2	0.323527	0.375831	0.792591	0.187219	0.361701	0.993265	0.268	0.477	0	0	0	0
1	1	0.181242	0.401247	0.993069	0.0853962	0.371776	0.961914	0.388	0.388	0	0	0	0
1	1	0.183381	0.423486	0.974245	0.104405	0.426065	0.994936	0.447	0.447	0	0	0	0
1	1	0.198657	0.382321	0.988035	0.0178579	0.374163	0.907081	0.358	0.358	0	0	0	0
1	1	0.170154	0.31144	0.985501	0.0892742	0.310555	0.962549	0.298	0.298	0	0	0	0
1	1	0.194558	0.403855	0.733619	0.0834936	0.405236	0.349519	0.417	0.417	0	0	0	0
1	1	0.183162	0.448435	0.998169	0.101761	0.448516	0.984171	0.447	0.447	0	0	0	0
1	2	0.270238	0.450379	0.963115	0.157474	0.467747	0.996578	0.417	0.507	0	0	0	0
1	1	0.137743	0.382318	0.997932	0.0765133	0.385507	0.983749	0.388	0.388	0	0	0	0
1	1	0.135554	0.406732	0.999527	0.0684587	0.407062	0.987003	0.417	0.417	0	0	0	0
1	1	0.154585	0.506446	0.866579	0.0763704	0.50442	0.770262	0.507	0.507	0	0	0	0
1	1	0.219246	0.37087	0.976137	0.113511	0.369653	0.932282	0.358	0.358	0	0	0	0
1	1	0.142794	0.299148	0.998182	0.0780739	0.295614	0.991932	0.298	0.298	0	0	0	0
1	1	0.13602	0.440858	0.994671	0.0731262	0.439739	0.985927	0.417	0.417	0	0	0	0
1	1	0.156026	0.353056	0.995645	0.0848728	0.35261	0.998156	0.328	0.328	0	0	0	0
1	2	0.232541	0.410488	0.978531	0.133345	0.40384	0.998035	0.358	0.447	0	0	0	0
1	1	0.127976	0.316623	0.996505	0.0664897	0.313633	0.985751	0.298	0.298	0	0	0	0
1	1	0.196064	0.374543	0.989298	0.0966317	0.372179	0.958444	0.358	0.358	0	0	0	0
1	2	0.227494	0.376818	0.914919	0.140329	0.374066	0.999624	0.298	0.447	0	0	0	0
1	1	0.124695	0.457922	0.999641	0.0661272	0.458385	0.993173	0.447	0.447	0	0	0	0
1	1	0.156687	0.418769	0.759307	0.0775987	0.419383	0.59954	0.417	0.417	0	0	0	0
1	2	0.234521	0.381863	0.963378	0.126377	0.38986	0.989745	0.358	0.447	0	0	0	0
1	1	0.12123	0.380215	0.997041	0.0641278	0.379906	0.978304	0.388	0.388	0	0	0	0
1	1	0.0808354	0.395294	0.993382	0.044233	0.392374	-6.79483e+44	0.388	0.388	0	0	0	0
