1	0.175045	0.284324	1	0
0	0	0	0	0
3	0.118397	0.416671	1	0
4	0.174589	0.51813	1	0
5	0.11562	0.406919	1	0
6	0.131736	0.401845	1	0
7	0.306881	0.303441	2	0
0	0	0	1	0
9	0.14318	0.387191	1	0
0	0	0	1	0
11	0.122387	0.388816	1	0
12	0.215969	0.385487	1	0
13	0.16881	0.40948	2	0
0	0	0	1	0
15	0.159377	0.204693	1	0
16	0.13543	0.387727	1	0
17	0.0965584	0.372651	1	0
18	0.09	0.466	2	0
0	0	0	1	0
0	0	0	2	0
21	0.12972	0.417312	2	0
22	0.132785	0.442183	1	0
23	0.271789	0.308326	2	0
0	0	0	1	0
0	0	0	1	0
0	0	0	2	0
0	0	0	1	0
28	0.117275	0.429228	1	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
