1	1	0.127362	0.381984	0.999918	0.0686909	0.384241	0.991184	0.387	0.387	0	0	0	0
1	1	0.101489	0.388628	0.99696	0.0514865	0.387795	0.983773	0.387	0.387	0	0	0	0
1	1	0.103705	0.367487	0.999917	0.0564275	0.367205	0.993043	0.359	0.359	0	0	0	0
1	1	0.135614	0.369919	0.999642	0.0735011	0.36805	0.992684	0.359	0.359	0	0	0	0
1	1	0.13266	0.407617	0.999392	0.0720458	0.409385	0.99442	0.414	0.414	0	0	0	0
1	1	0.183947	0.390883	0.91239	0.110529	0.413654	0.971483	0.359	0.359	0	0	0	0
1	1	0.271817	0.448886	0.962214	0.154375	0.448843	0.995143	0.442	0.442	0	0	0	0
1	1	0.127839	0.345598	0.999118	0.068111	0.344013	0.997497	0.359	0.359	0	0	0	0
1	1	0.139334	0.379969	0.995664	0.0749635	0.381948	0.988966	0.359	0.359	0	0	0	0
1	1	0.11827	0.386867	0.999462	0.0634635	0.384719	0.995196	0.387	0.387	0	0	0	0
1	1	0.163372	0.365482	0.991959	0.0874972	0.365028	0.997433	0.359	0.359	0	0	0	0
