13.323	3.001	97.859	0.205	1.399	0.186	1.224	0	0	0	0	0	0	0	0	0	0	0	0.91001	0	0	0	0	0	0	0	0	1	0	0	0.1159	0.12736	0	0	0	0	0.39772	0.38198	0	1	1	0.17445	0.38598	0.97396	0.10272	0.38551	0.9987	0.414	0.414	0	0	0	0	0	1	1	0.1159	0.39772	0.9993	0.06174	0.3973	0.99162	0.387	0.387	0	0	0	0	0	1	1	0.12736	0.38198	0.99992	0.068691	0.38424	0.99118	0.387	0.387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.407	5.193	23.17	0.029	0.286	0.129	0.161	0.094031	0.40262	0	0	0	0	0	1	0	0.95922	1.0793	0.88873	1	0	0	0	0	0	0	0	1	0	1	0.090196	0.10149	0	0	0	0	0.36015	0.38863	0	1	1	0.094031	0.40262	0.99948	0.053565	0.40264	-5.0282e+43	0.414	0.414	0	0	0	0	0	1	1	0.090196	0.36015	0.99967	0.048178	0.35869	0.98894	0.359	0.359	0	0	0	0	0	1	1	0.10149	0.38863	0.99696	0.051486	0.3878	0.98377	0.387	0.387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.842	5.33	45.001	0.011	0.129	0.113	0.161	0.097479	0.38465	0	0	0	0	0	1	0	0.86882	1.0639	0.81666	1	0	0	0	0	0	0	0	1	0	1	0.084692	0.10371	0	0	0	0	0.3646	0.36749	0	1	1	0.097479	0.38465	0.99991	0.049314	0.38565	-2.2112e+40	0.387	0.387	0	0	0	0	0	1	1	0.084692	0.3646	0.99982	0.045412	0.36281	-4.1891e+43	0.359	0.359	0	0	0	0	0	1	1	0.10371	0.36749	0.99992	0.056427	0.36721	0.99304	0.359	0.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.235	6.631	112.39	0.24	1.431	0.213	1.3	0.17575	0.39823	0	0	0	0	0	0	0	0.78353	0.77165	0.98483	0	0	0	0	0	0	0	0	1	0	1	0.1377	0.13561	0	0	0	0	0.32999	0.36992	0	1	1	0.17575	0.39823	0.98961	0.094192	0.39858	0.99933	0.387	0.387	0	0	0	0	0	1	1	0.1377	0.32999	0.99872	0.073077	0.32931	0.99537	0.332	0.332	0	0	0	0	0	1	1	0.13561	0.36992	0.99964	0.073501	0.36805	0.99268	0.359	0.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.865	11.688	169.21	0.388	2.311	0.214	2.472	0.17203	0.38926	0	0	0	0	0	0	0	0.80696	0.77115	0.95563	0	0	0	0	0	0	0	0	1	0	1	0.13882	0.13266	0	0	0	0	0.32468	0.40762	0	1	1	0.17203	0.38926	0.9961	0.09138	0.39194	0.99682	0.387	0.387	0	0	0	0	0	1	1	0.13882	0.32468	0.99927	0.073449	0.32809	0.98765	0.332	0.332	0	0	0	0	0	1	1	0.13266	0.40762	0.99939	0.072046	0.40938	0.99442	0.414	0.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.389	12.282	0	0.016	0.143	0.143	0.028	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.16406	0.38271	0.97562	0.10447	0.40244	0.98234	0.359	0.359	0	0	0	0	0	1	1	0.14642	0.37835	0.97664	0.092895	0.39029	0.97974	0.359	0.359	0	0	0	0	0	1	1	0.18395	0.39088	0.91239	0.11053	0.41365	0.97148	0.359	0.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.282	13.318	104.93	0.694	1.595	0.554	2.404	0.22845	0.40012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	2	0.40128	0.37743	0.72992	0.22845	0.40012	0.98525	0.276	0.525	0	0	0	0	0	1	1	0.18543	0.37637	0.9595	0.10559	0.37448	0.95813	0.387	0.387	0	0	0	0	0	1	1	0.27182	0.44889	0.96221	0.15438	0.44884	0.99514	0.442	0.442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.661	14.225	51.596	0.153	0.89	0.22	0.823	0.11045	0.43506	0	0	0	0	0	0	0	1.162	1.1574	0.99609	0	0	0	0	0	0	0	0	2	1	0	0.12834	0.12784	0	0	0	0	0.3552	0.3456	0	1	2	0.18417	0.43837	0.94965	0.11045	0.43506	0.99984	0.387	0.47	0	0	0	0	0	1	1	0.12834	0.3552	0.99966	0.069939	0.35719	0.99441	0.359	0.359	0	0	0	0	0	1	1	0.12784	0.3456	0.99912	0.068111	0.34401	0.9975	0.359	0.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.713	15.617	61.825	0.082	0.506	0.206	0.278	0.18263	0.36732	0	0	0	0	0	0	0	0.67525	0.76291	0.8851	0	0	0	0	0	0	0	0	1	0	1	0.12333	0.13933	0	0	0	0	0.37544	0.37997	0	1	1	0.18263	0.36732	0.99013	0.10302	0.36203	0.99919	0.332	0.332	0	0	0	0	0	1	1	0.12333	0.37544	0.99978	0.064317	0.37587	0.99247	0.387	0.387	0	0	0	0	0	1	1	0.13933	0.37997	0.99566	0.074964	0.38195	0.98897	0.359	0.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.295	16.951	48.811	0.19	1.23	0.197	1.081	0.18397	0.38906	0	0	0	0	0	0	0	0.60066	0.64289	0.93432	0	0	0	0	0	0	0	0	1	0	1	0.1105	0.11827	0	0	0	0	0.34971	0.38687	0	1	1	0.18397	0.38906	0.98094	0.10348	0.39714	0.99988	0.387	0.387	0	0	0	0	0	1	1	0.1105	0.34971	0.99978	0.058453	0.35049	0.99241	0.359	0.359	0	0	0	0	0	1	1	0.11827	0.38687	0.99946	0.063464	0.38472	0.9952	0.387	0.387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
