1	0.15145	0.367288	1	0
2	0.217798	0.25955	2	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
6	0.124392	0.421406	1	0
0	0	0	1	0
8	0.130466	0.396702	1	0
0	0	0	1	0
10	0.122878	0.415178	1	0
11	0.259226	0.403655	2	0
12	0.153839	0.464694	1	0
13	0.146347	0.370018	1	0
14	0.169688	0.393546	1	0
0	0	0	1	0
0	0	0	2	0
17	0.12525	0.411139	1	0
18	0.12318	0.410985	1	0
0	0	0	2	0
20	0.159774	0.377572	1	0
21	0.147844	0.390972	1	0
22	0.15723	0.335495	1	0
23	0.148381	0.369245	1	0
0	0	0	2	0
25	0.164406	0.382069	1	0
26	0.151729	0.354048	1	0
27	0.204305	0.252152	2	0
28	0.214508	0.523746	2	0
29	0.275986	0.287993	2	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
33	0.19805	0.339253	1	0
34	0.286174	0.420841	2	0
35	0.189225	0.319232	1	0
36	0.120048	0.395231	1	0
37	0.173404	0.412047	1	0
38	0.116372	0.414463	1	0
39	0.142423	0.399219	1	0
0	0	0	1	0
41	0.182878	0.388571	1	0
42	0.308595	0.352228	2	0
43	0.243334	0.243424	1	0
0	0	0	1	0
0	0	0	1	0
0	0	0	2	0
47	0.156208	0.383039	1	0
48	0.144562	0.403239	1	0
0	0	0	1	0
