 	x	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
40	0.847	22.258	8.033	3.646	6.037	6.660	3.676	6.311	3.719	6.667	10.067	4.249	8.634	5.179	1.502	3.580	4.576	3.092	2.851	10.276	4.059	5.612	2.728	4.170	10.164	12.081
41	0.869	16.770	8.152	5.395	6.091	4.744	3.641	7.193	3.997	5.410	11.358	4.306	8.285	6.413	2.301	4.094	6.991	2.982	3.634	11.733	4.766	5.066	3.927	4.001	9.420	11.742
42	0.890	12.770	8.155	7.720	6.250	3.993	3.775	8.095	4.737	4.778	11.932	4.140	8.287	7.769	3.573	4.153	10.556	2.883	5.141	13.499	5.530	4.845	4.790	4.332	8.743	10.757
43	0.911	10.044	7.689	10.037	6.346	4.079	4.361	9.326	6.091	4.662	10.876	3.895	8.498	8.471	5.114	4.009	15.453	2.800	6.873	14.667	6.275	5.094	5.201	5.486	8.153	9.276
44	0.932	8.305	6.724	11.494	6.217	4.865	5.379	11.391	7.941	4.931	8.884	3.678	8.724	8.074	6.565	4.087	21.377	2.890	7.696	14.081	7.024	5.803	5.391	7.442	7.658	7.501
45	0.953	7.260	5.716	11.840	6.016	6.059	6.640	14.463	9.717	5.444	6.930	3.490	8.923	6.986	7.580	4.750	27.328	3.314	6.964	11.566	7.700	6.640	5.742	9.670	7.285	5.822
46	0.975	6.613	5.159	11.582	5.796	6.957	7.536	17.865	10.743	6.010	5.827	3.335	9.196	5.880	8.059	6.300	32.113	4.220	5.466	8.459	7.970	7.059	6.548	10.936	7.046	4.654
47	0.996	6.127	5.186	11.671	5.366	6.786	7.640	20.129	10.938	6.349	5.470	3.247	9.437	5.195	8.195	9.051	35.029	5.467	4.196	6.000	7.657	6.782	7.851	10.298	6.989	4.053
48	1.017	5.756	5.517	13.225	4.691	5.592	6.958	20.167	10.896	6.468	5.492	3.293	9.359	4.912	8.210	13.400	36.261	6.840	3.542	4.539	6.907	6.060	9.334	8.531	7.203	3.887
49	1.038	5.633	5.674	17.268	3.924	4.193	6.053	18.218	11.301	6.671	5.441	3.502	8.782	4.834	8.316	19.578	36.182	8.055	3.517	3.815	6.114	5.345	10.297	7.010	7.631	3.991
50	1.059	5.888	5.435	24.154	3.354	3.184	5.445	15.785	12.499	7.262	4.931	3.838	7.836	4.810	8.921	27.203	35.096	8.941	4.100	3.506	5.659	4.889	10.020	6.420	8.124	4.171
51	1.081	6.458	4.943	31.616	3.061	2.702	5.352	13.975	14.294	8.456	4.104	4.210	6.766	4.870	10.995	34.619	33.350	9.580	5.262	3.478	5.734	4.723	8.492	6.575	8.469	4.297
52	1.102	6.988	4.428	34.281	3.024	2.698	5.709	13.005	16.097	9.834	3.271	4.539	5.732	5.029	16.303	39.807	31.377	10.741	6.854	3.584	6.315	4.752	6.529	7.141	8.478	4.323
53	1.123	7.051	4.016	29.054	3.191	3.131	6.161	12.488	16.989	10.391	2.710	4.852	4.703	5.281	26.409	41.252	29.604	13.448	8.412	3.781	6.945	4.833	4.963	7.707	8.272	4.208
54	1.144	6.622	3.701	19.098	3.472	3.992	6.353	11.921	16.284	9.620	2.355	5.212	3.604	5.388	39.106	38.671	28.249	17.820	9.361	4.140	6.972	4.888	4.087	8.090	8.193	3.870
