 	x	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184
11	0.330	25.333	21.248	17.096	7.662	21.687	8.804	3.250	17.836	6.328	4.332	10.075	12.905	4.700	6.999	7.384	14.100	13.983	22.943	22.055	7.900	4.394	4.200	4.789	18.100	6.100	11.288	8.880	6.881	39.370	22.139	16.489	10.855	33.400	27.303	6.867	9.921	9.100	6.941	5.871	14.241	1.778	5.657	3.300	18.187	13.048	26.404	6.606	6.000	27.741	38.073	38.755	4.800	30.084	31.903	32.415	5.682	6.487	6.545	13.673	20.416	13.941	8.676	17.035	5.139	17.729	33.030	36.012	51.179	12.667	19.214	9.014	10.265	21.000	8.656	43.082	19.510	13.078	9.838	30.800	22.928	8.623	8.581	10.771	4.163	4.028	8.748	6.063	5.181	4.266	9.466	11.824	11.167	14.316	6.914	13.290	19.764	23.360	7.600	5.885	17.886	2.866	13.058	4.906	17.000	5.556	3.186	12.225	12.282	18.954	21.806	11.960	10.571	9.168	4.419	13.562	10.918	9.900	26.393	0.000	29.135	12.263	13.860	9.410	6.777	6.499	16.262	32.597	10.677	15.500	10.789	7.287	16.795	9.025	21.630	0.000	11.831	4.919	29.500	30.212	12.976	6.667	25.156	7.726	13.500	4.118	27.688	5.500	26.628	21.288	4.981	31.139	32.367	29.497	26.198	4.406	8.500	5.600	25.105	4.394	10.808	11.100	0.000	13.430	2.054	5.468	2.394	5.985	7.475	31.393	16.826	29.652	4.248	14.242	22.459	4.100	9.500	10.187	20.237	11.850	2.777	8.920	3.617	5.737	21.353
12	0.361	23.418	24.782	19.956	10.536	27.817	14.648	10.276	24.324	12.992	5.987	9.973	15.677	7.600	9.748	12.610	19.300	23.797	22.473	29.318	13.899	8.184	4.800	3.224	29.600	6.800	20.039	9.660	7.697	40.044	22.611	22.749	10.233	38.900	28.541	8.387	17.667	9.000	7.840	13.116	16.385	6.411	6.527	5.100	19.752	20.026	25.446	7.533	5.900	28.770	38.080	36.459	6.100	32.362	33.642	32.999	7.528	16.404	7.714	19.119	19.774	16.233	11.373	20.244	7.436	20.327	29.950	41.142	45.378	11.607	22.640	14.821	13.206	25.100	9.188	42.312	26.352	13.799	16.234	36.600	33.331	7.177	10.551	12.981	6.468	4.568	11.303	6.158	6.065	5.910	15.602	13.891	11.804	14.124	7.389	23.299	21.331	25.621	7.800	6.434	13.770	4.943	13.105	6.245	24.244	3.133	6.008	14.731	19.042	25.319	24.639	12.304	11.322	15.100	5.872	22.506	12.937	16.000	23.321	0.000	31.070	15.687	13.670	15.094	8.875	8.266	17.871	39.827	12.763	13.700	13.613	9.725	17.164	16.557	24.343	3.300	14.590	8.936	30.700	29.736	17.212	7.123	23.434	10.839	17.500	6.399	28.686	10.600	23.958	23.552	7.198	29.433	33.238	33.461	26.430	5.156	14.200	6.900	25.770	7.951	13.197	14.700	0.000	21.800	4.199	10.054	4.669	9.848	13.310	31.259	22.264	34.538	10.407	20.787	29.031	7.500	9.500	18.717	24.170	18.595	5.763	17.530	3.829	8.893	27.413
13	0.391	15.942	23.801	17.980	9.100	28.504	15.256	15.485	24.560	19.208	6.195	9.914	15.693	9.700	12.764	12.637	20.200	24.828	22.638	35.753	18.277	12.446	5.500	3.645	30.200	6.400	25.374	8.995	8.078	39.608	23.556	26.250	8.873	39.400	27.390	10.198	24.713	7.400	8.092	16.321	17.339	12.798	6.159	6.500	20.660	20.845	23.684	7.259	5.400	30.455	37.374	35.083	7.300	33.275	32.793	31.885	9.309	19.572	8.045	23.608	18.290	19.019	11.842	20.117	10.983	18.447	25.184	41.377	38.798	10.834	26.332	17.004	15.346	27.700	8.496	41.233	26.967	13.029	21.934	37.800	40.892	5.132	11.429	13.308	9.801	5.376	12.454	5.875	6.429	7.502	18.347	14.739	11.886	14.356	7.922	29.075	19.958	26.910	6.900	6.321	11.033	6.070	11.903	7.148	29.164	1.436	5.771	17.978	20.333	26.310	25.969	12.552	11.495	18.056	6.210	27.163	12.710	20.000	19.844	0.620	31.308	18.660	13.043	18.955	9.573	9.201	18.458	37.084	14.343	12.000	16.522	11.152	18.637	22.860	24.569	4.500	16.609	13.622	32.200	31.784	22.170	6.240	25.025	13.403	16.500	7.130	27.169	16.000	18.894	22.884	8.436	21.953	34.944	34.968	26.297	6.038	16.200	7.200	26.633	9.259	15.420	18.500	0.000	29.279	6.495	14.880	8.013	13.152	15.925	26.525	25.471	33.293	13.434	23.477	30.764	9.000	13.400	26.432	25.221	23.042	9.341	28.365	2.775	11.373	32.684
14	0.421	7.849	17.946	12.128	4.844	22.694	10.704	12.883	19.152	19.320	4.897	9.204	14.297	10.200	14.746	8.100	16.300	19.650	21.647	39.199	17.928	12.440	6.100	5.364	26.400	5.300	21.880	7.320	7.454	38.785	30.841	27.190	7.237	36.200	26.312	11.115	28.162	5.500	8.227	11.839	17.886	22.131	4.843	6.400	19.740	15.762	21.382	7.609	5.200	33.075	36.420	35.101	7.600	33.289	28.671	29.950	10.198	17.718	8.254	26.249	14.255	22.225	10.797	19.523	15.638	14.946	19.958	38.012	29.311	10.542	27.752	13.760	17.407	27.800	6.684	40.323	21.095	10.535	22.959	34.400	43.684	3.408	13.391	12.604	11.921	5.473	12.806	5.575	5.800	8.320	15.366	14.371	11.531	13.904	8.075	24.044	18.371	24.582	5.800	5.491	7.500	5.845	10.434	6.791	31.180	0.029	6.103	21.429	14.391	20.657	26.060	12.664	10.969	14.392	5.444	23.899	11.257	19.900	15.912	1.979	27.704	17.303	11.691	17.250	9.000	8.928	18.723	25.771	14.849	10.500	19.179	10.003	18.798	23.749	22.427	6.400	16.415	16.296	30.800	34.284	25.946	4.809	27.681	12.926	12.200	7.081	25.023	16.200	12.917	18.885	8.003	11.714	38.875	36.071	27.035	6.973	12.900	6.500	28.042	6.864	17.122	22.500	0.000	33.126	7.378	19.521	12.016	14.982	12.195	20.634	26.583	27.553	10.001	20.281	28.616	6.200	8.900	29.946	22.774	23.653	11.539	34.055	1.283	11.364	34.765
15	0.451	3.151	10.655	5.814	1.689	12.651	5.036	6.603	11.320	13.784	3.130	7.520	11.609	11.300	14.157	3.486	10.400	11.942	18.659	39.236	13.194	8.430	6.500	6.997	20.900	4.700	13.383	5.679	5.853	36.765	27.810	24.930	6.098	32.600	24.376	10.810	27.235	4.500	8.291	5.391	18.018	29.760	4.156	5.700	16.298	8.240	16.835	8.125	5.400	34.436	35.835	35.836	7.200	31.902	20.534	26.719	8.556	12.770	7.823	27.585	9.727	29.129	7.417	18.148	19.934	11.195	15.158	32.698	19.493	9.960	26.177	8.055	18.618	26.800	4.264	38.065	13.477	7.626	17.687	28.200	41.365	2.119	14.652	10.762	10.263	5.157	11.521	4.902	4.750	7.167	9.714	13.601	11.046	12.980	7.696	13.923	16.268	19.747	5.300	4.922	4.545	4.348	9.407	5.597	31.264	1.836	5.716	22.203	7.690	13.797	25.168	11.000	10.482	7.999	3.979	17.448	9.603	16.900	11.681	1.248	21.163	12.758	10.998	12.544	7.813	7.480	16.094	14.975	15.282	8.500	21.007	7.486	15.427	18.609	19.511	7.900	14.418	15.016	30.300	34.536	26.039	3.742	29.497	9.615	8.100	6.413	24.089	10.100	8.117	12.744	5.675	4.933	41.114	34.354	27.755	7.378	7.300	5.200	27.712	3.042	15.665	25.600	1.024	34.514	5.903	24.498	16.348	14.935	5.879	13.521	27.338	19.585	4.586	12.724	23.265	2.800	3.800	27.521	17.265	19.246	10.130	32.313	0.542	7.870	32.025
16	0.481	0.941	4.695	2.059	0.452	5.070	1.336	1.945	5.180	6.592	2.113	4.987	7.866	12.400	11.262	1.344	6.300	6.045	14.760	35.287	7.798	4.190	6.200	7.049	14.900	5.100	6.048	4.699	3.784	33.938	22.565	18.193	4.625	27.600	21.331	9.944	23.066	4.700	8.808	1.975	16.920	32.107	4.962	5.900	12.323	3.298	12.527	6.928	5.300	33.464	34.421	37.112	7.000	29.824	12.236	12.964	5.267	7.467	6.541	26.730	6.812	32.208	4.149	13.494	23.046	6.952	10.658	27.268	16.205	9.711	23.871	3.302	18.547	25.200	2.812	34.241	7.116	5.066	9.039	20.400	33.694	1.407	14.450	9.427	6.404	4.849	9.435	4.433	3.435	5.019	5.112	12.209	11.562	11.720	7.037	6.051	13.052	14.856	5.200	5.063	2.200	2.908	8.414	3.652	27.172	2.764	5.374	18.190	3.613	9.491	23.111	8.744	8.668	3.484	3.029	13.435	8.355	12.500	7.968	2.989	14.403	8.383	7.938	8.086	6.519	5.894	13.258	8.782	13.175	7.400	20.518	5.305	9.696	11.285	16.373	8.300	10.134	10.544	28.200	31.808	21.706	1.904	30.503	6.207	6.900	6.168	23.640	4.000	4.954	7.925	3.616	0.183	42.164	28.709	27.277	7.083	2.800	4.300	23.852	1.093	10.946	26.400	5.364	34.896	4.051	27.627	20.353	10.839	2.328	7.388	28.993	10.162	1.380	5.478	14.236	1.500	1.600	22.840	10.271	12.631	6.089	26.452	0.058	3.230	25.882
17	0.511	0.135	1.541	0.575	0.003	1.536	0.164	0.692	1.940	2.224	1.557	2.900	4.395	0.000	9.258	0.445	0.000	2.114	10.411	29.118	4.430	1.692	0.000	5.772	8.900	6.200	2.220	0.326	1.166	30.172	19.150	9.828	2.744	8.200	17.348	8.306	17.383	3.600	8.013	0.267	4.393	32.250	5.777	0.000	9.679	1.468	8.813	5.403	5.000	32.123	21.509	37.292	4.000	24.757	4.576	9.488	2.640	4.449	4.755	23.268	5.539	32.085	2.150	9.381	26.142	3.206	6.772	18.492	8.211	7.639	20.650	0.838	18.202	23.300	1.932	29.950	3.377	2.588	2.855	14.100	22.410	0.741	12.887	4.903	3.918	3.752	7.754	4.425	2.168	3.152	2.598	10.938	12.577	9.700	6.037	2.603	9.095	11.137	5.000	5.666	0.284	2.182	7.218	4.216	18.240	4.032	5.647	14.746	1.831	6.703	19.444	6.144	5.659	1.655	1.026	13.285	6.406	1.300	4.337	8.626	8.612	3.931	2.149	6.109	4.848	3.984	10.749	3.190	14.544	0.000	17.194	4.499	4.779	6.931	12.783	8.000	2.842	5.746	26.200	27.248	14.980	0.067	29.835	4.057	0.000	6.081	21.142	1.500	1.707	2.966	1.552	0.000	40.835	20.619	26.103	5.976	1.100	0.000	17.154	0.531	6.149	21.900	9.284	35.066	2.686	25.881	24.299	5.635	1.059	3.507	30.052	3.193	0.305	1.203	5.913	0.000	0.000	15.983	4.196	6.217	3.016	19.776	0.000	1.138	17.566
18	0.541	0.000	0.053	0.019	0.000	0.011	0.000	0.035	0.444	0.444	0.554	1.534	2.124	0.000	10.648	0.039	7.700	0.017	6.692	23.012	1.873	0.458	0.000	4.137	1.400	7.000	0.682	0.056	0.048	26.033	11.275	3.967	0.083	2.300	13.380	5.859	11.582	0.000	2.706	0.000	0.000	34.542	6.193	0.000	4.408	2.698	4.776	4.823	5.700	31.878	16.129	34.713	4.300	22.143	0.192	3.779	1.227	2.895	2.708	18.263	6.006	30.654	0.233	4.284	30.333	0.649	3.398	9.817	6.908	4.187	2.244	0.072	13.734	0.000	1.296	26.077	0.373	1.017	0.251	10.000	10.228	0.218	10.901	1.001	1.079	0.363	7.005	3.527	0.273	2.162	1.273	10.059	13.584	7.040	5.527	0.106	4.265	12.428	5.900	7.405	0.000	1.315	6.344	5.761	8.864	9.139	5.817	11.007	0.312	0.616	14.678	4.384	2.978	0.679	0.000	16.782	0.993	2.300	2.321	12.396	5.113	0.147	1.495	7.367	2.301	1.371	8.269	0.003	17.838	0.000	11.442	2.078	2.289	3.481	9.017	7.400	0.000	2.593	24.400	23.216	8.930	0.000	27.528	1.725	10.400	4.750	15.657	0.000	0.412	0.008	0.237	0.000	37.539	12.544	24.205	4.329	0.000	0.000	11.394	0.065	2.770	15.500	16.288	35.530	1.194	18.350	27.183	2.120	0.131	1.382	31.687	0.366	0.024	0.000	1.625	0.000	0.000	8.256	0.809	1.901	1.601	13.557	0.000	0.170	9.992
19	0.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.008	0.000	0.396	0.488	3.400	17.086	0.000	12.700	0.000	4.240	17.907	0.054	0.000	0.000	2.593	1.500	6.500	0.000	3.955	0.000	21.348	1.597	1.097	0.000	0.000	9.166	4.062	7.176	0.000	0.000	0.000	0.000	36.305	5.649	0.000	0.000	7.794	1.611	5.154	7.300	32.755	15.746	30.870	5.100	21.658	0.000	0.000	0.440	0.251	0.995	13.475	7.345	26.920	0.832	1.154	34.616	0.000	0.268	0.000	9.350	1.541	0.000	0.000	5.006	0.000	0.636	22.635	0.000	0.000	0.000	0.000	1.404	0.000	8.298	0.000	6.593E-4	0.000	5.790	1.940	0.146	1.586	0.197	6.419	13.638	7.316	4.738	0.000	1.448	14.384	6.900	10.020	0.000	0.090	5.655	5.800	3.276	12.228	5.893	7.617	0.000	0.262	9.117	2.596	0.810	0.020	0.000	22.024	0.000	3.300	0.927	17.019	1.273	0.000	2.179	12.770	0.739	0.505	3.585	0.000	18.123	0.000	5.931	1.101	0.712	5.218	1.590	6.500	0.000	1.066	19.900	19.860	4.997	0.000	22.898	0.012	14.500	0.971	8.706	0.000	0.000	0.000	0.000	0.000	33.908	4.894	21.771	4.754	0.000	0.000	5.233	0.000	0.549	10.100	25.984	37.728	0.023	9.948	26.768	0.317	0.000	0.138	33.092	0.000	0.000	0.000	0.361	0.000	0.000	3.319	0.000	0.017	0.203	9.409	0.000	0.000	4.669
20	0.601	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.023	0.000	3.900	25.297	0.000	20.800	0.000	1.958	11.224	0.000	0.000	0.000	1.527	1.300	6.100	0.000	5.394	0.000	17.440	0.000	0.059	0.000	0.000	3.379	3.925	3.591	0.000	0.000	0.000	0.552	32.121	4.930	0.000	0.000	17.357	0.253	5.340	8.400	32.046	11.607	28.231	2.800	21.318	0.000	0.000	0.000	0.000	2.764	7.907	7.861	22.774	4.720	0.000	38.858	0.000	0.000	0.000	9.789	2.726	0.020	0.000	0.072	0.000	0.072	15.862	0.000	0.000	0.000	0.000	0.000	0.000	5.889	0.000	0.000	0.106	6.555	1.970	1.413	0.394	0.000	1.705	12.946	7.796	0.171	0.000	0.377	21.261	7.600	11.438	0.000	0.000	3.539	5.942	1.036	12.725	5.521	2.184	0.000	3.055	5.114	0.324	0.000	0.000	0.562	26.446	0.000	6.400	0.000	21.751	1.929	0.000	3.041	18.363	0.000	3.486	0.049	0.000	19.927	0.000	2.707	1.199	1.283	8.927	0.000	5.600	0.000	0.000	19.400	16.892	2.666	0.040	15.929	0.000	17.800	0.000	4.136	0.000	0.000	0.000	0.000	0.000	30.608	1.288	17.646	4.616	0.000	0.000	6.318	0.000	2.285	6.500	31.944	42.189	0.000	5.230	22.099	0.000	0.000	0.000	34.129	0.000	0.000	0.000	0.000	0.000	0.000	0.816	0.000	0.000	0.000	5.366	0.000	0.000	1.899
21	0.631	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.018	0.000	4.800	30.848	0.000	28.400	0.000	0.284	1.499	0.000	0.000	0.000	0.434	1.000	5.900	0.000	7.120	0.000	13.764	0.000	0.000	0.000	0.000	0.000	6.189	0.748	0.000	3.205	0.000	2.100	21.140	4.119	0.000	0.460	27.846	0.000	5.399	7.900	29.398	10.933	28.253	2.800	19.933	0.000	0.000	1.535	0.000	4.649	1.825	6.645	24.266	7.533	0.000	42.270	0.000	0.000	0.000	16.940	5.508	3.192	0.000	0.020	6.400	0.000	9.061	0.000	0.000	0.000	0.000	0.000	0.000	3.900	0.000	0.000	4.426	9.615	1.914	3.368	0.000	0.000	0.158	12.830	10.976	0.000	0.000	0.102	28.243	8.600	10.272	0.000	0.000	0.353	6.113	0.008	14.151	5.781	0.000	0.000	8.482	2.558	0.000	0.000	0.000	3.753	28.603	0.000	8.900	0.000	25.139	4.404	0.000	3.380	23.455	0.000	7.368	1.131	0.000	23.910	0.000	0.951	1.280	3.201	12.437	0.000	5.500	0.000	0.000	17.900	13.312	0.283	0.331	11.314	0.000	21.000	0.000	1.299	0.000	0.000	0.348	0.000	0.000	27.034	0.042	13.189	3.553	0.000	0.000	8.636	0.000	7.756	0.000	31.548	47.587	0.000	0.071	15.975	0.000	0.000	0.000	34.275	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.000	1.672	0.000	0.000	0.226
22	0.661	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.706	0.000	5.800	31.497	0.000	31.200	0.000	0.000	1.750	0.000	0.000	9.400	0.001	0.900	5.500	0.000	9.297	0.000	9.707	0.000	0.000	0.000	0.000	0.000	8.533	0.000	0.000	6.049	0.000	2.992	10.243	3.042	7.000	11.389	35.494	0.000	5.627	7.500	26.188	27.417	29.890	2.900	16.162	0.000	0.691	5.493	0.000	7.026	0.000	4.737	23.237	8.302	0.000	41.816	0.000	0.000	9.439	23.962	8.646	4.910	0.000	9.109	12.000	0.000	5.445	0.000	0.000	0.000	0.700	0.684	0.000	1.466	0.000	0.000	8.735	11.120	2.208	5.239	0.000	0.000	10.457	13.687	13.624	0.000	0.000	0.000	29.571	9.700	8.774	0.000	0.000	0.000	5.935	0.000	14.018	6.074	3.175	0.000	12.249	0.233	0.836	0.607	0.795	8.858	29.704	0.021	11.400	0.000	28.107	8.938	0.000	4.067	25.307	0.000	8.981	6.024	0.000	28.540	0.600	2.047E-4	1.329	3.992	15.050	1.915	4.800	0.000	0.000	15.600	7.780	0.000	0.622	5.509	0.000	24.600	1.814	0.000	0.000	0.000	1.331	0.000	0.036	25.009	0.000	8.835	4.046	0.000	0.000	12.682	0.000	21.346	0.000	28.808	53.209	0.000	0.000	12.416	0.000	0.000	0.000	33.899	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
23	0.691	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15.079	0.000	6.100	29.602	0.000	30.500	0.000	0.000	1.757	0.252	0.000	13.500	0.000	0.800	5.600	0.000	11.768	0.000	9.947	0.000	0.000	0.000	0.000	0.000	9.493	0.000	0.000	7.711	0.000	4.242	4.501	3.620	11.600	13.414	38.939	0.000	5.956	7.800	23.735	29.759	31.258	3.900	1.059	0.000	14.984	9.686	0.000	9.492	0.000	2.967	23.185	8.958	0.000	35.533	0.000	0.000	15.336	26.600	12.752	5.891	0.000	19.770	25.800	0.000	3.635	0.000	0.000	0.000	2.200	4.573	0.000	0.403	0.000	0.000	11.458	11.373	2.497	7.207	0.000	0.000	19.661	14.817	15.496	0.000	0.000	0.000	24.900	10.500	8.013	0.000	0.000	0.000	5.228	0.000	13.396	1.357	13.737	0.000	12.970	0.000	5.492	2.508	0.538	17.044	29.999	8.182	13.800	0.000	30.271	13.312	0.000	5.428	23.001	0.000	9.900	11.758	0.000	31.075	2.500	0.000	1.328	4.617	15.776	8.898	3.200	0.000	0.000	13.200	3.692	0.000	0.801	1.302	0.000	29.300	5.246	0.124	0.000	0.000	2.666	0.000	1.330	21.827	0.000	5.567	4.699	0.200	0.000	15.589	0.000	29.230	0.000	28.308	59.080	0.000	0.000	7.942	0.000	0.000	0.000	35.914	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
24	0.721	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.851	0.000	6.200	26.044	0.000	30.100	0.000	0.000	1.740	0.879	0.000	19.000	0.000	0.000	4.900	0.000	13.158	0.000	7.057	0.000	0.000	0.000	0.000	0.000	7.898	0.000	0.000	10.330	0.000	10.222	0.318	5.170	18.700	12.517	39.313	0.000	5.729	7.300	21.442	31.877	31.097	4.100	0.000	0.000	16.929	16.787	0.000	11.221	0.000	1.988	25.596	9.419	0.000	25.016	0.000	0.000	23.824	30.820	17.496	6.705	0.000	23.462	28.500	0.000	2.543	0.000	0.000	0.000	3.100	9.266	0.000	0.490	0.000	0.000	14.788	10.025	2.584	9.358	0.000	0.000	23.287	14.430	16.680	0.005	0.000	0.000	18.237	10.400	8.076	0.000	0.000	0.000	4.128	0.000	13.198	0.000	14.522	0.000	13.180	0.000	10.276	4.843	0.088	27.016	29.293	11.787	16.000	0.000	32.348	18.351	0.000	6.422	18.918	0.000	10.573	18.112	0.000	29.883	4.800	0.000	1.168	5.262	14.915	10.668	0.000	0.000	0.000	10.800	1.648	0.106	0.887	0.651	0.000	32.500	7.937	0.768	0.200	0.000	4.019	0.000	3.671	15.946	0.000	2.731	4.910	0.400	0.000	19.192	0.000	30.598	0.000	30.016	64.623	0.000	0.000	9.955	0.000	0.000	0.000	39.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
25	0.751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23.149	0.000	5.900	21.308	0.000	31.900	0.000	0.000	1.599	0.391	0.000	22.800	0.000	0.000	5.300	0.000	11.967	0.000	3.678	0.000	0.000	0.000	0.000	0.000	5.627	0.000	0.000	14.482	0.000	11.063	0.000	6.851	27.000	12.247	37.172	0.000	4.500	7.600	21.741	35.910	29.549	3.800	0.000	0.000	19.223	25.204	0.000	11.239	0.000	0.658	28.425	8.987	0.000	14.530	0.000	0.139	27.967	32.242	22.664	6.981	0.000	32.244	31.700	0.000	0.364	0.000	0.000	0.000	3.300	15.497	0.000	0.916	0.000	0.000	18.323	8.699	2.048	10.850	0.000	0.000	29.161	12.861	17.772	4.514	0.000	0.000	11.668	9.400	7.756	0.000	0.000	0.000	2.239	0.000	12.992	0.000	13.391	0.257	12.781	0.000	12.440	8.236	0.081	31.356	28.160	17.568	16.000	0.000	31.685	24.309	0.000	6.958	15.318	0.000	12.254	24.399	0.000	25.750	6.300	0.000	0.911	6.044	13.104	10.728	0.000	0.000	0.000	13.000	0.516	0.874	1.037	6.272	0.000	32.600	9.297	1.443	0.900	0.000	4.784	0.000	6.570	14.091	0.000	1.049	4.433	0.900	0.000	22.179	0.000	32.722	0.000	30.188	67.117	0.000	0.000	24.100	0.000	0.000	0.000	43.340	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
26	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.170	0.000	4.800	16.961	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24.600	0.000	0.000	6.600	0.000	9.395	0.000	1.165	0.000	0.000	0.000	0.000	0.000	2.860	0.000	0.000	18.709	0.000	11.387	0.000	6.323	34.000	12.938	0.000	0.878	3.129	7.600	20.542	40.947	28.472	1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	29.085	0.000	0.000	7.853	0.000	0.000	0.000	34.400	26.607	6.819	0.000	42.906	36.400	0.000	0.000	0.000	0.000	0.000	3.300	22.177	0.000	1.240	0.000	0.000	20.702	0.000	1.071	0.000	0.000	0.000	0.000	11.345	18.584	5.948	0.000	0.000	3.205	7.400	0.000	0.000	0.000	1.492	0.000	0.000	0.000	6.737E-4	12.455	0.000	12.133	0.000	14.100	11.230	0.000	0.000	27.901	23.392	12.600	0.000	29.744	28.280	0.000	7.447	0.000	0.000	13.150	0.000	0.000	0.000	7.500	0.000	0.698	0.000	10.700	10.595	0.600	0.000	0.445	15.500	0.000	2.029	0.000	0.000	0.000	0.000	0.000	2.114	2.200	0.000	0.000	0.133	11.055	10.996	0.000	0.000	4.103	1.400	15.200	0.000	0.000	37.714	0.000	25.092	66.684	0.000	0.000	0.000	0.000	0.000	0.000	47.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
