 	x	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184
11	0.330	40.101	39.731	27.157	4.343	26.834	12.925	9.005	21.832	14.396	4.572	30.524	24.288	4.700	29.440	5.739	20.200	23.680	0.000	31.242	10.334	9.472	4.900	11.231	30.200	6.300	15.181	5.181	11.702	33.633	37.802	36.733	12.274	31.000	39.091	11.635	31.536	10.800	24.153	10.611	16.660	30.011	7.282	3.100	24.516	8.582	22.172	10.500	5.700	34.878	52.126	44.203	4.800	29.882	39.237	43.096	14.189	13.472	7.510	41.795	36.299	42.054	9.820	19.305	24.683	14.920	48.130	45.359	67.065	12.450	20.336	11.877	20.507	21.400	7.854	31.386	19.668	22.974	17.815	46.735	55.349	22.461	22.443	7.668	4.838	5.562	20.852	6.009	5.013	21.440	12.464	22.803	13.088	0.000	7.930	13.476	16.404	28.300	7.800	5.498	28.391	2.434	11.213	7.165	33.669	25.215	10.909	20.227	12.121	28.152	33.108	12.804	12.425	10.766	3.920	21.496	13.875	12.300	23.836	4.366	26.925	23.526	18.886	12.667	7.613	8.162	28.476	44.709	13.131	17.100	25.345	9.004	26.526	10.538	33.613	6.000	19.422	11.890	48.100	0.000	27.277	7.867	28.820	8.015	21.000	7.779	30.036	6.500	10.481	23.014	11.105	20.000	50.803	32.151	0.000	8.783	13.000	5.500	43.594	8.311	16.811	34.700	8.276	24.898	2.354	29.392	35.888	24.539	8.741	35.134	31.524	43.570	6.670	31.164	37.500	4.100	15.400	21.022	32.177	39.383	5.511	26.430	10.979	9.816	48.775
12	0.361	39.283	46.800	28.917	9.174	31.954	18.309	10.833	22.932	23.251	7.794	31.219	25.422	7.900	28.259	12.367	27.200	29.084	0.241	35.069	16.942	14.057	5.700	12.338	41.900	6.800	26.362	6.022	13.304	26.615	36.143	34.218	14.180	36.400	38.304	13.526	33.320	11.700	23.906	20.442	17.653	31.168	6.784	5.000	27.577	17.441	24.095	9.900	5.900	38.721	43.504	45.341	6.100	32.792	49.104	43.772	18.261	20.822	8.249	40.125	34.671	42.908	10.248	20.399	26.633	24.156	46.563	53.878	69.847	10.924	27.638	21.101	22.615	26.200	9.044	37.314	25.765	24.419	24.938	54.865	51.593	25.918	20.500	7.700	9.839	6.537	24.523	6.261	5.905	27.439	22.246	26.066	13.195	0.000	8.063	21.833	18.210	34.931	7.500	6.461	34.274	4.326	11.682	7.662	30.694	24.445	11.526	27.109	21.418	35.086	28.513	12.440	12.901	20.104	5.549	32.071	18.916	18.900	21.021	0.777	25.846	27.410	18.968	22.083	8.157	10.092	34.042	50.015	16.099	15.600	24.425	11.725	29.100	19.394	35.540	7.000	25.813	20.707	52.300	0.000	22.299	9.106	28.109	13.273	27.100	8.351	22.085	12.000	19.652	25.673	16.148	21.000	60.361	31.737	0.000	9.455	23.300	6.500	45.696	13.797	21.573	33.100	12.937	28.435	5.117	31.349	39.582	26.993	18.305	30.485	25.315	48.638	14.134	30.872	33.227	7.500	15.400	23.698	31.180	42.898	10.117	23.662	15.520	14.888	44.900
13	0.391	34.920	47.486	28.292	11.660	33.149	17.289	12.165	23.004	26.956	10.225	29.020	26.424	10.100	27.752	17.565	27.500	32.273	2.724	38.070	24.463	15.339	6.500	11.437	39.100	6.300	33.041	6.662	14.739	17.397	34.149	34.097	14.292	37.500	39.712	13.949	32.244	9.800	23.010	23.108	17.146	32.903	6.137	6.500	29.600	24.054	26.057	10.300	5.600	40.454	36.097	45.081	7.200	32.387	55.537	43.498	20.349	25.421	8.847	37.229	33.983	39.804	10.376	21.157	30.123	29.674	44.294	55.468	72.113	10.982	33.218	26.663	23.726	29.000	10.251	40.838	26.707	24.634	27.105	58.799	46.123	26.789	19.365	7.297	16.577	6.817	26.741	6.161	6.164	30.384	31.373	27.303	13.059	0.000	7.812	25.799	20.490	37.939	6.500	6.879	34.905	6.860	12.615	7.180	26.124	23.516	11.242	30.832	28.392	33.718	23.200	12.880	11.919	26.277	6.663	35.860	17.265	21.900	20.152	0.000	24.423	26.782	17.626	30.255	8.340	11.435	34.479	43.662	18.786	14.200	25.189	14.556	30.371	25.872	37.514	7.800	30.420	27.888	53.400	0.024	20.506	7.769	29.028	19.298	25.900	8.912	17.574	17.000	28.698	27.412	18.080	24.700	65.953	32.759	0.000	9.852	27.300	6.600	44.242	15.987	23.415	33.400	19.202	29.589	9.281	31.370	39.104	27.451	27.622	27.491	21.710	46.708	16.938	31.485	31.139	8.800	19.200	24.795	30.494	42.473	15.662	16.445	18.179	17.068	38.716
14	0.421	34.026	42.265	25.942	8.991	33.207	11.178	10.333	24.660	22.330	9.153	28.047	27.471	10.300	27.404	15.120	21.100	31.599	5.916	34.869	26.144	11.716	7.300	9.826	34.600	5.100	29.449	6.595	15.952	10.945	33.915	34.841	12.857	34.100	43.251	12.478	29.961	7.400	22.425	16.060	16.060	34.833	5.554	6.500	29.264	22.659	27.771	11.500	5.400	40.372	30.430	44.640	7.200	30.158	56.767	41.874	18.800	23.640	8.942	31.707	35.204	32.324	10.261	21.347	31.193	27.165	43.717	50.632	71.612	11.506	34.041	22.510	23.391	29.500	11.176	41.886	21.176	26.962	22.010	58.102	41.082	25.316	19.693	7.020	20.097	6.584	26.807	6.262	5.773	31.102	32.019	25.447	13.070	0.000	7.670	21.450	22.853	36.120	5.700	6.102	32.374	7.679	13.849	6.627	19.349	23.068	10.153	31.272	26.585	25.706	17.386	13.284	11.049	21.771	6.358	32.332	14.604	19.600	21.449	0.000	25.227	21.884	14.904	30.256	7.995	11.640	29.651	33.370	20.283	12.100	27.582	16.251	29.326	23.963	39.251	7.900	29.509	29.851	50.900	1.288	21.235	5.995	31.018	21.921	21.100	9.400	17.680	17.200	32.777	27.127	15.383	29.500	65.131	35.515	0.000	10.466	22.200	6.000	40.582	11.976	21.801	34.100	25.377	30.547	12.584	30.370	36.857	27.440	26.932	27.763	20.509	40.023	11.798	33.474	34.407	5.800	11.200	22.921	30.665	41.984	17.995	8.601	20.320	13.520	32.779
15	0.451	38.339	31.844	20.708	4.149	30.687	5.105	5.456	24.932	13.475	5.850	26.813	25.114	10.800	22.273	7.810	13.100	23.053	10.122	24.737	20.563	7.146	7.800	8.147	27.800	4.400	18.717	6.136	16.395	7.745	34.371	31.346	9.994	28.800	47.427	10.939	26.978	6.000	22.540	7.462	14.815	34.255	4.883	6.000	26.972	15.449	29.563	12.100	5.300	39.979	23.065	44.041	6.700	26.905	53.966	40.670	14.583	18.033	8.596	24.133	36.166	24.291	8.970	21.262	26.489	18.539	45.847	42.560	67.635	11.260	30.602	11.833	22.557	28.600	10.703	42.013	13.503	29.909	13.795	52.151	36.542	24.419	20.395	7.224	17.081	6.024	24.617	6.106	5.018	30.396	23.217	22.021	13.248	0.000	7.325	12.881	23.921	30.514	5.300	5.068	30.805	6.541	14.091	5.970	11.306	23.466	9.677	30.678	17.926	17.270	10.398	12.656	10.174	11.757	5.279	25.957	13.280	14.900	23.106	0.000	27.282	15.006	12.328	22.887	7.111	10.695	24.369	24.234	20.238	9.800	32.319	16.096	25.202	16.450	39.578	7.000	23.599	24.208	47.600	5.940	24.349	4.840	32.741	18.621	16.300	9.005	22.150	11.500	32.761	23.994	10.929	35.200	59.006	38.990	0.000	10.596	13.300	5.000	36.187	5.971	17.436	13.500	30.784	29.919	12.405	30.180	34.566	25.642	16.939	30.869	18.204	29.833	5.257	35.016	37.711	2.600	4.600	17.064	28.256	39.621	14.091	4.233	23.358	7.281	28.976
16	0.481	41.835	18.329	12.609	1.302	23.003	1.744	2.175	19.816	6.709	3.326	21.016	16.905	11.300	13.458	3.013	7.700	12.441	16.507	14.183	12.984	4.032	7.400	6.721	19.800	4.700	9.474	5.505	15.652	1.013	31.044	21.258	7.100	22.200	50.408	9.322	21.813	5.500	22.291	2.947	13.079	32.201	4.091	5.800	22.796	7.985	30.828	10.900	5.100	40.758	15.616	42.190	6.600	23.896	46.476	39.255	9.729	11.784	8.986	15.529	33.090	18.997	7.241	21.197	16.691	10.061	48.667	34.072	61.757	9.841	26.189	4.582	21.721	27.300	9.304	40.975	7.897	28.887	6.879	39.047	31.314	25.520	20.397	7.493	9.768	5.766	21.510	5.362	4.209	27.873	12.836	18.724	13.286	0.000	6.594	7.001	22.751	24.233	5.100	4.919	31.902	5.011	13.834	5.700	5.452	24.916	9.223	29.629	9.424	12.038	6.103	11.484	9.303	5.194	4.452	21.680	13.687	10.300	24.143	0.000	25.980	9.279	10.493	14.077	6.060	9.367	20.490	18.030	19.621	8.200	37.367	15.067	18.230	9.515	38.172	5.800	16.535	14.713	44.700	10.088	27.774	4.594	33.424	12.521	13.800	9.024	30.228	5.300	30.412	19.320	7.128	39.600	52.422	41.515	0.000	9.062	6.700	4.400	31.590	2.835	12.972	12.900	34.217	26.043	7.860	31.366	32.876	20.669	6.858	34.432	17.391	17.462	1.718	33.222	32.424	1.400	1.900	9.432	19.339	32.033	7.324	1.407	26.045	2.606	27.187
17	0.511	35.859	7.770	5.623	0.235	12.241	0.475	0.822	10.464	2.969	1.704	12.777	7.610	0.000	5.988	1.151	0.000	5.611	23.233	7.833	7.357	2.273	0.000	5.395	12.900	5.700	4.132	5.056	12.776	0.000	23.295	10.841	4.889	0.000	51.147	7.432	14.437	5.000	19.986	1.123	2.376	29.484	3.931	0.000	17.709	3.185	30.812	9.400	4.800	40.795	7.193	38.173	4.100	7.926	34.097	35.432	6.655	6.993	8.556	9.472	25.415	4.266	4.812	19.976	8.200	5.232	48.093	27.061	56.292	8.179	22.968	1.583	21.274	25.300	7.174	37.568	3.989	21.881	3.199	24.559	23.529	28.280	11.841	6.460	4.390	1.614	18.763	4.985	2.705	22.606	7.119	16.901	12.613	2.620	2.222	2.076	18.871	19.200	4.900	5.198	34.330	3.694	12.998	5.747	1.798	26.487	8.364	27.010	4.777	2.957	5.171	10.360	8.146	2.904	3.411	20.637	14.012	2.600	23.957	0.000	19.696	5.902	8.026	8.541	4.466	8.934	18.946	9.716	19.394	0.000	39.859	13.918	11.158	3.512	35.220	4.900	11.505	7.372	42.100	14.248	27.129	1.551	32.578	8.132	0.000	9.571	36.467	1.900	26.777	16.591	5.378	41.800	47.605	41.222	0.000	6.862	3.300	0.000	26.283	1.948	10.361	32.700	34.917	16.473	3.519	32.504	10.874	13.492	2.075	35.303	19.477	7.375	0.899	26.512	19.321	0.000	0.000	4.767	9.589	19.989	3.229	0.000	23.984	0.444	25.941
18	0.541	20.666	1.466	1.760	0.000	4.838	0.034	0.027	3.424	0.700	0.362	6.120	2.869	0.000	2.005	0.292	5.800	0.461	28.908	3.546	4.695	0.524	0.000	4.334	0.000	6.800	1.417	4.034	8.729	0.000	15.036	5.128	3.026	0.000	48.856	6.077	7.903	0.000	14.728	0.114	0.000	26.009	2.807	0.000	12.806	0.413	27.975	8.800	5.400	38.351	2.149	31.639	4.600	5.216	20.194	29.033	5.102	4.512	7.111	3.993	16.585	0.000	3.497	17.710	3.718	3.281	42.193	22.165	52.966	7.052	2.618	0.244	21.131	0.000	5.259	31.282	0.458	12.371	0.409	15.088	14.075	29.196	2.833	2.903	2.123	0.000	12.751	4.697	0.333	15.439	4.664	7.934	9.077	7.612	0.305	0.048	13.452	9.877	5.700	6.176	36.091	2.424	12.585	5.548	0.004	26.765	6.202	22.938	2.065	0.000	8.932	9.096	6.314	1.582	0.458	22.244	13.755	4.500	22.277	0.000	11.585	1.953	6.984	6.490	2.800	7.494	16.379	2.764	19.157	0.000	35.761	13.254	6.407	0.120	30.330	4.900	5.373	3.261	38.300	20.120	20.025	0.440	29.708	5.675	16.600	10.369	33.358	0.000	23.325	16.911	3.313	41.900	43.618	35.848	0.000	5.330	0.000	0.000	21.225	0.554	10.734	38.700	33.914	2.322	1.408	30.872	0.000	7.548	0.364	30.732	17.693	2.389	0.098	17.141	7.888	0.000	0.000	1.458	3.753	9.930	0.734	0.000	16.512	0.000	19.822
19	0.571	7.895	0.000	0.065	0.000	0.233	0.000	0.000	0.872	0.000	0.000	1.233	0.619	5.200	0.084	0.000	9.300	0.000	32.572	1.725	2.302	0.000	0.000	3.207	0.000	6.700	0.042	0.127	5.566	0.000	9.296	1.980	0.222	0.000	43.461	3.534	0.985	0.000	9.481	0.000	3.530	21.115	2.043	0.000	2.236	1.247	23.178	9.200	6.800	31.479	0.000	21.601	5.400	4.804	10.018	22.673	2.375	1.068	4.333	1.918	11.283	0.000	5.461	15.736	0.889	0.463	32.436	5.500	52.883	5.350	0.000	0.000	9.440	2.100	3.575	23.532	0.000	6.224	0.000	0.521	2.330	25.410	7.891	1.227	0.030	0.000	5.066	5.181	0.000	9.259	1.097	4.373	3.311	9.264	0.000	0.000	8.250	3.672	6.600	7.826	33.853	0.772	11.532	5.547	0.000	26.533	4.184	18.316	0.040	0.000	15.496	7.388	2.500	0.056	0.000	25.151	1.588	7.200	19.299	0.000	6.226	0.000	9.391	8.258	1.029	4.047	2.514	3.413	15.923	0.000	26.194	13.369	2.053	0.000	23.994	5.500	0.131	0.898	32.100	24.740	11.157	3.584	24.979	1.785	19.900	6.214	21.130	0.000	19.400	19.449	0.059	40.600	36.159	26.155	0.000	4.713	0.000	0.000	13.865	0.000	14.192	50.200	32.790	0.509	0.410	26.277	0.953	3.352	0.000	20.762	18.172	0.255	0.000	8.735	2.698	0.000	0.000	2.482E-4	0.542	4.139	0.000	0.000	8.247	0.000	6.551
20	0.601	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.000	6.800	0.000	0.000	16.900	0.000	32.422	0.609	0.010	0.000	0.000	2.154	0.000	6.600	0.000	0.000	1.676	0.000	2.605	0.012	0.000	0.000	37.697	0.090	0.000	0.000	5.665	0.000	10.928	16.065	1.583	0.000	0.000	4.196	18.572	10.000	8.000	21.999	0.000	12.807	5.000	4.196	3.273	3.070	0.150	0.000	0.718	0.936	5.158	0.000	8.240	12.950	0.000	0.000	23.860	0.000	51.865	0.714	15.135	0.000	0.539	6.900	2.658	23.570	0.000	0.117	0.000	0.000	0.000	17.754	13.384	3.105	0.000	3.427	0.000	5.487	0.000	4.602	0.000	0.000	3.458	11.900	0.000	0.000	3.788	5.082	7.100	9.590	26.705	0.000	4.579	5.938	0.000	25.733	2.055	12.068	0.000	1.048	24.022	0.892	0.001	0.000	0.000	28.081	0.000	12.200	14.996	0.000	2.324	0.000	11.033	12.607	0.052	0.911	0.036	1.864	11.774	0.000	15.293	14.122	0.035	0.000	16.525	2.300	0.000	0.005	26.400	26.572	4.775	4.352	19.310	0.000	23.400	1.767	9.561	0.000	14.817	20.632	1.300	38.900	25.491	16.194	0.000	4.314	0.000	0.000	12.162	0.000	23.484	62.700	32.383	12.731	0.000	20.171	25.211	0.355	0.000	9.916	31.676	0.000	0.000	4.084	0.388	0.000	0.000	0.000	0.000	0.331	0.000	0.000	3.361	0.000	3.595
21	0.631	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.000	9.000	0.000	0.000	27.200	0.000	25.298	0.000	0.000	0.000	0.000	1.253	0.000	6.500	0.000	0.000	0.058	0.000	3.891E-6	0.000	0.000	0.000	32.606	0.000	0.000	0.000	1.246	0.000	13.942	11.322	0.461	0.000	0.000	9.058	15.316	9.900	7.400	13.296	0.000	9.462	5.100	3.466	0.037	0.000	0.000	0.000	0.365	0.128	7.057	0.000	9.740	7.873	0.000	0.000	19.015	0.000	43.133	0.000	24.568	0.000	0.000	16.600	0.269	26.038	0.000	0.000	0.000	0.000	0.000	10.369	18.985	4.753	0.000	8.938	0.000	5.602	0.321	0.796	0.000	0.000	4.570	14.692	0.000	0.000	0.836	6.809	7.800	10.424	16.879	0.000	0.764	6.618	0.000	24.255	0.064	2.131	0.000	6.854	31.221	0.000	0.000	0.000	0.206	29.746	0.000	16.100	10.422	0.000	0.000	0.000	12.456	18.819	0.000	0.000	4.978	0.827	13.980	0.000	7.892	14.271	0.000	0.000	5.668	0.000	0.000	0.000	20.100	26.292	1.294	5.143	13.263	0.000	25.800	3.527	3.849	0.000	9.311	18.946	3.823	38.000	12.766	9.469	0.000	2.278	0.000	0.000	13.988	0.000	31.325	69.800	32.666	26.668	0.000	14.479	41.549	0.000	0.000	4.024	36.380	0.000	0.000	0.946	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.873	0.000	1.677
22	0.661	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.539	0.000	10.900	0.000	0.000	33.700	0.000	14.220	0.000	0.000	0.000	11.100	0.000	0.000	6.000	0.000	0.000	0.000	0.016	0.603	0.000	0.000	0.000	25.833	0.000	0.000	0.000	0.000	0.000	17.320	6.635	0.000	9.400	5.373	15.498	10.677	8.900	7.100	3.998	0.000	8.809	5.400	2.420	0.000	3.516	0.000	0.000	3.023	0.000	17.146	0.000	9.577	1.635	0.000	0.000	17.080	0.000	39.849	0.073	30.182	0.000	2.296	24.100	0.000	29.846	0.000	0.000	0.000	0.000	0.000	5.973	22.069	6.988	0.000	10.946	0.000	6.118	1.576	0.000	0.000	0.000	5.889	16.576	0.000	0.000	0.000	7.798	8.700	9.839	8.964	0.000	0.000	5.997	0.000	22.509	0.000	0.000	0.018	8.975	34.829	0.400	0.000	0.000	2.268	30.992	4.766	19.200	6.787	0.000	0.000	0.000	14.089	24.389	0.000	0.186	13.306	0.000	17.239	3.000	3.815	10.217	0.000	0.122	0.000	0.000	0.000	0.000	12.500	25.092	0.069	6.874	7.707	0.000	27.200	11.285	0.448	0.000	4.487	14.396	4.422	37.800	2.844	3.944	0.105	0.378	0.000	0.000	15.562	0.000	34.024	70.600	32.666	39.648	0.000	9.369	49.732	0.000	0.000	0.935	41.070	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.549
23	0.691	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.401	0.000	11.500	0.000	0.000	33.800	0.000	5.991	0.581	0.000	0.000	16.200	0.000	0.000	6.000	0.000	0.000	0.000	1.658	1.850	0.000	0.000	0.000	19.347	0.000	0.000	0.000	0.000	0.000	21.083	3.127	0.387	14.400	10.862	21.812	1.930	7.500	7.700	1.163	0.000	14.121	5.400	0.000	0.000	8.512	0.000	0.000	4.342	0.000	18.510	0.000	9.549	0.000	0.000	0.000	17.144	0.022	34.405	0.293	35.427	0.000	11.617	30.300	0.000	33.230	0.000	0.000	0.000	0.000	0.000	2.914	24.372	11.508	0.000	14.522	0.000	6.118	2.883	0.000	0.000	0.000	6.745	17.236	0.000	0.000	0.000	7.571	9.800	9.707	3.670	0.000	0.000	4.313	0.000	20.330	0.000	0.000	1.212	9.473	35.540	5.732	0.000	0.000	6.017	31.790	10.773	22.100	2.088	0.000	0.000	0.000	16.262	25.983	0.000	3.700	20.759	0.000	19.772	4.900	0.155	11.107	0.000	0.654	0.000	0.000	0.000	0.000	6.600	23.264	4.012	8.171	3.336	0.000	28.800	14.580	0.000	0.600	2.032	9.876	5.522	37.700	0.000	0.288	0.953	0.000	0.000	0.000	17.483	0.000	31.244	65.000	30.642	52.430	0.000	5.281	58.152	0.000	0.000	0.000	47.643	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042
24	0.721	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.859	0.000	11.500	0.000	0.000	31.300	0.000	2.443	2.577	0.000	0.000	23.100	0.000	0.000	5.200	0.000	0.000	0.000	5.825	3.615	0.000	0.000	0.000	12.820	0.000	0.000	0.000	0.000	0.000	23.616	0.624	0.899	21.400	10.258	25.984	0.000	6.400	5.700	0.000	0.000	17.529	5.500	0.000	0.000	8.691	0.000	0.000	5.942	0.000	16.256	0.000	9.435	0.000	0.000	0.000	20.154	8.862	24.061	3.874	37.632	0.000	22.531	33.100	0.000	33.525	0.000	0.000	0.000	0.000	0.000	0.105	27.131	17.066	0.000	18.080	0.000	5.474	4.411	0.000	0.000	0.000	6.193	16.732	0.000	0.000	0.000	6.903	9.800	9.843	1.458	0.000	0.000	2.645	0.000	16.662	0.000	0.000	3.863	9.717	35.026	11.240	0.000	0.000	12.348	33.160	14.758	24.400	0.000	0.094	0.000	0.000	17.344	24.598	0.000	9.360	27.817	0.000	23.694	6.100	0.000	11.642	0.264	1.066	0.000	0.000	0.000	0.000	2.800	19.932	11.583	8.632	0.578	0.000	31.000	16.721	4.257	1.400	0.992	5.107	6.481	35.800	0.000	0.000	3.360	0.000	0.000	0.000	18.268	0.000	26.484	54.500	23.999	60.828	0.000	2.647	65.178	0.000	0.000	0.000	53.457	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
25	0.751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15.289	0.000	10.400	0.000	0.000	30.700	0.000	0.172	2.952	0.000	0.000	28.000	0.000	0.000	5.200	0.000	0.000	0.000	12.609	5.872	0.000	0.000	0.000	4.991	0.000	0.000	0.000	0.000	0.000	24.957	0.000	1.370	29.800	10.093	29.506	0.000	5.400	6.100	0.000	0.000	25.719	4.900	0.000	0.000	8.631	0.000	0.000	7.618	0.656	11.212	0.000	9.303	0.000	0.000	0.000	22.572	13.424	5.822	8.318	37.094	0.000	30.296	35.100	0.000	30.617	0.000	0.132	0.000	0.000	0.000	0.000	27.495	21.848	0.000	21.087	0.000	4.719	5.578	0.000	0.000	0.000	5.240	15.916	0.000	0.000	0.000	2.851	9.100	10.285	0.000	0.000	0.000	1.259	0.000	14.585	0.000	0.010	8.210	9.848	33.310	12.800	1.780	0.000	19.541	35.154	19.592	23.500	0.000	0.000	1.527	0.000	17.101	22.297	0.000	12.065	35.258	0.000	28.059	7.800	0.000	12.107	0.647	1.034	0.000	0.000	0.000	0.000	0.000	14.212	21.908	8.025	0.000	0.000	33.500	20.263	8.094	3.300	0.110	1.527	6.998	32.100	0.000	0.000	8.530	0.000	0.000	0.000	16.690	0.000	24.819	43.400	15.411	66.028	0.000	1.076	70.424	0.000	0.000	0.000	56.164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
26	0.781	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.797	0.000	7.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.300	0.000	0.000	6.100	0.000	0.000	0.000	0.000	7.920	0.000	0.000	0.000	2.851	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.347	36.500	10.580	32.354	0.000	1.600	6.100	5.838	0.000	0.000	2.500	0.000	0.000	0.000	0.000	0.000	8.644	3.680	7.164	0.000	0.000	0.000	0.000	0.000	23.290	17.895	0.000	0.000	35.207	0.000	0.000	38.000	0.000	0.000	0.000	1.987	0.000	0.000	0.000	0.000	24.495	0.000	0.000	0.000	0.000	3.674	5.627	0.000	0.000	0.000	0.000	14.992	0.000	0.000	0.000	0.000	7.200	10.073	0.000	0.000	5.771	0.103	0.000	16.003	0.000	3.431	13.775	0.000	0.000	14.540	0.000	0.000	23.772	0.000	26.031	18.100	0.000	0.000	8.529	0.000	16.329	20.171	0.000	13.925	40.011	0.000	29.666	9.400	0.000	11.781	1.115	0.398	0.000	0.000	0.000	0.000	0.000	8.568	0.000	0.000	0.000	0.000	0.000	25.623	11.310	7.300	0.000	0.000	7.601	30.200	0.000	0.000	0.000	0.000	0.000	12.900	13.744	0.000	0.000	35.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
27	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.905	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
