 	x	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184
11	0.330	11.695	2.668	9.975	3.888	0	7.180	2.022	5.156	6.484	2.559	12.221	7.652	3.000	5.551	7.138	14.500	13.314	27.501	3.791	4.859	4.552	3.300	5.919	15.900	4.500	17.016	6.207	21.071	28.607	15.557	10.676	6.363	21.600	56.236	9.706	17.396	7.100	3.518	4.297	13.838	0.073	3.771	2.100	24.761	9.186	25.014	10.500	3.100	3.093	37.637	47.665	3.500	15.572	24.611	22.213	8.535	12.507	8.515	34.435	11.994	18.678	8.744	25.082	5.090	13.740	31.011	20.964	60.540	9.062	21.434	4.106	11.380	14.500	4.760	21.920	13.236	13.144	9.536	30.342	14.230	20.358	5.240	4.953	4.487	4.358	18.414	6.032	3.649	11.358	11.084	14.623	11.388	17.456	7.321	9.777	13.823	19.797	5.400	4.774	34.167	3.054	11.254	6.260	4.207	20.332	3.376	31.421	9.277	15.126	55.870	9.620	10.208	5.324	4.071	26.135	11.181	10.800	31.563	10.629	12.797	13.276	19.265	11.667	8.261	8.897	11.450	22.312	9.318	15.900	10.954	10.231	15.137	5.764	24.060	7.300	15.126	5.848	42.600	48.900	17.298	5.690	16.936	10.246	19.300	6.839	10.370	3.100	21.495	34.078	7.237	24.589	36.238	12.987	0.000	6.032	7.600	3.600	33.217	3.540	7.395	64.200	10.063	13.763	2.531	16.423	12.617	19.658	7.591	19.299	31.125	18.633	4.421	12.088	19.086	2.500	12.100	9.057	8.989	21.165	3.240	5.029	10.699	3.668	17.906
12	0.361	19.748	2.406	13.535	6.518	0	12.116	4.049	7.414	12.272	4.310	19.402	10.705	5.100	10.043	11.399	18.900	16.923	25.544	5.052	9.077	6.366	3.800	8.459	22.600	4.600	23.337	6.036	21.738	22.292	18.648	15.831	7.797	26.500	56.509	11.332	21.968	8.000	4.528	6.350	13.129	0.857	3.965	3.300	27.460	14.555	25.973	10.300	3.600	6.879	49.375	54.672	4.300	19.958	24.134	26.612	11.007	17.460	9.113	33.593	18.804	18.189	9.576	25.697	10.552	19.304	29.185	25.621	59.510	7.654	24.583	7.583	10.295	17.600	5.657	30.677	18.027	15.614	13.519	35.057	21.512	17.912	5.772	5.226	6.768	5.162	23.769	6.288	5.116	14.592	17.334	16.817	11.231	13.544	7.778	13.875	17.890	22.764	4.800	5.568	28.511	5.284	12.070	6.925	7.419	20.854	3.814	34.496	12.329	20.884	53.832	6.820	10.331	11.323	5.393	27.890	16.305	15.300	32.235	19.154	13.626	17.960	20.678	18.070	7.820	10.276	17.223	27.737	11.440	15.100	14.110	11.817	19.669	10.390	24.326	7.400	21.156	10.677	40.100	48.877	17.943	6.581	12.361	15.232	24.500	8.052	12.442	5.300	18.173	38.458	9.730	21.917	36.962	22.241	0.000	5.592	14.100	3.800	34.702	6.602	12.546	58.500	18.984	19.829	5.574	25.634	19.752	25.561	14.011	18.114	31.735	19.789	9.279	16.038	23.630	4.300	12.100	12.052	13.959	27.449	5.996	6.753	15.398	6.899	33.671
13	0.391	25.350	1.827	14.076	6.056	0	12.880	6.253	8.422	16.884	6.233	21.378	13.629	6.400	16.449	11.219	18.600	16.445	23.265	6.655	14.104	6.605	4.300	9.972	21.400	4.100	23.053	5.054	19.523	13.056	19.197	17.417	7.499	29.100	52.613	12.146	26.827	6.600	4.612	7.454	12.722	7.031	5.188	4.300	27.964	15.272	25.040	11.100	3.700	12.286	51.181	53.741	4.700	22.432	21.712	28.580	11.963	19.158	9.433	30.162	27.158	21.400	9.438	24.840	19.285	18.852	25.926	27.425	59.381	6.510	23.596	10.002	12.142	19.300	6.980	36.315	18.822	15.429	12.349	37.342	22.892	14.235	9.012	5.670	9.087	5.706	27.358	6.028	5.345	16.494	19.866	19.688	11.984	9.800	8.580	15.000	20.137	25.079	4.000	4.995	24.192	6.237	12.604	6.690	9.913	22.633	4.578	32.220	13.098	24.231	50.155	6.388	9.591	15.519	5.242	29.182	15.748	15.700	32.718	28.873	13.201	19.660	17.806	22.673	6.052	10.421	21.590	29.225	12.632	13.900	17.254	13.335	20.757	13.477	22.073	7.800	22.510	16.013	36.900	50.389	17.602	6.204	7.323	19.386	24.700	9.788	14.250	7.200	13.600	35.841	10.638	18.418	33.411	30.064	0.000	6.020	17.700	3.600	33.972	8.152	15.019	51.000	27.325	21.684	8.728	32.232	28.229	28.310	16.244	15.068	37.064	16.193	11.251	17.615	22.971	4.600	14.200	12.996	16.924	30.308	9.680	9.708	16.831	9.109	50.942
14	0.421	24.947	1.243	11.771	3.062	0	9.092	6.458	7.628	15.440	6.988	16.054	14.237	6.100	21.283	6.179	14.100	14.816	19.391	8.216	16.427	5.080	4.900	8.624	18.300	3.200	17.204	4.254	15.074	6.454	16.814	16.810	6.224	27.100	45.855	11.100	30.488	5.300	4.402	7.700	11.168	13.861	6.187	4.500	25.384	10.811	23.164	11.700	4.800	18.748	49.533	46.121	4.300	22.001	18.154	27.277	11.459	16.960	8.668	28.210	33.082	21.466	8.998	22.384	27.129	13.128	21.106	24.750	59.541	6.537	20.002	8.958	13.856	19.400	7.069	36.809	15.103	13.179	8.517	36.988	21.820	10.417	11.552	6.278	10.317	6.033	28.005	5.741	4.910	17.086	16.174	21.650	12.760	7.964	8.806	11.965	19.305	24.711	3.700	3.542	23.920	5.591	12.591	6.260	11.483	25.887	4.996	25.634	11.445	22.646	45.632	7.320	7.040	13.051	3.619	29.832	13.096	11.700	31.398	34.669	11.217	16.811	13.183	21.122	4.251	8.779	22.271	29.124	13.898	11.600	18.283	15.345	18.701	11.852	19.451	8.600	18.579	18.327	34.800	51.174	16.229	4.964	1.985	18.101	24.300	9.891	15.504	7.400	8.656	26.321	9.567	14.026	26.361	32.608	0.000	6.209	16.000	3.300	31.341	6.107	15.598	45.200	31.921	20.451	10.298	33.905	35.932	28.971	12.657	10.881	38.326	10.667	7.349	17.415	17.410	2.900	7.700	10.557	15.606	27.247	10.858	13.048	13.363	8.687	61.541
15	0.451	19.615	0.477	7.950	0.855	0	4.632	4.252	4.704	10.576	5.666	8.866	10.765	5.600	22.079	1.881	9.000	12.078	13.541	9.344	14.211	3.241	5.100	5.673	14.800	3.500	9.660	3.595	10.808	3.188	12.776	13.279	4.981	21.800	36.982	9.168	30.741	4.300	3.561	6.728	9.655	24.515	5.027	4.400	20.463	5.400	20.830	12.600	4.700	24.705	46.575	38.625	4.000	20.038	13.202	24.975	10.158	12.630	8.007	26.930	35.029	20.447	8.407	18.589	31.716	6.928	15.664	19.380	58.090	7.064	16.021	4.944	16.219	18.900	6.137	34.900	8.754	9.961	4.532	33.461	19.315	6.162	14.708	6.438	9.152	6.061	26.902	5.051	3.697	16.761	9.987	21.774	13.178	6.752	8.480	7.767	15.206	22.009	3.600	2.849	26.205	4.048	11.675	5.748	12.813	29.347	4.632	18.548	7.869	18.210	40.845	9.412	3.791	6.859	2.478	29.356	10.843	8.300	25.479	35.730	7.941	11.446	9.471	14.781	3.270	6.890	20.297	27.748	14.145	9.000	16.556	17.714	15.528	7.964	16.633	8.800	13.002	15.529	34.600	51.562	14.952	4.146	0.000	12.676	20.900	12.563	15.182	5.700	4.226	15.660	7.421	9.454	18.217	29.900	0.000	6.266	10.900	3.000	28.143	2.752	12.876	41.300	31.876	17.109	7.761	29.672	40.240	28.158	7.059	7.061	37.560	5.146	3.029	14.112	9.949	1.300	3.000	6.557	11.893	21.388	7.949	16.152	8.484	5.818	60.832
16	0.481	12.176	0.069	3.278	0.103	0	1.840	1.388	1.985	5.520	2.823	2.374	5.761	5.400	17.957	0.490	5.700	8.344	7.119	10.583	9.070	1.807	4.700	2.919	10.900	3.900	4.142	2.794	7.331	0.281	8.848	8.376	3.858	15.600	27.847	6.675	25.782	3.700	2.726	4.779	8.964	34.467	2.295	3.800	15.254	1.949	17.522	13.400	5.200	28.401	40.867	35.687	4.300	17.147	8.125	22.695	8.163	8.753	7.966	22.867	34.381	19.161	5.906	12.905	35.161	3.188	10.762	14.262	53.360	6.293	14.816	1.865	17.209	18.300	4.737	33.570	4.212	6.224	2.309	25.400	14.202	2.854	19.108	5.248	6.221	5.642	24.443	4.400	2.547	15.381	5.139	20.664	9.590	2.568	7.643	2.574	9.464	17.240	3.500	3.619	25.839	2.745	11.261	5.096	13.775	30.420	4.341	13.145	4.885	13.520	37.119	10.032	2.347	2.530	1.593	28.987	10.665	6.400	15.398	34.068	4.706	6.963	7.371	8.607	2.544	5.690	17.989	20.184	13.711	7.100	13.244	18.215	11.569	3.399	14.034	7.300	9.011	10.276	35.400	51.116	14.386	3.811	0.000	7.540	18.500	13.616	12.610	3.000	0.171	8.978	5.208	5.779	12.531	24.783	0.330	5.849	6.200	2.900	25.973	1.103	9.200	38.600	30.240	13.109	3.859	20.204	40.317	26.199	2.479	4.089	34.386	1.763	0.870	9.264	4.269	0.900	1.400	3.296	7.432	13.470	3.898	18.907	4.269	2.901	49.359
17	0.511	5.379	0.000	0.182	0.000	0	0.600	0.267	0.842	2.640	0.674	0.578	2.226	0.000	12.431	0.157	0.000	4.504	3.513	12.366	4.181	0.873	0.000	1.288	6.900	4.700	1.532	2.082	4.731	0.000	5.832	3.935	3.033	0.000	6.960	3.798	17.446	3.000	2.135	1.993	3.737	40.703	0.692	0.000	9.516	0.408	10.934	13.800	5.700	28.852	34.696	36.223	6.500	14.732	4.125	17.646	5.017	5.436	8.491	15.890	31.990	17.641	6.354	8.065	37.555	1.356	6.986	11.297	47.167	5.483	10.604	0.442	15.091	19.300	3.278	34.723	1.844	2.865	1.300	15.723	8.232	0.931	23.412	2.556	3.853	2.121	21.642	3.724	1.447	12.769	2.600	18.915	2.309	0.960	6.256	0.000	4.691	11.602	3.300	5.138	20.010	1.912	11.298	4.104	12.490	27.413	3.823	7.890	1.621	4.538	37.003	7.144	1.278	1.036	0.504	30.783	8.005	7.700	11.550	29.959	2.382	4.197	6.399	4.136	1.618	4.744	12.374	12.499	13.251	0.000	10.606	13.329	6.698	0.324	12.119	5.700	6.704	4.908	36.800	47.869	13.296	2.767	0.000	4.725	6.800	11.081	8.115	1.200	0.000	5.280	3.701	3.172	10.250	18.706	1.960	5.166	3.000	0.000	25.247	0.373	5.689	36.200	30.033	9.466	1.250	10.047	38.212	23.038	0.208	2.841	28.498	0.551	0.419	4.907	1.096	0.000	0.000	2.586	4.072	7.072	1.081	22.440	1.879	0.694	31.644
18	0.541	0.931	0.000	0.000	0.000	0	0.144	0.000	0.197	1.348	0.003	0.068	0.894	0.000	5.128	0.007	4.200	0.725	1.317	14.299	1.136	0.324	0.000	0.537	0.000	5.700	0.140	1.344	2.102	0.000	3.596	1.411	0.894	0.000	0.000	1.603	10.326	0.000	1.265	0.000	0.000	44.530	0.000	0.000	1.433	0.000	3.921	14.100	6.500	27.662	30.947	37.335	7.700	0.964	0.717	2.425	2.886	1.926	8.718	8.910	26.560	16.191	7.910	4.196	35.290	0.020	2.868	7.621	40.254	4.057	0.129	0.004	11.946	5.900	2.027	37.785	0.159	0.107	0.377	8.442	4.018	0.000	25.876	0.121	2.142	0.000	14.110	2.404	0.127	9.550	0.992	16.065	0.000	0.000	5.208	0.000	2.159	1.508	4.600	6.270	12.620	1.210	11.852	2.879	7.987	22.025	3.610	3.030	0.008	0.000	40.005	3.712	0.276	0.492	0.000	34.555	4.261	14.100	8.795	22.781	0.989	0.615	3.084	1.977	0.757	3.839	5.896	18.181	11.861	0.000	8.128	1.947	2.831	0.000	10.634	5.200	2.468	1.006	39.400	40.124	10.520	0.177	0.000	1.740	20.500	6.688	4.542	0.000	0.000	4.133	2.860	1.774	7.592	13.573	5.327	3.942	0.000	0.000	26.688	0.000	6.058	34.100	33.292	1.778	0.188	4.559	35.452	19.258	0.000	1.162	20.154	0.041	0.076	2.472	0.039	0.000	0.000	3.672	1.944	2.981	0.000	24.966	0.733	0.000	15.699
19	0.571	0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.220	0.000	0.000	1.593	8.100	0.571	0.000	7.900	0.000	0.447	15.490	0.000	0.000	0.000	0.032	0.000	6.400	0.000	0.342	0.829	0.000	1.050	0.361	0.000	0.000	0.000	0.364	2.661	0.000	0.197	0.000	0.033	45.519	0.000	0.000	0.000	0.000	0.000	13.300	7.000	24.716	27.741	37.107	8.900	0.000	0.000	0.000	0.100	0.081	4.913	3.390	18.015	15.062	8.815	0.143	25.202	0.000	1.042	2.613	2.815	1.882	0.311	0.000	10.496	11.400	1.301	40.023	0.000	0.079	0.000	1.618	0.907	0.000	25.976	0.000	0.228	0.000	19.226	1.815	0.000	6.033	0.041	4.564	2.155	0.000	0.292	0.000	0.485	0.000	5.100	6.991	6.914	0.070	13.127	1.826	3.122	16.449	2.056	3.588	0.000	0.000	42.179	1.000	0.000	0.041	0.000	37.799	0.068	21.300	9.161	14.077	0.358	0.000	8.811	2.969	0.247	0.914	0.929	21.063	5.290	0.000	4.636	0.556	0.436	0.000	7.014	4.400	0.604	0.000	41.700	27.933	7.530	1.723	0.000	0.000	23.500	3.004	2.004	0.000	0.000	7.478	0.748	0.616	3.889	8.860	12.251	2.930	0.000	0.000	29.134	0.000	11.368	24.100	39.136	0.947	0.000	0.092	32.920	14.612	0.000	0.000	12.523	0.000	0.000	0.841	0.000	0.000	0.000	5.363	0.632	0.740	0.000	23.808	0.000	0.000	6.425
20	0.601	0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	0.000	1.795	12.300	0.000	0.000	14.300	0.000	0.000	15.106	0.000	0.000	0.000	0.000	0.000	6.800	0.000	0.000	0.000	0.000	0.049	0.000	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.282	42.525	0.000	0.000	0.071	0.991	0.254	11.700	7.600	19.028	4.079	33.862	10.300	0.000	0.000	0.000	0.000	0.000	2.931	0.277	2.947	7.060	9.455	0.000	13.236	0.000	0.000	0.003	0.000	0.388	22.468	0.000	10.033	18.200	0.258	36.175	0.000	0.969	0.000	0.335	0.041	0.000	24.420	0.000	0.000	0.202	22.536	3.129	0.000	1.191	0.326	0.000	3.609	0.000	0.000	0.000	0.000	0.000	5.200	7.797	1.425	0.000	13.978	1.989	0.506	10.481	0.194	12.194	0.000	0.000	41.342	0.000	0.000	0.000	0.000	37.439	2.600	27.400	8.473	8.071	0.016	0.000	12.736	5.574	0.000	0.800	0.000	17.301	0.238	0.000	2.287	8.422	0.000	0.000	1.783	3.600	1.327	0.000	37.300	17.047	4.158	6.363	0.000	0.000	27.700	0.060	0.589	0.000	0.802	12.660	3.264	0.424	0.263	9.823	20.933	2.306	0.000	0.000	31.452	0.000	16.551	18.400	44.986	17.047	0.000	0.000	32.979	10.357	0.237	0.117	9.033	0.000	0.000	0.025	0.000	0.000	0.000	5.844	0.020	0.009	0.000	19.291	0.000	0.000	0.679
21	0.631	0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	0.000	2.471	17.200	0.000	0.000	23.900	0.000	0.000	13.368	0.000	0.000	0.000	0.000	0.000	6.600	0.000	0.000	0.000	0.000	0.000	0.000	1.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.273	34.393	0.000	0.000	0.202	3.373	0.000	9.200	4.900	11.928	0.000	27.366	11.200	0.000	0.000	0.000	0.000	0.000	3.862	0.000	4.458	0.000	9.903	0.000	5.535	0.000	0.000	0.000	1.049	0.000	28.028	0.000	7.812	28.300	0.000	26.011	0.000	3.324	0.000	0.028	0.000	0.000	19.644	1.725	0.000	5.049	23.452	2.772	0.000	0.062	2.279	0.000	3.434	0.000	0.000	0.000	0.000	0.000	5.900	8.886	0.000	0.000	13.218	1.868	0.000	3.496	0.000	19.847	0.000	0.392	34.677	0.000	0.000	0.000	0.206	34.600	8.524	30.700	10.389	4.330	0.000	0.000	13.981	9.288	0.000	0.149	0.000	14.099	0.029	0.000	0.344	14.042	0.000	0.000	0.826	0.000	2.050	0.000	25.200	9.981	0.901	8.182	0.000	0.000	30.100	0.000	0.004	0.000	2.288	15.930	5.769	0.000	0.000	11.600	26.660	1.470	0.000	0.000	32.426	0.000	22.483	15.700	47.629	32.096	0.000	0.000	35.905	7.473	0.045	0.895	3.305	0.000	0.000	0.000	0.000	0.000	0.000	3.337	0.000	0.000	0.000	13.392	0.000	0.000	0.000
22	0.661	0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	0.006	3.325	21.200	0.000	0.000	32.500	0.000	0.000	7.497	0.000	0.000	8.400	0.000	0.000	6.400	0.000	0.174	0.386	0.000	2.697	0.000	3.771	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.411	22.074	0.000	11.400	0.000	8.740	0.000	0.000	4.900	6.946	0.175	19.285	12.000	0.000	0.000	0.000	0.000	0.000	3.699	0.000	9.285	1.370	9.887	0.000	2.443	0.000	0.000	0.000	27.817	0.000	32.645	0.000	0.461	32.800	0.000	15.206	0.000	6.249	0.000	0.000	0.000	0.000	12.196	6.544	0.000	8.612	23.966	2.497	0.000	0.367	4.733	0.000	5.056	0.460	0.000	0.000	0.000	0.000	6.800	9.655	0.000	0.000	12.231	1.786	0.000	0.000	0.000	28.653	0.297	5.978	23.058	0.000	0.000	0.000	1.337	33.162	14.179	32.500	13.814	0.276	0.000	0.000	15.099	13.922	0.000	0.943	0.000	11.762	1.203	5.600	0.000	20.446	0.000	0.000	5.564	0.000	3.155	0.000	12.600	3.174	0.000	9.806	0.474	0.000	30.100	1.914	0.000	1.100	2.867	17.853	6.130	0.000	0.000	14.747	27.520	7.564E-4	0.000	0.000	32.287	0.000	27.971	12.000	45.733	43.626	0.000	0.000	40.480	5.547	0.000	3.112	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.487	0.000	0.000	0.000	8.224	0.000	0.000	0.000
23	0.691	0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	1.346	5.265	22.900	0.000	0.000	35.900	0.033	0.000	1.464	0.000	0.000	13.700	0.000	0.000	6.100	0.000	1.136	1.915	0.000	16.304	0.000	6.135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	25.503	11.354	0.000	17.400	0.228	13.926	0.000	0.000	5.700	3.946	21.794	11.099	11.800	0.000	0.000	0.000	0.000	0.000	3.220	0.000	14.301	2.894	10.004	6.618E-4	0.098	0.000	0.000	0.000	35.242	0.000	37.965	0.000	0.000	36.500	0.000	5.600	0.000	11.618	0.000	0.000	0.000	0.000	3.828	13.118	0.000	10.970	24.109	2.208	0.235	2.570	6.344	0.000	4.227	2.844	0.000	0.000	0.000	0.000	7.700	10.396	0.000	0.000	11.741	1.798	0.000	0.000	0.000	33.886	0.838	6.457	9.222	0.912	0.000	0.000	3.931	34.884	19.684	34.700	16.615	0.000	0.000	0.000	16.180	15.101	0.000	1.758	0.000	10.096	2.679	6.600	0.000	27.104	0.000	0.000	12.171	0.000	4.356	0.000	6.400	0.000	0.000	12.042	3.970	0.000	29.100	4.505	0.000	2.800	3.475	18.780	5.992	0.000	0.000	17.544	27.097	0.000	0.000	0.000	33.407	0.000	30.606	9.400	41.604	51.324	0.000	0.000	43.305	3.544	0.220	7.942	9.725	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.462	0.000	0.000	0.000
24	0.721	0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3.081	7.222	22.800	0.000	0.000	34.600	1.422	0.000	1.016	0.000	0.000	19.900	0.000	0.000	5.600	0.000	2.759	2.416	0.000	25.012	0.000	8.383	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.861	5.165	0.000	26.200	0.459	19.068	0.000	0.000	2.800	0.341	26.723	4.632	11.200	0.000	0.000	0.000	0.000	0.000	4.454	2.054	19.126	8.796	10.085	3.894	0.000	0.000	0.000	0.000	40.766	0.000	42.595	0.000	0.995	38.000	0.000	0.000	0.000	17.486	0.000	0.000	0.000	0.000	4.648	18.965	0.000	15.191	23.255	1.872	1.235	4.529	9.843	0.000	2.950	5.068	0.000	0.000	0.000	0.000	7.600	10.907	0.000	0.000	11.758	2.121	0.000	0.000	0.000	32.122	2.032	6.436	0.297	3.024	0.000	0.000	8.687	38.979	27.066	36.300	17.939	0.000	0.000	0.000	17.106	14.762	0.000	8.940	0.000	8.458	4.046	7.700	0.000	32.079	0.000	0.000	17.931	0.000	5.883	0.000	0.000	0.000	0.000	14.785	9.392	0.000	29.900	5.668	0.000	6.300	4.654	18.488	6.227	0.000	0.000	22.623	27.616	0.000	0.000	0.000	34.779	0.000	30.866	7.100	36.072	53.884	0.000	0.000	43.822	2.900	0.079	14.382	17.801	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.261	0.000	0.000	0.000
25	0.751	0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	6.168	9.625	19.700	0.000	0.000	32.200	3.522	0.000	0.941	0.000	0.000	24.700	0.000	0.000	5.100	0.000	5.650	3.296	0.000	28.180	0.000	10.282	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.700	0.266	0.000	34.400	0.698	25.428	0.000	0.000	3.100	0.000	27.048	0.987	9.700	0.000	0.000	0.000	0.000	0.000	6.834	6.837	20.275	27.088	10.321	8.830	0.000	0.000	0.000	0.000	42.913	0.318	43.582	0.000	10.738	38.000	0.000	0.000	0.000	25.393	0.000	0.000	0.000	0.000	2.976	23.935	0.000	19.653	21.051	1.539	1.942	6.189	13.564	0.000	1.894	8.304	0.000	0.000	0.000	0.000	7.300	11.030	0.000	0.000	10.476	1.993	0.000	0.763	0.000	25.621	3.423	6.273	0.000	5.004	0.000	0.000	13.377	41.446	32.458	34.100	17.372	0.000	0.000	0.000	17.681	15.063	0.000	12.298	2.094	6.360	4.714	9.200	0.000	34.303	0.000	0.000	19.019	0.000	7.575	0.000	0.000	0.000	0.000	16.388	19.190	0.000	32.000	6.920	0.000	12.000	5.607	17.174	6.745	0.000	0.000	27.431	27.930	0.000	0.000	0.000	35.139	0.000	30.498	6.500	28.472	56.394	0.000	0.000	43.734	3.189	0.000	17.627	26.699	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.157	0.000	0.000	0.000
26	0.781	0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	12.220	9.845	13.200	0.000	0.000	0.000	7.847	0.000	0.000	0.000	0.000	26.900	0.000	0.000	4.900	0.000	9.863	0.000	0.000	28.273	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.879	0.000	0.000	39.400	0.936	0.000	0.000	0.000	3.100	0.000	28.311	0.000	6.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.505	0.000	0.000	0.000	0.696	0.000	0.000	41.048	1.822	40.558	0.000	17.684	37.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.752	0.000	0.000	22.591	18.571	1.332	0.000	6.661	0.000	0.000	0.000	10.832	0.000	0.000	0.000	1.472	6.300	0.000	0.000	0.000	0.000	1.916	0.000	3.194	0.000	18.399	6.677	6.329	0.000	9.752	0.000	0.000	0.000	0.000	33.768	25.700	0.000	0.000	0.000	0.000	18.511	0.000	0.000	0.000	4.835	4.693	4.650	10.500	0.000	34.663	0.000	0.000	18.152	0.000	0.000	0.000	0.000	0.000	0.000	15.833	0.000	0.000	0.000	10.121	0.000	19.700	5.714	0.000	7.173	0.000	0.000	0.000	0.000	0.000	0.000	8.600	34.486	0.000	0.000	4.900	18.549	62.603	0.000	0.000	0.000	5.897	0.000	13.595	34.225	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.000	0.000	0.000
