1	0.136906	0.381884	1	0
2	0.160731	0.370617	1	0
3	0.173793	0.407087	1	0
4	0.122715	0.379319	1	0
0	0	0	1	0
6	0.143134	0.398826	1	0
0	0	0	1	0
8	0.171518	0.39136	1	0
9	0.128453	0.392326	1	0
10	0.136134	0.413059	1	0
11	0.169649	0.384362	1	0
12	0.145454	0.37919	1	0
13	0.232299	0.446988	1	0
14	0.13149	0.404455	1	0
15	0.162284	0.452037	1	0
16	0.158664	0.394121	1	0
17	0.18958	0.406	1	0
18	0.139223	0.39048	1	0
19	0.167275	0.403011	1	0
0	0	0	1	0
0	0	0	1	0
22	0.196233	0.312596	2	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
26	0.120254	0.383418	1	0
27	0.188073	0.409109	1	0
28	0.138147	0.458365	1	0
0	0	0	1	0
30	0.130178	0.389489	1	0
0	0	0	1	0
0	0	0	2	0
33	0.183224	0.381549	1	0
0	0	0	1	0
0	0	0	2	0
0	0	0	1	0
37	0.178659	0.384047	1	0
0	0	0	1	0
0	0	0	2	0
0	0	0	1	0
0	0	0	1	0
0	0	0	0	0
43	0.265022	0.250719	1	0
0	0	0	1	0
0	0	0	0	0
0	0	0	1	0
47	0.135365	0.402485	1	0
0	0	0	1	0
0	0	0	1	0
50	0.347088	0.549217	1	0
0	0	0	1	0
