 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	30.159	0.133	97.913	0.023	0.225	0.128	0.089	45
2	30.174	0.443	90.000	0.016	0.200	0.100	0.089	45
3	3.100	2.656	106.141	0.217	1.292	0.214	1.025	3
4	4.444	7.057	106.523	0.394	2.548	0.197	2.364	5
5	4.177	7.659	105.329	0.785	3.553	0.281	3.610	4
6	4.607	9.765	99.995	0.104	0.542	0.243	0.219	6
7	5.200	10.929	107.130	0.249	1.502	0.211	1.298	7
8	29.569	10.978	0.000	0.014	0.133	0.133	0.030	43
9	6.246	13.374	121.129	0.253	1.676	0.192	1.444	8
10	26.357	14.111	20.372	0.128	0.995	0.164	0.789	38
11	28.718	14.127	48.660	0.051	0.422	0.155	0.250	42
12	26.771	14.895	30.353	0.492	2.708	0.231	2.555	37
13	8.220	15.493	134.262	0.424	2.358	0.229	2.095	9
14	8.781	16.647	140.654	0.052	0.417	0.160	0.238	10
15	9.624	17.427	134.181	0.314	1.699	0.235	1.441	11
16	10.816	17.723	149.114	0.462	1.256	0.469	2.236	12
17	12.336	19.034	157.473	0.732	1.875	0.497	2.956	13
18	15.809	18.476	177.949	0.320	1.798	0.227	1.603	18
19	24.065	18.857	23.109	0.016	0.165	0.121	0.000	0
20	14.657	22.529	111.359	0.737	2.945	0.319	3.703	16
21	15.191	21.535	5.563	0.357	1.076	0.423	1.597	17
22	18.700	24.107	161.782	0.037	0.291	0.160	0.101	20
23	21.985	24.406	1.630	0.904	2.151	0.535	3.641	21
24	23.982	25.058	136.647	0.486	1.737	0.356	1.862	30
25	22.866	24.707	137.918	0.035	0.240	0.185	0.042	26
26	22.660	25.104	72.416	0.060	0.313	0.245	0.160	27
27	22.147	25.113	90.000	0.023	0.185	0.156	0.030	22
28	22.980	25.354	96.138	0.064	0.399	0.206	0.160	27
29	23.372	25.305	20.505	0.024	0.198	0.157	0.030	28
30	22.339	25.406	140.667	0.051	0.384	0.170	0.226	23
31	22.810	25.716	138.329	0.206	0.731	0.360	0.855	24
32	23.991	25.604	84.619	0.040	0.277	0.184	1.862	30
33	23.484	25.833	11.995	0.057	0.322	0.224	0.059	31
34	24.026	26.505	7.124	0.803	1.170	0.874	2.808	29
35	28.049	26.087	23.109	0.016	0.165	0.121	0.290	40
36	25.025	26.365	143.592	0.037	0.283	0.169	0.113	34
37	28.178	26.525	14.123	0.120	0.547	0.280	0.290	40
38	25.086	27.064	45.001	0.013	0.137	0.121	0.125	36
39	28.571	27.134	90.000	0.016	0.158	0.126	0.030	41
40	25.364	27.398	137.133	0.031	0.264	0.151	0.125	36
41	12.987	27.523	129.963	0.134	0.445	0.383	0.071	15
42	12.421	27.441	45.001	0.013	0.137	0.121	0.071	15
43	2.977	28.448	155.557	0.435	2.195	0.252	2.000	2
44	1.708	28.097	135.000	0.026	0.193	0.173	0.000	0
45	16.540	30.164	0.000	0.016	0.158	0.126	0.000	0
