 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	25.139	3.224	69.416	0.029	0.212	0.177	0.000	0
2	23.610	4.522	37.424	0.178	1.257	0.180	1.124	22
3	22.832	5.349	28.150	0.694	3.056	0.289	3.276	21
4	1.009	6.137	152.016	0.032	0.246	0.165	0.060	1
5	1.693	7.638	1.249	0.034	0.322	0.136	0.225	2
6	2.842	7.833	135.000	0.028	0.190	0.185	0.025	3
7	18.174	7.888	17.239	0.073	0.429	0.217	0.171	18
8	3.991	9.022	162.971	0.023	0.184	0.155	0.452	4
9	3.816	9.379	104.630	0.104	0.536	0.248	0.452	4
10	4.369	9.536	123.216	0.101	0.587	0.219	0.362	6
11	15.512	9.885	34.893	0.199	1.099	0.230	0.826	16
12	4.325	10.188	118.068	0.021	0.186	0.146	0.362	6
13	4.661	10.911	134.999	0.026	0.205	0.163	0.035	8
14	18.129	11.983	155.340	0.169	0.732	0.294	0.387	17
15	5.965	12.776	9.268	0.023	0.183	0.161	0.025	9
16	18.528	13.760	117.664	0.188	0.711	0.336	0.433	19
17	7.556	14.260	163.973	0.747	1.123	0.847	3.499	10
18	25.316	15.164	11.283	0.100	0.628	0.203	0.406	23
19	7.713	15.400	90.000	0.008	0.113	0.085	0.025	11
20	19.392	15.778	70.303	0.029	0.219	0.171	0.025	20
21	15.237	18.759	19.281	0.501	1.019	0.627	1.392	15
22	10.898	19.292	164.015	0.176	0.878	0.256	0.612	12
23	14.202	19.622	25.390	0.073	0.522	0.178	0.327	14
24	11.556	19.904	85.819	0.089	0.404	0.280	0.060	13
