 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	12.505	2.530	120.771	0.178	1.002	0.226	0.718	3
2	13.545	3.149	45.001	0.013	0.140	0.123	0.000	0
3	13.872	4.720	114.783	0.714	2.339	0.388	2.163	5
4	12.257	4.946	45.001	0.013	0.140	0.123	0.000	0
5	13.347	5.183	90.000	0.023	0.188	0.158	0.030	4
6	15.141	16.181	127.888	0.428	2.072	0.263	1.992	7
7	26.065	21.104	170.168	0.914	3.290	0.354	3.281	12
8	21.441	21.785	33.623	0.028	0.251	0.141	0.115	10
9	18.957	22.074	175.193	0.517	2.847	0.231	2.633	9
10	21.586	22.845	0.000	0.019	0.155	0.155	0.030	11
11	14.800	23.069	30.215	0.047	0.343	0.173	0.187	8
12	8.913	28.779	43.822	0.045	0.360	0.159	0.199	1
