 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	10.134	2.483	131.278	0.149	0.654	0.291	0.388	215
2	28.407	2.763	70.453	0.154	0.717	0.273	0.514	271
3	25.602	3.467	19.946	0.417	2.209	0.241	2.220	266
4	23.286	3.826	122.144	0.144	0.823	0.223	0.576	265
5	11.587	4.796	56.122	0.201	0.610	0.419	0.574	229
6	29.609	5.175	102.557	0.020	0.198	0.128	0.043	273
7	22.748	5.398	59.830	0.031	0.236	0.166	0.000	0
8	29.880	6.224	73.672	0.271	0.919	0.375	1.200	274
9	11.151	7.149	134.999	0.020	0.167	0.152	0.060	224
10	1.962	8.371	99.080	0.364	2.113	0.219	1.852	58
11	28.959	7.450	45.000	0.020	0.167	0.152	0.090	270
12	10.910	7.510	103.359	0.027	0.228	0.152	0.060	224
13	28.323	7.648	11.019	0.056	0.303	0.236	0.090	270
14	8.414	7.869	177.884	0.207	1.218	0.217	1.115	186
15	19.738	8.310	30.820	0.271	1.784	0.193	1.618	252
16	27.109	8.112	102.821	0.017	0.167	0.131	0.030	269
17	27.247	8.723	75.947	0.078	0.333	0.298	0.030	269
18	26.005	9.448	33.448	0.222	1.422	0.199	1.195	267
19	17.327	9.520	4.128	0.049	0.385	0.162	0.211	247
20	15.960	10.499	12.821	0.017	0.167	0.131	0.030	244
21	0.515	10.803	1.515	0.035	0.334	0.135	0.181	19
22	1.372	11.043	90.000	0.034	0.264	0.166	0.030	46
23	1.631	11.202	75.133	0.053	0.302	0.221	0.030	46
24	18.824	11.225	169.323	0.104	0.663	0.200	0.386	251
25	19.742	11.136	45.001	0.014	0.140	0.123	0.386	251
26	2.048	11.535	113.170	0.034	0.312	0.141	0.175	68
27	1.516	11.590	170.838	0.041	0.300	0.173	0.163	48
28	13.246	11.681	21.042	0.025	0.236	0.137	0.175	237
29	17.203	11.733	179.434	0.155	1.060	0.186	0.940	246
30	16.313	11.886	41.086	0.071	0.451	0.199	0.316	245
31	15.216	11.998	177.919	0.314	1.535	0.261	1.824	240
32	17.380	12.297	7.262	1.058	3.482	0.387	5.669	242
33	10.908	11.991	90.000	0.014	0.170	0.102	0.060	225
34	0.363	12.069	110.249	0.037	0.259	0.183	0.043	17
35	2.035	12.162	14.163	0.039	0.294	0.168	0.163	67
36	14.452	12.366	77.138	0.083	0.387	0.274	0.103	241
37	13.519	12.832	17.279	0.294	1.292	0.290	1.107	236
38	0.475	12.800	125.504	0.104	0.386	0.344	0.248	31
39	0.946	12.788	112.429	0.043	0.418	0.130	0.248	31
40	10.822	13.066	59.292	0.187	0.864	0.275	0.594	222
41	11.503	12.753	61.981	0.023	0.207	0.139	0.043	230
42	1.586	12.899	23.728	0.084	0.544	0.197	0.321	49
43	20.251	12.848	135.000	0.027	0.224	0.155	0.043	257
