 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	20.741	0.086	180.000	0.020	0.198	0.128	0.030	24
2	26.593	0.519	145.847	0.345	1.907	0.230	1.889	37
3	13.323	1.717	114.047	0.702	2.785	0.321	3.527	7
4	25.640	0.453	20.196	0.041	0.334	0.155	0.175	35
5	25.369	1.106	135.361	0.257	0.996	0.328	1.342	34
6	20.803	0.799	34.219	0.023	0.204	0.141	0.030	24
7	27.331	1.606	109.139	0.136	0.755	0.228	0.513	42
8	28.593	1.638	130.730	0.213	0.752	0.361	0.605	50
9	24.929	2.753	109.482	0.637	1.957	0.415	1.975	33
10	28.614	2.229	2.581	0.382	1.184	0.411	1.852	48
11	27.490	2.104	90.000	0.011	0.136	0.102	0.030	43
12	25.910	2.871	125.242	0.412	1.208	0.434	2.230	36
13	30.225	2.460	0.000	0.016	0.161	0.129	0.000	0
14	13.334	2.573	134.999	0.020	0.167	0.152	0.030	9
15	26.508	2.692	112.884	0.033	0.230	0.185	2.230	36
16	13.512	2.951	108.085	0.023	0.195	0.153	0.030	9
17	27.635	3.121	15.451	0.029	0.266	0.138	0.193	44
18	14.126	3.844	83.839	0.021	0.199	0.133	0.000	0
19	26.268	4.687	109.900	0.295	1.215	0.309	0.906	39
20	27.065	4.730	45.000	0.019	0.184	0.131	0.043	41
21	15.545	6.449	118.506	0.407	2.371	0.218	2.147	12
22	27.689	6.257	101.425	0.193	1.283	0.192	1.079	45
23	20.543	6.601	45.000	0.020	0.167	0.152	0.000	0
24	19.340	7.210	60.533	0.023	0.204	0.147	0.043	21
25	16.478	7.531	176.477	0.067	0.416	0.205	0.235	15
26	21.495	7.826	125.450	0.029	0.250	0.147	0.115	26
27	16.964	7.937	9.010	0.187	1.110	0.215	0.844	18
28	28.289	8.629	110.163	0.153	0.914	0.213	0.688	49
29	27.729	8.629	112.500	0.044	0.257	0.219	0.030	47
30	15.990	8.653	42.067	0.025	0.227	0.142	0.115	13
31	22.104	9.522	68.491	0.068	0.462	0.187	0.278	27
32	14.573	10.288	136.963	0.160	0.509	0.400	0.641	11
33	13.367	11.154	47.246	0.360	2.057	0.223	2.061	6
34	24.381	11.170	141.971	0.333	2.162	0.196	1.928	29
35	16.092	11.227	90.000	0.021	0.163	0.162	0.030	14
36	28.539	11.732	95.902	0.067	0.411	0.207	0.163	51
37	29.061	11.871	95.745	0.088	0.594	0.188	0.313	54
38	28.690	12.187	134.999	0.020	0.167	0.152	0.313	54
39	26.080	12.726	108.561	0.028	0.231	0.155	0.043	38
40	27.992	13.094	145.149	0.164	1.077	0.194	0.861	46
41	8.401	13.984	14.262	0.978	2.905	0.428	3.585	3
42	28.704	13.764	14.141	0.036	0.256	0.180	0.103	52
43	29.534	14.143	0.000	0.008	0.102	0.102	0.060	56
44	29.470	14.801	134.998	0.035	0.222	0.202	0.030	57
45	29.639	15.331	0.000	0.014	0.136	0.136	0.030	57
46	0.231	18.477	46.166	0.113	0.719	0.200	0.468	1
47	29.889	18.622	90.000	0.021	0.163	0.162	0.030	58
48	30.488	20.076	92.210	0.101	0.429	0.300	0.103	64
49	23.750	20.609	89.410	0.258	0.679	0.485	0.343	30
50	25.102	21.040	159.991	0.316	1.812	0.222	1.710	32
51	23.327	20.862	0.000	0.014	0.136	0.136	0.030	28
52	30.031	21.409	43.687	0.028	0.207	0.173	0.030	66
53	30.726	22.079	90.000	0.016	0.161	0.129	0.030	66
54	23.900	22.293	77.179	0.017	0.167	0.131	0.000	0
55	20.624	23.542	39.143	0.626	4.026	0.198	3.602	22
56	30.175	22.758	157.912	0.257	0.784	0.417	1.051	60
57	30.691	22.966	0.000	0.014	0.136	0.136	0.030	65
58	30.328	23.119	135.000	0.014	0.140	0.123	1.051	60
59	30.612	23.325	135.920	0.058	0.377	0.195	0.411	63
60	17.527	26.637	37.089	0.235	1.313	0.228	1.036	19
61	13.985	26.676	175.582	0.668	3.611	0.235	3.721	5
62	6.891	26.776	168.793	0.197	0.655	0.383	0.411	2
63	8.596	26.811	7.181	0.504	2.502	0.257	2.211	4
64	17.856	26.844	45.000	0.016	0.234	0.088	0.188	20
65	16.673	27.444	169.696	0.155	0.711	0.277	0.803	16
66	16.533	30.646	61.932	0.031	0.223	0.175	0.000	0
