 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	28.823	1.628	65.314	0.378	1.500	0.321	2.005	33
2	27.873	2.447	135.000	0.022	0.173	0.159	0.030	32
3	24.949	2.816	45.001	0.013	0.140	0.123	0.000	0
4	27.396	2.999	55.427	0.022	0.209	0.132	0.085	31
5	22.793	6.521	39.363	0.419	1.962	0.272	1.909	28
6	22.850	6.939	54.793	0.031	0.243	0.160	0.042	29
7	22.174	7.401	40.877	0.075	0.428	0.222	0.217	27
8	19.807	9.366	50.516	0.559	3.586	0.198	3.359	20
9	21.756	8.711	49.674	0.031	0.271	0.143	0.085	26
10	19.089	8.873	29.014	0.032	0.228	0.180	0.042	23
11	21.353	9.012	66.891	0.016	0.168	0.123	0.042	25
12	19.106	9.330	59.331	0.052	0.332	0.200	0.042	23
13	20.093	9.955	43.730	0.113	0.573	0.252	0.314	24
14	17.708	11.627	38.073	0.478	2.237	0.272	2.381	19
15	18.921	11.153	45.001	0.013	0.140	0.123	0.000	0
16	16.542	11.738	45.000	0.020	0.167	0.151	0.000	0
17	13.975	14.380	0.000	0.011	0.135	0.102	0.090	17
18	13.672	14.816	134.101	0.035	0.306	0.146	0.187	16
19	12.939	15.104	44.187	0.031	0.270	0.144	0.145	14
20	13.387	15.810	122.492	0.035	0.272	0.164	0.102	15
21	12.057	16.331	153.736	0.489	0.981	0.635	2.145	12
22	11.948	16.692	45.000	0.020	0.167	0.151	2.145	12
23	9.830	19.555	66.323	1.372	1.869	0.935	3.338	10
24	10.092	20.588	45.001	0.021	0.178	0.148	3.338	10
25	9.446	21.313	29.072	0.716	1.918	0.475	3.540	9
26	7.693	23.161	53.586	0.256	1.551	0.210	1.275	8
27	6.981	24.397	90.000	0.031	0.212	0.184	0.030	7
28	3.872	27.072	37.638	0.538	2.548	0.269	2.718	1
29	4.768	26.961	45.000	0.027	0.223	0.154	0.042	6
30	4.722	27.422	47.441	0.032	0.254	0.162	0.072	5
31	4.484	28.805	45.001	0.021	0.178	0.148	0.000	0
32	3.806	29.644	27.561	0.024	0.200	0.155	0.030	3
33	3.482	29.963	45.001	0.013	0.140	0.123	0.030	3
