 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	3.517	3.102	129.125	0.206	1.296	0.202	1.076	3
2	30.472	4.720	102.821	0.017	0.166	0.131	0.157	27
3	30.289	4.962	34.895	0.034	0.280	0.155	0.157	27
4	27.283	5.708	48.456	0.364	1.740	0.267	1.595	23
5	28.747	6.616	56.205	0.198	1.036	0.243	0.924	26
6	27.700	7.814	16.869	0.059	0.429	0.176	0.235	24
7	28.177	8.110	5.181	0.044	0.356	0.158	0.180	25
8	25.162	9.735	39.824	0.724	4.015	0.230	3.948	19
9	26.740	9.242	41.803	0.326	1.271	0.326	1.298	22
10	24.694	10.736	36.358	0.028	0.252	0.141	0.115	21
11	24.157	13.750	0.000	0.019	0.155	0.155	0.030	20
12	22.256	14.158	45.001	0.013	0.140	0.123	0.000	0
13	5.788	14.408	167.726	0.031	0.254	0.154	0.030	6
14	20.903	15.160	66.891	0.016	0.168	0.123	0.042	17
15	19.799	16.570	37.276	0.644	3.149	0.260	4.086	16
16	16.925	18.440	33.056	0.521	2.859	0.232	2.731	15
17	14.572	19.101	45.001	0.013	0.140	0.123	0.000	0
18	15.520	19.224	23.109	0.016	0.168	0.123	0.000	0
19	13.426	20.549	61.860	0.133	0.786	0.216	0.549	12
20	4.484	20.663	23.109	0.016	0.168	0.123	0.000	0
21	2.110	21.001	23.255	0.049	0.359	0.175	0.175	2
22	13.121	21.338	45.001	0.021	0.178	0.148	0.549	12
23	12.270	22.551	69.041	0.036	0.261	0.176	0.000	0
24	7.434	22.722	179.704	0.296	1.767	0.213	1.464	7
25	4.394	22.797	0.000	0.016	0.160	0.129	0.000	0
26	11.684	24.244	45.000	0.020	0.167	0.151	0.000	0
27	1.655	26.637	27.016	0.057	0.327	0.221	0.102	1
28	8.229	30.647	12.821	0.017	0.166	0.131	0.030	8
