1	0.175943	0.401907	1	0
2	0.192991	0.348472	1	0
3	0.137074	0.443176	1	0
4	0.126279	0.391547	1	0
0	0	0	1	0
6	0.11909	0.394593	1	0
7	0.116414	0.383724	1	0
8	0.235092	0.267083	1	0
9	0.135138	0.413181	1	0
10	0.140013	0.323041	1	0
11	0.14819	0.38893	1	0
12	0.124521	0.386108	1	0
0	0	0	1	0
14	0.127625	0.416481	1	0
15	0.13235	0.413018	1	0
16	0.11229	0.402803	1	0
0	0	0	1	0
18	0.117173	0.333305	1	0
19	0.132489	0.386989	1	0
20	0.129941	0.38464	1	0
21	0.130037	0.402471	1	0
0	0	0	1	0
0	0	0	2	0
24	0.179807	0.378805	1	0
25	0.106619	0.374855	1	0
0	0	0	1	0
0	0	0	1	0
28	0.114198	0.391554	1	0
0	0	0	1	0
30	0.138329	0.374081	1	0
0	0	0	1	0
32	0.200133	0.441417	1	0
33	0.111596	0.397743	1	0
34	0.16334	0.386852	1	0
35	0.147204	0.363616	1	0
0	0	0	1	0
37	0.190564	0.328305	1	0
38	0.240469	0.410227	1	0
0	0	0	1	0
40	0.172641	0.31657	1	0
41	0.124595	0.38148	1	0
0	0	0	1	0
43	0.125762	0.403679	1	0
44	0.138311	0.377115	1	0
45	0.118808	0.393075	1	0
46	0.171228	0.413739	1	0
47	0.171241	0.422863	1	0
48	0.182656	0.600656	1	0
0	0	0	1	0
50	0.203758	0.470698	1	0
0	0	0	0	0
52	0.132566	0.36803	1	0
0	0	0	1	0
54	0.173193	0.381874	2	0
55	0.123817	0.396779	1	0
56	0.118011	0.383817	1	0
0	0	0	0	0
0	0	0	2	0
0	0	0	2	0
0	0	0	1	0
0	0	0	1	0
62	0.12	0.421	2	0
0	0	0	1	0
0	0	0	1	0
65	0.142959	0.409651	1	0
66	0.09	0.436	2	0
67	0.17924	0.366642	1	0
68	0.274511	0.46251	2	0
0	0	0	2	0
70	0.166987	0.438087	1	0
0	0	0	1	0
72	0.21219	0.388671	1	0
0	0	0	1	0
0	0	0	1	0
75	0.301	0.5715	2	0
0	0	0	1	0
0	0	0	2	0
78	0.09	0.436	2	0
0	0	0	1	0
80	0.15	0.406	2	0
0	0	0	2	0
0	0	0	2	0
83	0.272764	0.525618	2	0
0	0	0	2	0
0	0	0	1	0
0	0	0	1	0
0	0	0	0	0
0	0	0	1	0
89	0.136892	0.396257	1	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
0	0	0	0	0
0	0	0	0	0
95	0.331	0.4665	2	0
96	0.271	0.4665	2	0
0	0	0	1	0
98	0.152059	0.42051	1	0
0	0	0	1	0
0	0	0	0	0
0	0	0	1	0
0	0	0	1	0
103	0.167293	0.414317	1	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
107	0.232816	0.31024	2	0
0	0	0	0	0
0	0	0	1	0
110	0.253377	0.30667	2	0
0	0	0	0	0
112	0.24153	0.509331	2	0
0	0	0	1	0
0	0	0	2	0
115	0.208031	0.535912	2	0
0	0	0	1	0
117	0.161504	0.390994	1	0
118	0.11751	0.416473	2	0
119	0.0988796	0.391681	2	0
0	0	0	1	0
121	0.231971	0.390559	1	0
0	0	0	0	0
123	0.301	0.5415	2	0
0	0	0	1	0
0	0	0	0	0
126	0.160725	0.418272	1	0
127	0.135401	0.393872	1	0
128	0.299402	0.512299	2	0
0	0	0	2	0
0	0	0	0	0
0	0	0	2	0
0	0	0	0	0
133	0.119589	0.367372	1	0
0	0	0	0	0
135	0.213897	0.440927	1	0
0	0	0	0	0
0	0	0	0	0
138	0.163078	0.408816	1	0
139	0.121	0.4815	2	0
0	0	0	0	0
141	0.125616	0.404173	1	0
0	0	0	0	0
0	0	0	1	0
0	0	0	0	0
0	0	0	0	0
146	0.167562	0.305056	2	0
0	0	0	2	0
0	0	0	2	0
0	0	0	1	0
0	0	0	1	0
151	0.177526	0.410822	1	0
152	0.289578	0.481897	2	0
0	0	0	1	0
154	0.259135	0.532432	2	0
0	0	0	1	0
156	0.241	0.4815	2	0
157	0.18	0.391	2	0
0	0	0	1	0
0	0	0	1	0
160	0.117436	0.351556	2	0
161	0.204484	0.403767	1	0
162	0.187659	0.37243	1	0
0	0	0	1	0
0	0	0	1	0
165	0.136338	0.383021	1	0
0	0	0	1	0
167	0.230967	0.321996	2	0
0	0	0	1	0
169	0.125405	0.405572	1	0
0	0	0	0	0
171	0.207821	0.398098	1	0
