 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
114	10.754	18.084	45.000	0.013	0.146	0.110	0.042	157
115	11.274	18.336	14.088	0.042	0.325	0.166	0.175	158
116	0.087	18.425	95.220	0.046	0.311	0.188	0.120	11
117	9.838	18.309	0.000	0.008	0.102	0.102	0.060	146
118	7.829	18.652	9.602	0.637	1.470	0.552	1.691	127
119	4.480	18.997	31.422	0.754	1.255	0.765	3.369	90
120	9.359	18.536	16.603	0.103	0.474	0.276	0.205	143
121	5.825	18.559	105.625	0.038	0.287	0.168	0.090	118
122	1.084	18.684	108.435	0.017	0.205	0.107	0.103	38
123	5.678	18.824	158.286	0.023	0.191	0.157	0.030	115
124	6.606	18.906	24.675	0.100	0.518	0.246	0.290	124
125	1.497	18.945	120.534	0.040	0.270	0.187	0.085	50
126	2.280	19.041	59.562	0.066	0.397	0.211	0.248	59
127	0.067	18.977	66.804	0.023	0.203	0.147	1.461	17
128	1.910	19.043	103.083	0.048	0.306	0.199	0.060	54
129	1.066	18.985	90.000	0.011	0.136	0.102	0.030	39
130	12.967	19.225	156.567	0.151	0.492	0.390	0.085	168
131	0.968	19.240	174.352	0.089	0.485	0.235	0.393	27
132	6.097	19.168	149.036	0.028	0.194	0.184	0.030	115
133	8.021	19.226	71.565	0.018	0.202	0.114	0.103	136
134	2.752	19.459	107.933	0.195	0.690	0.360	0.373	71
135	1.661	19.547	0.059	0.275	0.801	0.438	1.020	46
136	3.513	19.361	108.344	0.041	0.303	0.171	0.103	86
137	7.066	19.337	157.657	0.034	0.262	0.166	0.073	126
138	5.992	20.347	89.702	0.864	1.181	0.931	3.327	114
139	8.665	19.970	141.584	0.489	1.186	0.525	2.113	137
140	9.734	19.682	82.422	0.169	0.555	0.387	0.060	145
141	0.809	19.554	15.818	0.019	0.199	0.121	0.103	29
142	4.999	20.065	31.336	0.506	1.327	0.486	1.806	101
143	0.332	19.659	166.973	0.032	0.268	0.150	0.163	15
144	2.463	19.661	90.000	0.018	0.169	0.136	0.030	64
145	3.313	19.716	146.077	0.040	0.305	0.166	0.188	82
146	10.311	19.789	8.802	0.133	0.463	0.365	0.042	150
147	12.211	19.706	0.000	0.018	0.169	0.136	0.060	163
148	13.680	20.017	147.962	0.374	1.400	0.340	1.668	169
149	0.348	20.201	129.607	0.185	0.876	0.269	1.295	6
150	1.047	19.927	118.923	0.051	0.381	0.169	0.260	31
151	7.056	20.820	92.093	0.626	1.363	0.585	3.166	122
152	3.904	20.199	135.418	0.117	0.515	0.290	0.440	87
153	8.299	20.366	137.744	0.271	0.889	0.388	0.878	134
154	11.945	21.287	50.723	1.399	2.017	0.883	6.404	154
155	2.950	20.293	108.831	0.146	0.534	0.348	0.218	76
156	10.319	20.247	90.000	0.023	0.188	0.159	0.030	151
157	0.856	20.232	0.000	0.008	0.102	0.102	0.060	30
158	4.313	20.578	83.562	0.073	0.366	0.254	0.060	100
159	10.702	20.531	55.657	0.035	0.323	0.139	0.200	156
160	3.389	20.590	41.165	0.037	0.288	0.163	0.085	84
161	3.976	21.195	0.193	1.424	2.573	0.705	7.272	63
162	1.623	21.593	144.301	1.259	2.192	0.731	4.644	12
163	4.633	20.864	30.822	0.035	0.325	0.138	0.188	105
164	15.614	20.920	169.270	0.023	0.191	0.151	0.090	173
165	9.044	21.309	176.803	0.312	1.177	0.338	1.501	139
166	4.793	21.601	167.576	0.179	0.796	0.286	0.888	103
167	5.870	21.542	132.339	0.059	0.366	0.204	0.170	119
168	8.023	21.584	71.087	0.040	0.372	0.136	0.248	135
169	7.495	21.755	54.898	0.131	0.523	0.318	0.242	130
170	3.741	21.754	153.901	0.097	0.485	0.253	0.690	89
171	10.036	21.719	33.874	0.052	0.343	0.194	0.127	149
172	13.998	21.851	32.846	0.021	0.212	0.125	0.073	170
173	12.603	23.031	114.987	0.217	0.926	0.298	0.653	166
174	8.459	22.949	46.032	0.103	0.532	0.246	0.315	138
175	17.979	22.815	0.000	0.008	0.102	0.102	0.060	178
176	0.045	22.905	90.000	0.014	0.169	0.102	0.060	7
177	5.143	23.518	150.040	0.444	2.031	0.278	2.248	102
178	6.274	23.080	24.987	0.071	0.404	0.224	0.175	121
179	18.821	23.937	120.335	0.071	0.397	0.229	0.157	180
180	7.408	24.000	167.179	0.017	0.167	0.131	0.030	131
181	7.321	25.248	93.106	0.290	1.235	0.299	1.751	132
182	20.065	26.019	123.736	0.374	2.084	0.228	1.918	181
183	15.623	25.402	77.179	0.017	0.167	0.131	0.000	0
184	7.636	26.677	104.457	0.143	0.653	0.280	0.911	133
