 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	12.097	1.102	81.065	0.231	1.111	0.265	0.843	162
2	11.911	3.080	86.318	0.299	1.613	0.236	1.276	161
3	4.883	3.100	72.924	0.100	0.628	0.203	0.423	107
4	2.493	6.879	45.000	0.013	0.146	0.110	0.042	65
5	11.913	8.163	86.319	0.432	2.433	0.226	2.155	159
6	2.779	8.066	37.982	0.019	0.183	0.132	0.073	72
7	0.099	9.608	58.053	0.046	0.371	0.158	0.278	2
8	1.033	10.206	37.217	0.117	0.744	0.201	0.557	28
9	2.841	10.838	127.900	0.031	0.285	0.137	0.157	74
10	25.234	10.859	66.891	0.016	0.168	0.123	0.042	184
11	1.846	11.451	74.088	0.254	1.307	0.248	1.133	52
12	2.435	11.105	65.706	0.097	0.502	0.245	0.248	61
13	1.307	11.490	0.000	0.008	0.102	0.102	0.060	42
14	2.129	11.882	72.697	0.140	0.730	0.244	0.513	56
15	0.544	11.779	45.001	0.014	0.140	0.123	0.193	8
16	1.412	11.791	90.000	0.018	0.169	0.136	0.030	45
17	0.087	11.948	83.590	0.053	0.390	0.174	0.193	8
18	2.729	12.343	26.260	0.260	0.827	0.400	1.383	60
19	1.232	12.471	76.987	0.260	0.879	0.376	0.658	40
20	0.592	12.465	152.613	0.052	0.418	0.159	0.260	19
21	22.324	12.515	29.467	0.023	0.204	0.147	0.000	0
22	0.045	12.512	0.000	0.008	0.102	0.102	0.060	1
23	1.792	12.702	40.046	0.106	0.422	0.322	0.350	51
24	0.075	12.962	90.000	0.037	0.288	0.164	0.060	9
25	0.706	12.902	0.000	0.008	0.102	0.102	0.060	24
26	2.971	12.920	135.000	0.014	0.140	0.123	1.383	60
27	0.724	13.184	84.001	0.061	0.445	0.176	0.295	26
28	1.439	13.253	110.711	0.074	0.411	0.229	0.103	47
29	1.867	14.047	42.015	0.612	1.537	0.507	3.559	34
30	0.164	13.342	18.161	0.084	0.395	0.271	0.103	14
31	19.818	13.407	39.912	0.087	0.427	0.258	0.188	182
32	1.023	13.558	80.118	0.065	0.413	0.200	0.163	32
33	0.436	13.668	90.000	0.011	0.136	0.102	0.030	18
34	0.522	14.080	167.746	0.246	0.924	0.340	0.888	10
35	2.590	14.262	147.972	0.071	0.428	0.212	0.260	66
36	3.539	14.368	167.647	0.204	1.159	0.224	1.013	79
37	18.034	14.224	90.000	0.021	0.163	0.162	0.030	179
38	17.137	14.466	18.131	0.303	1.399	0.276	1.418	175
39	7.386	14.541	18.706	0.035	0.326	0.137	0.235	129
40	0.325	14.565	10.074	0.020	0.199	0.127	0.133	16
41	10.935	15.027	4.539	0.952	2.175	0.557	4.515	144
42	2.549	14.699	59.875	0.032	0.245	0.164	0.073	67
43	15.215	14.645	0.000	0.008	0.102	0.102	0.060	172
44	1.373	14.876	81.647	0.038	0.240	0.201	0.060	44
45	3.304	14.840	45.000	0.013	0.146	0.110	0.042	83
46	0.714	14.981	151.198	0.144	0.591	0.311	0.470	21
47	2.168	15.112	179.692	0.376	0.941	0.509	1.314	53
48	2.629	14.885	0.000	0.008	0.102	0.102	0.060	69
49	3.685	15.231	99.636	0.251	0.626	0.510	0.338	88
50	0.124	15.315	96.833	0.151	0.707	0.271	0.886	13
51	14.335	15.683	15.553	2.066	3.314	0.794	6.993	167
52	2.779	15.005	0.000	0.008	0.102	0.102	0.060	73
53	16.704	15.047	96.161	0.021	0.199	0.133	0.495	176
54	16.639	15.350	19.813	0.129	0.681	0.241	0.495	176
55	1.080	15.429	83.200	0.117	0.527	0.283	0.313	35
56	2.998	15.327	138.228	0.057	0.377	0.192	0.200	75
57	4.240	15.301	156.663	0.034	0.306	0.143	0.235	96
58	2.586	15.408	135.000	0.014	0.140	0.123	0.145	57
59	6.500	15.788	13.614	0.814	2.158	0.480	3.837	112
60	4.365	15.664	172.057	0.179	0.597	0.381	0.640	95
61	0.713	16.020	107.402	0.176	1.200	0.187	0.996	23
62	2.238	15.546	135.000	0.015	0.194	0.101	0.145	57
63	1.647	15.741	138.061	0.106	0.554	0.245	0.350	48
64	7.422	16.142	18.583	0.566	2.274	0.317	2.757	123
65	3.341	15.819	35.883	0.051	0.395	0.163	0.248	81
66	4.986	16.133	111.291	0.212	0.781	0.346	0.490	108
67	2.498	15.961	10.039	0.041	0.245	0.211	0.163	55
68	0.269	16.422	84.121	0.272	0.889	0.389	1.618	3
69	3.988	16.041	173.324	0.047	0.293	0.204	0.175	92
70	2.087	16.029	4.662	0.037	0.292	0.162	0.163	55
71	8.952	16.026	34.573	0.022	0.209	0.132	0.042	142
72	4.501	16.324	117.342	0.097	0.460	0.267	0.350	104
73	1.202	16.192	0.000	0.014	0.136	0.136	0.030	41
74	10.443	16.329	144.636	0.055	0.299	0.234	0.073	153
75	1.916	16.767	11.322	1.221	2.677	0.581	5.748	4
76	3.992	16.399	45.001	0.014	0.140	0.123	0.175	92
77	12.399	16.627	88.241	0.118	0.606	0.248	0.295	165
78	14.044	16.462	23.109	0.016	0.168	0.123	6.993	167
79	5.006	16.679	91.670	0.042	0.249	0.213	0.030	110
80	10.094	16.825	15.801	0.140	0.668	0.267	0.465	147
81	11.181	16.960	145.662	0.309	1.033	0.380	0.888	155
82	4.315	17.085	54.298	0.192	0.757	0.323	0.778	97
83	5.481	16.945	24.175	0.065	0.458	0.181	0.350	113
84	7.441	16.896	176.652	0.042	0.346	0.153	0.210	128
85	3.813	17.045	77.179	0.017	0.167	0.131	0.778	97
86	4.876	17.240	167.951	0.119	0.699	0.217	0.513	106
87	3.118	17.259	105.661	0.048	0.266	0.229	0.030	80
88	3.392	17.180	45.001	0.014	0.140	0.123	0.030	80
89	6.145	17.319	172.582	0.227	1.014	0.286	0.748	116
90	9.934	17.346	140.081	0.032	0.258	0.156	0.115	148
91	1.677	17.401	168.416	0.083	0.540	0.196	0.368	49
92	1.072	17.538	69.085	0.047	0.313	0.191	0.157	33
93	3.193	18.283	36.855	0.924	1.289	0.913	3.965	58
94	2.424	17.757	84.455	0.069	0.516	0.172	0.500	62
95	8.679	17.631	74.182	0.019	0.199	0.121	0.073	140
96	11.967	17.762	148.636	0.124	0.673	0.234	0.555	160
97	0.486	17.684	71.743	0.032	0.224	0.180	0.157	33
98	4.942	17.679	0.000	0.008	0.102	0.102	0.060	109
99	4.296	17.724	45.000	0.013	0.146	0.110	0.042	98
100	8.004	18.008	166.724	0.719	2.061	0.444	2.336	125
101	10.337	17.721	135.000	0.014	0.140	0.123	0.042	157
102	1.218	17.791	159.541	0.051	0.336	0.195	0.253	36
103	4.076	17.778	118.019	0.023	0.207	0.139	0.042	94
104	12.540	18.034	51.080	0.187	0.896	0.265	0.768	164
105	1.750	18.280	70.340	0.432	0.909	0.606	1.328	43
106	4.640	17.978	5.928	0.222	0.793	0.356	0.778	99
107	0.531	18.508	106.768	0.244	1.042	0.298	1.461	17
108	5.390	17.962	64.362	0.041	0.342	0.151	0.175	111
109	0.689	17.916	77.179	0.017	0.167	0.131	0.175	37
110	10.536	18.745	13.255	1.253	2.466	0.647	5.264	141
111	1.044	18.162	53.258	0.060	0.296	0.260	0.175	37
112	2.931	18.125	38.829	0.044	0.267	0.211	3.965	58
113	5.814	18.072	40.583	0.020	0.180	0.140	0.073	117
