1	0.21404	0.377994	1	0
0	0	0	1	0
3	0.140986	0.383669	1	0
4	0.120048	0.39183	2	0
5	0.198922	0.34277	1	0
0	0	0	1	0
7	0.1427	0.388154	1	0
8	0.182031	0.390763	1	0
9	0.201637	0.351465	2	0
10	0.118155	0.378391	1	0
11	0.139923	0.392601	1	0
12	0.109422	0.400486	1	0
13	0.145865	0.429545	1	0
0	0	0	1	0
15	0.173079	0.45605	1	0
0	0	0	1	0
17	0.111529	0.381632	1	0
18	0.118603	0.388309	1	0
0	0	0	1	0
20	0.0987552	0.392601	1	0
21	0.154785	0.384162	1	0
22	0.15054	0.365771	1	0
23	0.149578	0.407558	1	0
24	0.185402	0.402451	1	0
25	0.1059	0.379267	1	0
26	0.133284	0.386017	1	0
0	0	0	1	0
28	0.102033	0.373629	1	0
