 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	30.068	3.341	25.707	0.311	1.478	0.267	1.290	18
2	25.163	6.648	45.001	0.013	0.140	0.123	0.030	16
3	24.735	6.923	12.821	0.017	0.166	0.131	0.030	16
4	18.276	11.112	29.758	0.797	2.835	0.358	3.005	12
5	16.537	12.834	41.098	0.414	1.708	0.308	1.845	9
6	16.298	12.703	45.000	0.013	0.145	0.110	0.042	10
7	16.537	13.372	55.803	0.063	0.325	0.246	0.085	11
8	10.037	14.366	0.000	0.011	0.135	0.101	0.090	5
9	8.580	15.652	39.086	0.586	2.889	0.258	2.610	4
10	18.310	18.126	90.000	0.020	0.193	0.130	0.030	13
11	2.200	20.543	58.831	0.039	0.265	0.190	0.000	0
12	19.891	21.008	117.570	0.200	1.042	0.245	0.850	14
13	2.125	20.864	77.179	0.017	0.166	0.131	0.000	0
14	0.994	21.579	55.633	0.185	0.842	0.280	0.531	1
15	21.746	23.726	127.321	0.272	1.372	0.252	1.177	15
16	14.725	26.979	0.000	0.008	0.101	0.101	0.060	6
17	15.310	27.578	0.000	0.011	0.135	0.101	0.090	7
18	15.636	27.620	45.001	0.013	0.140	0.123	0.090	7
