 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	25.160	0.892	106.847	0.645	1.069	0.768	0.317	125
2	37.665	0.759	89.815	0.085	0.341	0.317	0.025	255
3	34.128	3.616	45.001	0.015	0.144	0.132	0.025	237
4	34.116	3.788	149.746	0.016	0.173	0.115	0.060	236
5	16.544	5.115	0.000	0.016	0.141	0.141	0.050	60
6	16.272	5.396	36.550	0.175	0.563	0.394	0.202	57
7	33.573	8.264	71.282	3.371	3.190	1.345	7.205	230
8	23.104	6.194	73.076	0.095	0.383	0.316	0.035	99
9	31.611	7.938	59.018	0.038	0.250	0.191	0.035	228
10	22.122	10.940	60.347	1.155	2.582	0.569	2.657	88
11	23.225	10.159	86.340	0.362	0.764	0.603	0.060	102
12	35.632	10.478	75.635	0.129	0.515	0.318	0.096	245
13	22.680	10.767	90.000	0.011	0.134	0.107	0.025	95
14	34.866	11.184	60.346	0.134	0.547	0.313	0.252	239
15	14.802	12.782	124.774	1.753	2.056	1.086	4.599	32
16	29.893	11.641	134.475	0.268	0.639	0.533	0.331	189
17	28.267	12.137	71.265	0.134	0.530	0.323	0.181	162
18	29.387	12.136	141.793	0.037	0.313	0.150	0.242	181
19	21.486	12.353	8.374	0.102	0.521	0.249	0.256	89
20	29.594	12.699	60.946	0.088	0.407	0.276	0.141	186
21	28.029	14.366	99.937	0.090	0.416	0.276	0.281	160
22	23.766	14.560	49.281	0.049	0.264	0.235	0.000	0
23	30.878	15.013	109.684	0.074	0.321	0.295	0.000	0
24	16.646	14.966	133.306	0.027	0.211	0.162	0.096	61
25	16.046	16.018	59.358	0.704	2.285	0.392	2.111	49
26	29.837	15.556	0.000	0.003	0.056	0.056	0.025	192
27	25.892	16.322	22.882	0.081	0.356	0.288	0.025	137
28	25.408	16.543	131.800	0.100	0.539	0.236	0.237	128
29	8.549	16.995	139.764	0.247	1.164	0.270	0.978	11
30	9.582	16.821	177.336	0.045	0.266	0.216	0.075	17
31	27.695	17.032	111.515	0.225	0.676	0.424	0.181	157
32	30.271	17.156	43.196	0.323	0.977	0.421	0.775	196
33	25.314	17.005	178.548	0.094	0.462	0.261	0.317	127
34	29.213	18.679	141.437	3.691	3.299	1.425	9.155	154
35	34.907	17.334	159.614	0.436	1.123	0.494	0.618	238
36	23.410	20.320	57.142	9.498	5.615	2.154	22.833	82
37	18.950	17.684	118.467	0.362	0.825	0.558	0.348	68
38	36.306	17.760	1.697	0.098	0.403	0.309	0.000	0
39	30.224	17.993	41.014	0.196	0.525	0.474	0.035	200
40	28.599	19.095	0.000	0.016	0.141	0.141	0.050	168
41	29.224	19.145	0.000	0.016	0.141	0.141	0.050	179
42	28.099	20.227	47.280	0.084	0.385	0.280	0.071	161
43	30.747	20.608	13.580	0.061	0.298	0.259	0.281	215
44	31.339	32.531	161.234	107.001	14.139	9.636	0.050	224
45	42.053	21.120	43.227	0.084	0.361	0.298	0.035	260
46	0.180	21.711	121.149	0.170	0.610	0.355	0.096	1
47	26.376	21.680	106.876	0.093	0.485	0.244	0.256	145
48	30.112	21.779	110.966	0.137	0.550	0.317	0.342	194
49	39.663	21.821	21.629	0.332	1.140	0.371	0.679	258
50	23.149	21.993	105.985	0.188	0.773	0.309	0.367	100
51	11.487	21.902	167.851	0.054	0.306	0.224	0.110	23
52	30.603	21.989	150.552	0.014	0.146	0.120	0.050	214
53	24.105	22.018	129.608	0.013	0.138	0.121	0.025	113
54	27.447	22.136	30.631	0.072	0.461	0.199	0.252	151
55	0.713	22.182	75.597	0.045	0.297	0.193	0.135	2
56	33.837	22.393	43.290	0.076	0.340	0.283	0.071	233
57	20.263	22.339	153.722	0.011	0.137	0.099	0.050	83
58	21.196	22.346	0.000	0.016	0.141	0.141	0.050	84
59	20.746	22.496	0.000	0.006	0.085	0.085	0.050	83
60	14.722	22.558	27.307	0.013	0.139	0.115	0.025	40
61	37.380	22.935	70.996	0.410	1.047	0.498	0.427	252
62	17.468	22.742	55.275	0.070	0.438	0.204	0.202	64
63	30.917	22.773	98.304	0.096	0.438	0.278	0.748	218
64	23.940	22.648	112.357	0.014	0.138	0.127	0.025	113
65	28.891	22.835	167.096	0.132	0.561	0.299	0.317	170
66	14.683	22.757	135.000	0.009	0.117	0.103	0.025	40
67	29.549	23.042	0.000	0.014	0.136	0.135	0.317	170
68	31.158	23.030	45.000	0.009	0.141	0.084	0.085	225
69	31.285	23.193	27.056	0.009	0.139	0.086	0.085	225
70	31.275	23.347	49.731	0.028	0.207	0.173	0.025	226
71	17.506	24.000	21.266	1.414	2.337	0.770	3.051	56
72	24.924	23.609	153.482	0.099	0.474	0.266	0.292	123
73	24.118	23.525	127.892	0.014	0.146	0.125	0.025	117
74	24.422	23.634	90.000	0.019	0.169	0.141	0.025	120
75	30.437	23.747	26.565	0.006	0.111	0.072	0.025	206
76	35.396	24.193	130.351	0.368	1.173	0.399	0.762	243
77	26.009	23.929	134.174	0.061	0.313	0.247	0.096	139
78	29.504	23.947	20.273	0.111	0.424	0.334	0.131	182
79	31.125	23.997	0.000	0.016	0.141	0.141	0.050	221
80	25.549	24.253	69.864	0.123	0.431	0.364	0.050	131
81	30.775	24.197	0.000	0.016	0.141	0.141	0.050	216
82	36.228	25.207	65.341	0.894	1.723	0.661	1.980	248
83	35.154	24.744	96.354	0.093	0.545	0.216	0.321	242
84	14.669	24.782	78.873	0.044	0.247	0.226	0.025	38
85	17.370	24.823	2.481	0.030	0.208	0.184	0.156	63
86	27.118	25.054	62.991	0.145	0.521	0.355	0.398	150
87	25.610	25.063	108.579	0.005	0.123	0.052	0.075	133
88	35.151	25.291	76.812	0.063	0.389	0.207	0.342	244
89	16.766	26.503	66.014	1.551	2.177	0.907	4.369	55
90	25.903	26.097	28.980	2.817	2.849	1.259	8.355	122
91	14.733	25.573	46.907	0.016	0.186	0.107	0.035	41
92	30.476	25.575	84.608	0.021	0.195	0.139	0.025	209
93	15.256	25.723	0.000	0.008	0.113	0.085	0.075	46
94	13.477	26.166	127.256	0.283	1.002	0.359	1.378	28
95	7.553	26.008	139.025	0.031	0.217	0.180	0.025	10
96	35.777	26.098	0.000	0.009	0.141	0.085	0.100	247
97	8.393	26.324	32.082	0.150	0.448	0.426	0.025	12
98	13.106	26.724	43.196	0.063	0.304	0.262	1.378	28
99	8.448	27.468	90.549	0.671	0.983	0.868	2.057	270
100	9.207	27.525	53.475	0.063	0.333	0.241	0.096	16
101	12.196	27.586	39.719	0.132	0.492	0.342	0.141	25
102	28.549	27.524	0.000	0.016	0.141	0.141	0.050	167
103	38.225	27.512	163.462	0.014	0.187	0.098	0.085	256
104	28.774	27.599	0.000	0.016	0.141	0.141	0.050	171
105	33.026	27.699	0.000	0.016	0.141	0.141	0.050	232
106	15.790	28.098	148.925	0.235	0.733	0.407	0.327	50
107	24.207	28.025	65.094	0.063	0.304	0.265	0.035	119
108	30.275	28.124	0.000	0.016	0.141	0.141	0.050	202
109	30.125	28.274	0.000	0.016	0.141	0.141	0.050	198
110	22.724	28.797	24.978	1.300	2.272	0.729	3.808	91
111	27.448	28.316	0.000	0.031	0.247	0.161	0.150	152
112	24.078	28.473	105.960	0.083	0.369	0.287	0.448	114
113	26.023	28.399	0.000	0.016	0.141	0.141	0.050	142
114	30.525	28.424	0.000	0.016	0.141	0.141	0.050	211
115	21.845	28.653	40.474	0.123	0.573	0.274	0.323	92
116	34.055	28.506	29.448	0.014	0.146	0.120	0.050	235
117	25.998	28.599	0.000	0.016	0.141	0.141	0.050	140
118	11.474	28.765	34.282	0.076	0.441	0.219	0.237	22
119	39.059	30.007	68.515	0.998	2.059	0.617	3.140	257
120	17.153	30.127	18.311	4.437	3.489	1.619	12.019	48
121	14.911	29.240	42.498	0.062	0.326	0.242	0.096	43
122	30.125	29.549	49.051	0.127	0.573	0.282	0.337	195
123	11.892	29.681	4.947	0.122	0.527	0.295	0.185	24
124	3.853	29.762	43.958	0.042	0.326	0.163	0.141	6
125	29.824	29.699	0.000	0.016	0.141	0.141	0.050	190
126	30.550	29.699	0.000	0.016	0.141	0.141	0.050	212
127	19.139	29.806	38.406	0.039	0.308	0.160	0.206	71
128	40.098	29.844	158.776	0.058	0.338	0.219	0.085	259
129	19.445	29.799	0.000	0.034	0.310	0.141	0.200	75
130	20.614	30.705	123.963	1.983	2.125	1.188	8.406	78
131	51.026	30.061	47.594	0.090	0.463	0.248	0.302	269
132	10.892	30.206	10.144	0.194	0.777	0.318	0.417	20
133	12.158	30.192	14.164	0.056	0.308	0.233	0.185	24
134	50.576	30.246	34.145	0.116	0.472	0.312	0.131	268
