 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
135	50.265	30.285	38.338	0.013	0.149	0.107	0.075	266
136	27.279	30.547	150.170	0.287	0.729	0.502	0.760	153
137	15.096	30.476	2.440	0.062	0.334	0.236	0.966	35
138	34.054	30.434	164.872	0.025	0.197	0.162	0.085	234
139	50.286	30.398	172.839	0.009	0.136	0.082	0.075	267
140	14.575	30.894	72.382	0.385	0.908	0.540	0.966	35
141	19.605	30.673	66.221	0.036	0.304	0.152	0.181	76
142	42.949	30.820	176.877	0.634	1.994	0.405	1.548	262
143	30.150	30.625	0.000	0.016	0.141	0.141	0.050	199
144	30.400	30.625	0.000	0.016	0.141	0.141	0.050	205
145	28.274	30.700	0.000	0.016	0.141	0.141	0.050	163
146	28.222	31.214	153.393	0.784	1.106	0.903	2.682	159
147	29.968	31.057	91.929	0.201	0.622	0.412	1.041	191
148	30.375	30.800	0.000	0.016	0.141	0.141	0.050	204
149	19.857	30.939	166.882	0.051	0.426	0.151	0.367	79
150	37.673	31.097	68.823	0.080	0.437	0.234	0.206	254
151	21.919	31.085	12.821	0.012	0.139	0.109	0.025	93
152	47.869	31.498	32.091	0.403	1.428	0.360	1.436	265
153	30.325	31.225	0.000	0.016	0.141	0.141	0.050	203
154	19.330	31.547	76.989	0.265	0.739	0.456	0.331	74
155	29.549	31.500	0.000	0.016	0.141	0.141	0.050	184
156	37.449	31.747	47.692	0.101	0.623	0.206	0.393	253
157	28.449	31.650	0.000	0.016	0.141	0.141	0.050	165
158	30.181	31.726	18.321	0.046	0.296	0.196	0.358	197
159	15.211	31.811	3.050	0.084	0.409	0.261	0.085	45
160	29.224	31.750	0.000	0.016	0.141	0.141	0.050	180
161	29.568	31.807	32.512	0.053	0.311	0.215	0.171	185
162	23.449	31.802	45.001	0.015	0.144	0.132	0.025	108
163	28.297	31.923	45.001	0.015	0.144	0.132	0.025	164
164	29.137	31.925	0.000	0.025	0.226	0.141	0.125	175
165	29.392	32.238	8.886	0.181	0.617	0.374	0.819	177
166	19.587	32.274	51.632	0.058	0.311	0.235	0.071	77
167	28.875	32.385	38.862	0.046	0.374	0.158	0.292	172
168	29.847	32.302	135.000	0.015	0.144	0.132	0.025	193
169	25.668	32.636	136.518	0.059	0.438	0.171	0.377	132
170	25.748	32.551	0.000	0.016	0.141	0.141	0.050	135
171	30.250	32.576	0.000	0.016	0.141	0.141	0.050	201
172	31.200	32.626	0.000	0.016	0.141	0.141	0.050	224
173	25.223	32.801	0.000	0.016	0.141	0.141	0.050	126
174	30.550	32.951	0.000	0.016	0.141	0.141	0.050	213
175	29.662	33.049	91.574	0.040	0.308	0.166	0.135	188
176	25.998	33.001	0.000	0.016	0.141	0.141	0.050	141
177	43.286	33.108	91.721	0.079	0.334	0.303	0.000	0
178	26.135	33.188	45.001	0.021	0.176	0.154	0.035	144
179	18.835	33.414	178.429	0.647	2.169	0.380	2.002	65
180	16.905	33.298	172.104	0.010	0.121	0.106	0.050	62
181	25.473	33.363	123.286	0.028	0.238	0.147	0.146	130
182	26.698	33.526	0.000	0.016	0.141	0.141	0.050	148
183	20.511	33.766	174.617	0.193	0.604	0.408	0.160	81
184	10.302	34.497	58.199	0.580	1.282	0.576	1.872	18
185	16.469	34.344	52.883	0.323	1.461	0.282	1.601	54
186	21.353	33.941	27.827	0.023	0.190	0.151	0.160	81
187	15.987	33.954	173.047	0.024	0.243	0.128	0.110	52
188	15.414	34.321	33.776	0.165	0.824	0.255	0.514	47
189	25.114	34.355	146.528	0.067	0.434	0.196	0.292	124
190	18.975	34.406	50.719	0.030	0.225	0.170	0.060	70
191	25.562	34.709	177.201	0.125	0.442	0.361	0.704	129
192	22.884	34.626	114.165	0.024	0.200	0.151	0.060	97
193	25.873	34.901	0.000	0.016	0.141	0.141	0.050	136
194	19.058	34.944	180.000	0.009	0.112	0.100	0.025	72
195	19.052	35.106	71.917	0.026	0.195	0.171	0.025	72
196	23.373	35.193	31.515	0.101	0.383	0.337	0.060	97
197	13.459	35.584	66.546	0.649	1.177	0.702	1.089	29
198	22.786	35.128	100.730	0.024	0.191	0.163	0.060	97
199	14.764	35.218	173.807	0.026	0.197	0.170	0.025	42
200	25.673	35.302	0.000	0.016	0.141	0.141	0.050	134
201	15.980	35.515	89.275	0.073	0.509	0.183	0.321	53
202	10.752	35.871	178.954	0.270	0.947	0.362	0.581	19
203	19.911	36.783	42.979	1.132	2.976	0.484	2.506	69
204	21.213	36.041	96.047	0.006	0.105	0.068	0.025	86
205	26.648	36.252	90.000	0.022	0.198	0.141	0.050	147
206	28.734	36.500	129.591	0.052	0.465	0.142	0.418	169
207	15.806	36.973	9.776	0.103	0.405	0.323	0.000	0
208	27.593	36.906	152.557	0.028	0.216	0.162	0.035	156
209	8.492	37.014	21.151	0.056	0.279	0.254	0.000	0
210	25.942	37.342	50.136	0.058	0.335	0.219	0.106	138
211	30.760	37.836	13.466	0.014	0.150	0.122	0.025	217
212	4.551	38.014	18.920	0.059	0.322	0.235	0.000	0
213	42.110	38.233	56.334	0.042	0.258	0.207	0.000	0
214	3.209	38.914	38.653	0.938	1.985	0.602	1.744	5
215	30.945	38.633	109.069	0.095	0.469	0.258	0.206	220
216	26.772	38.733	88.335	0.099	0.439	0.289	0.100	149
217	23.233	38.651	6.197	0.027	0.199	0.172	0.025	103
218	48.808	39.588	160.566	4.284	4.406	1.238	8.375	264
219	23.918	38.674	45.000	0.013	0.153	0.109	0.035	112
220	24.033	39.450	95.756	0.109	0.393	0.353	0.025	116
221	22.204	39.386	164.516	0.044	0.282	0.201	0.085	94
222	24.452	39.621	169.226	0.068	0.327	0.265	0.025	121
223	23.629	39.971	96.107	0.040	0.243	0.210	0.025	110
224	23.066	40.337	90.654	0.202	0.700	0.368	0.285	98
225	31.155	40.297	102.001	0.163	0.594	0.348	0.231	222
226	16.414	40.559	58.799	0.074	0.332	0.285	0.035	59
227	13.706	40.523	43.542	0.032	0.219	0.186	0.035	31
228	31.482	40.682	60.552	0.014	0.146	0.120	0.025	227
229	35.839	41.135	66.919	0.201	1.057	0.243	0.875	246
230	31.763	40.973	152.722	0.108	0.396	0.348	0.025	227
231	27.656	41.269	83.139	0.086	0.376	0.290	0.000	0
232	23.336	41.380	80.344	0.066	0.333	0.254	0.000	0
233	14.951	41.787	20.168	1.022	1.611	0.808	1.260	36
234	18.874	41.406	29.272	0.050	0.305	0.209	0.071	67
235	34.957	41.505	7.958	0.158	0.533	0.378	0.110	240
236	15.043	42.773	175.540	0.611	0.974	0.799	2.217	37
237	0.931	42.788	58.230	0.196	0.869	0.287	0.574	3
238	33.290	43.328	46.888	0.564	1.712	0.419	1.257	231
239	31.097	43.712	92.180	1.246	1.635	0.970	3.273	208
240	1.295	43.243	14.118	0.061	0.304	0.254	0.025	4
241	23.194	43.401	71.254	0.108	0.392	0.350	0.035	101
242	13.607	43.554	108.709	0.193	0.646	0.381	0.231	30
243	29.483	43.512	98.331	0.108	0.421	0.327	0.025	183
244	30.472	43.369	167.179	0.012	0.139	0.109	0.025	207
245	14.371	43.577	55.360	0.073	0.349	0.265	0.071	34
246	30.483	43.894	141.775	0.078	0.338	0.295	0.085	210
247	24.441	45.232	96.916	1.668	2.858	0.743	3.264	115
248	28.825	44.111	172.868	0.011	0.134	0.101	0.075	173
249	23.242	44.208	127.892	0.014	0.146	0.125	0.025	104
250	23.260	44.375	114.053	0.023	0.190	0.155	0.035	105
251	13.965	44.352	45.000	0.005	0.088	0.072	0.025	33
252	23.532	44.658	130.826	0.041	0.349	0.151	0.267	109
253	7.000	44.770	135.000	0.009	0.117	0.103	0.000	0
254	34.955	45.002	78.929	0.076	0.353	0.275	0.000	0
255	21.570	44.947	29.639	0.021	0.196	0.138	0.060	90
256	36.020	44.967	42.043	0.031	0.207	0.188	0.025	249
257	16.272	45.520	24.174	0.123	0.464	0.336	0.060	58
258	8.749	45.574	80.770	0.039	0.274	0.183	0.110	14
259	11.465	45.997	1.460	0.575	1.458	0.502	0.731	21
260	29.528	46.678	61.408	0.976	1.753	0.709	2.309	176
261	26.073	49.082	0.000	0.016	0.141	0.141	0.050	143
262	29.150	49.171	59.935	0.047	0.283	0.211	0.060	178
263	9.086	50.351	80.088	0.803	2.047	0.500	1.765	15
264	27.584	49.591	92.071	0.047	0.289	0.207	0.050	155
265	27.033	50.130	138.451	0.572	1.141	0.638	1.361	146
266	4.399	49.952	36.860	0.066	0.354	0.236	0.106	7
267	18.518	50.223	71.382	0.087	0.367	0.302	0.000	0
268	28.990	51.073	15.277	0.109	0.412	0.336	0.025	174
