 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	7.348	1.400	86.742	0.598	2.282	0.334	1.683	1
2	7.601	4.321	106.292	1.697	2.964	0.729	3.392	2
3	8.109	6.354	102.942	0.088	0.485	0.230	0.222	3
4	9.138	9.850	104.712	0.573	1.794	0.406	1.411	4
5	9.585	10.989	124.884	0.060	0.336	0.227	0.096	5
6	10.085	13.804	111.153	0.024	0.211	0.145	0.000	0
7	10.585	15.031	117.710	0.118	0.521	0.288	0.217	7
8	10.839	15.482	45.010	0.018	0.151	0.149	0.025	8
9	11.250	16.613	134.341	0.050	0.313	0.202	0.071	9
10	13.008	20.689	110.743	1.378	3.207	0.547	2.763	10
11	15.507	25.536	118.409	0.088	0.418	0.267	0.061	11
