 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	14.422	1.827	36.853	0.231	0.769	0.382	0.395	14
2	15.139	1.832	29.659	0.020	0.247	0.104	0.096	15
3	13.273	2.873	23.158	0.033	0.345	0.121	0.257	13
4	13.357	5.017	61.612	0.646	1.950	0.422	1.918	12
5	2.553	5.270	72.694	0.196	0.605	0.412	0.061	2
6	0.514	5.714	159.285	0.182	0.497	0.466	0.000	0
7	11.769	6.095	18.739	0.931	1.816	0.653	2.574	10
8	4.436	7.148	117.334	0.286	0.915	0.398	0.520	3
9	8.911	10.328	46.174	1.523	2.728	0.711	3.944	7
10	7.742	11.458	35.777	0.188	0.652	0.368	0.238	6
11	7.621	13.350	132.229	2.264	3.030	0.951	4.807	4
12	23.220	18.277	37.407	0.745	2.402	0.395	2.118	17
13	11.683	19.078	73.749	0.297	1.001	0.378	0.550	11
14	20.292	19.597	56.344	0.214	0.783	0.348	0.430	16
15	9.665	22.105	21.057	0.396	1.262	0.400	0.842	8
16	10.588	22.254	28.362	0.513	1.528	0.427	1.137	9
17	7.609	25.025	69.324	0.175	0.712	0.313	0.353	5
