 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	3.748	0.492	120.443	0.446	1.304	0.436	0.919	9
2	4.670	2.298	81.746	0.247	0.725	0.435	0.121	13
3	17.467	3.019	99.657	0.229	0.645	0.451	0.061	35
4	8.429	3.686	161.489	0.064	0.327	0.250	0.025	20
5	4.149	6.438	104.407	0.614	1.043	0.750	0.474	10
6	16.696	6.294	83.145	0.066	0.299	0.281	0.025	34
7	12.523	13.916	70.183	3.234	3.044	1.353	7.355	29
8	2.071	11.756	87.076	0.054	0.290	0.238	0.025	4
9	10.594	13.503	60.961	0.048	0.282	0.216	0.071	27
10	1.073	16.528	60.951	1.122	2.632	0.543	2.231	2
11	2.195	15.746	86.500	0.303	0.714	0.540	0.075	6
12	14.586	16.023	77.232	0.023	0.198	0.146	0.000	0
13	13.845	16.746	58.392	0.108	0.486	0.284	0.203	31
14	10.764	16.602	25.402	0.014	0.167	0.110	0.061	28
15	8.867	17.216	137.018	0.290	0.665	0.555	0.286	22
16	7.254	17.719	68.892	0.137	0.543	0.321	0.182	18
17	8.384	17.727	142.113	0.077	0.393	0.251	0.132	19
18	0.429	17.931	7.491	0.112	0.532	0.268	0.186	1
19	8.562	18.278	54.388	0.102	0.443	0.293	0.096	21
20	6.975	19.938	96.164	0.144	0.513	0.356	0.086	16
21	2.732	20.146	7.755	0.060	0.300	0.254	0.025	8
22	9.854	20.597	94.774	0.063	0.299	0.268	0.025	26
23	8.826	21.126	90.000	0.009	0.107	0.105	0.025	23
24	2.092	21.395	61.873	0.028	0.229	0.154	0.025	3
25	4.860	21.892	36.726	0.086	0.357	0.306	0.061	14
26	4.359	22.103	130.113	0.117	0.549	0.272	0.238	12
27	1.476	21.944	20.301	0.006	0.098	0.073	0.025	3
28	6.667	22.626	106.770	0.268	0.688	0.495	0.096	15
29	9.244	22.745	42.421	0.305	0.970	0.401	0.702	24
30	4.292	22.578	179.073	0.082	0.452	0.230	0.201	11
31	8.141	24.141	140.647	2.835	2.794	1.292	6.887	17
32	13.864	22.946	159.017	0.368	1.055	0.444	0.560	30
33	3.174	24.551	36.873	4.706	2.687	2.230	9.314	7
34	15.269	23.372	1.112	0.040	0.275	0.187	0.050	33
35	9.200	23.580	51.153	0.181	0.514	0.449	0.025	25
