 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	1.799	2.916	116.966	0.788	2.712	0.370	2.244	5
2	9.949	4.846	62.756	1.842	5.188	0.452	4.893	21
3	23.218	5.001	15.822	3.868	5.106	0.965	11.507	36
4	2.021	7.665	75.793	2.331	6.322	0.470	6.255	4
5	18.886	6.377	10.730	0.024	0.191	0.163	0.050	31
6	18.666	6.421	22.625	0.021	0.195	0.139	0.050	31
7	18.606	6.932	19.071	0.804	1.885	0.543	1.442	30
8	19.121	7.578	14.047	0.199	1.076	0.235	1.095	32
9	16.600	8.416	35.993	0.427	1.307	0.416	0.957	27
10	4.604	15.385	25.773	55.677	12.070	5.873	129.406	1
11	0.379	10.803	164.930	0.269	0.851	0.402	0.502	2
12	6.540	11.396	144.074	0.778	2.210	0.448	1.823	10
13	12.313	12.249	34.078	0.737	1.816	0.517	1.705	24
14	0.163	12.138	0.000	0.016	0.141	0.141	0.050	3
15	3.617	12.832	169.099	0.003	0.105	0.038	0.075	8
16	6.613	13.513	0.000	0.016	0.141	0.141	0.050	15
17	14.762	14.057	179.879	0.124	0.780	0.202	0.581	26
18	16.299	14.514	20.584	0.029	0.212	0.177	0.000	0
19	18.180	15.005	157.595	0.829	1.499	0.704	1.020	29
20	9.221	15.512	6.986	0.038	0.281	0.170	0.135	22
21	20.490	15.972	43.654	0.383	1.181	0.412	0.855	35
22	9.908	16.633	11.666	1.454	2.139	0.865	3.675	20
23	13.470	16.614	161.322	0.927	1.738	0.679	3.062	25
24	19.069	17.780	48.619	0.368	1.187	0.394	0.805	33
25	8.388	18.502	11.542	1.366	2.162	0.804	4.402	16
26	5.272	17.896	35.408	0.043	0.371	0.146	0.277	9
27	7.838	17.994	53.427	0.058	0.463	0.160	0.393	18
28	5.988	17.988	0.000	0.016	0.141	0.141	0.050	11
29	2.513	18.913	134.999	0.026	0.216	0.151	0.121	7
30	1.738	19.188	0.000	0.016	0.141	0.141	0.050	6
31	6.312	19.860	74.318	0.083	0.392	0.270	0.025	12
32	5.980	20.279	54.485	0.009	0.117	0.095	0.025	12
33	8.020	22.349	6.349	0.457	1.218	0.478	0.752	17
34	6.057	24.299	41.063	1.018	1.583	0.819	2.685	14
35	11.414	24.542	136.191	0.140	0.597	0.299	0.297	23
