 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
83	18.519	18.125	66.501	0.046	0.290	0.203	0.043	86
84	2.860	18.374	5.444	0.068	0.311	0.278	0.030	9
85	13.944	18.515	40.467	0.061	0.292	0.265	0.115	66
86	15.430	20.759	169.133	7.780	5.215	1.900	18.222	51
87	24.375	19.382	72.270	0.389	1.553	0.319	1.541	108
88	14.970	18.717	118.301	0.012	0.158	0.095	0.000	0
89	4.550	19.057	127.649	0.439	0.855	0.654	0.158	17
90	21.388	19.326	73.849	0.061	0.331	0.233	0.060	96
91	5.580	19.353	15.601	0.065	0.345	0.241	0.073	22
92	9.560	20.387	22.083	5.132	3.719	1.757	9.080	36
93	17.594	19.915	119.073	0.097	0.408	0.302	0.453	82
94	16.627	20.184	111.363	0.196	0.721	0.347	0.441	78
95	28.192	20.323	144.817	0.416	0.923	0.573	0.388	118
96	24.788	20.434	7.124	0.062	0.316	0.248	0.090	111
97	24.082	20.996	7.348	0.112	0.704	0.203	0.434	107
98	23.524	20.996	168.284	0.034	0.334	0.131	0.253	105
99	19.689	21.825	17.457	2.531	2.459	1.310	5.506	84
100	25.255	21.761	147.068	0.290	1.066	0.346	0.691	112
101	6.869	21.858	1.363	0.160	0.580	0.352	0.060	32
102	30.459	22.335	101.418	0.516	1.126	0.584	0.974	122
103	11.130	22.215	49.659	0.581	1.064	0.695	0.411	48
104	23.155	21.978	94.225	0.027	0.214	0.161	0.030	104
105	26.638	22.845	127.782	0.972	1.375	0.900	1.355	116
106	29.555	22.501	22.316	0.123	0.549	0.286	0.321	119
107	15.639	22.756	63.625	0.425	0.798	0.678	0.043	75
108	11.605	22.766	43.153	0.129	0.464	0.355	0.043	50
109	20.486	23.248	140.986	1.003	1.758	0.727	1.754	91
110	10.469	24.057	143.071	2.282	2.631	1.104	5.875	42
111	14.851	24.172	0.362	6.023	4.386	1.748	13.152	69
112	30.191	23.360	151.622	0.336	1.543	0.277	1.338	121
113	22.677	23.993	145.428	0.558	1.491	0.476	1.065	97
114	8.093	23.964	36.770	0.545	0.974	0.713	0.200	34
115	3.744	24.591	115.081	0.094	0.362	0.331	0.000	0
116	6.878	25.211	47.769	0.349	1.055	0.421	0.571	30
117	10.616	25.313	18.837	0.090	0.350	0.326	0.000	0
118	8.471	26.003	62.401	0.045	0.343	0.168	0.200	37
119	4.035	26.536	75.438	0.064	0.396	0.207	0.163	15
120	18.586	26.476	50.465	0.047	0.261	0.230	0.030	87
121	11.140	27.233	80.391	0.454	0.973	0.593	0.266	49
122	3.787	28.992	44.036	0.450	1.590	0.360	1.172	11
123	0.198	29.538	76.101	0.426	1.405	0.386	1.491	1
124	1.066	30.019	135.170	1.091	1.700	0.817	2.510	4
