 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	9.988	0.614	141.459	1.010	2.049	0.628	1.377	43
2	12.711	0.461	97.984	0.376	1.051	0.455	0.762	58
3	17.104	1.521	141.799	1.192	1.448	1.049	0.571	81
4	18.346	2.386	146.118	0.090	0.739	0.154	0.533	85
5	12.771	3.009	9.508	0.318	0.760	0.533	0.188	59
6	20.698	4.283	119.701	1.332	1.968	0.862	3.475	93
7	23.494	3.007	50.152	0.023	0.195	0.148	1.981	100
8	23.292	3.629	14.729	0.792	1.817	0.555	1.981	100
9	14.784	3.904	84.186	0.209	0.674	0.395	0.193	70
10	15.848	4.248	114.754	1.025	1.209	1.079	0.128	77
11	17.717	4.248	92.573	0.307	0.799	0.489	0.120	83
12	22.467	4.415	59.997	0.086	0.411	0.266	0.085	99
13	6.854	4.495	0.481	0.098	0.560	0.222	0.326	29
14	10.945	4.652	6.336	0.103	0.428	0.307	0.090	47
15	1.443	5.045	150.096	0.441	1.479	0.380	1.042	5
16	14.958	5.321	93.011	0.181	0.615	0.375	0.145	71
17	17.822	6.186	155.208	2.091	2.140	1.244	3.508	79
18	19.648	5.521	30.690	0.104	0.451	0.294	0.085	89
19	30.448	5.465	32.416	0.062	0.333	0.236	0.103	123
20	2.440	5.824	124.044	0.345	1.080	0.407	0.661	6
21	14.033	5.675	151.393	0.066	0.350	0.240	0.145	67
22	8.596	6.110	57.856	0.195	0.754	0.329	0.388	38
23	11.084	8.161	110.395	1.791	3.955	0.576	5.136	45
24	15.479	6.533	125.465	0.095	0.393	0.308	0.043	74
25	4.358	6.715	45.000	0.024	0.184	0.163	0.000	0
26	13.632	7.243	64.535	0.323	1.023	0.402	0.581	61
27	20.883	7.086	92.077	0.165	0.587	0.357	0.150	95
28	12.321	7.185	54.702	0.196	0.652	0.384	0.273	53
29	20.173	7.391	81.242	0.048	0.278	0.219	0.150	95
30	14.024	7.869	109.417	0.141	0.509	0.353	0.073	68
31	15.161	8.584	69.836	0.936	1.180	1.010	0.879	73
32	3.017	8.195	170.540	0.365	1.040	0.447	0.579	8
33	8.842	8.200	149.750	0.164	0.605	0.345	0.260	40
34	7.642	8.359	176.064	0.378	1.053	0.458	0.481	33
35	20.793	8.325	37.856	0.041	0.237	0.219	0.000	0
36	12.667	8.788	17.392	0.914	1.367	0.852	1.175	52
37	9.395	8.526	178.333	0.122	0.456	0.341	0.090	41
38	19.320	15.241	49.112	42.408	8.030	6.724	79.570	62
39	19.744	9.342	122.094	0.466	0.987	0.602	0.346	90
40	3.928	9.147	152.871	0.098	0.571	0.218	0.291	14
41	15.851	9.416	116.265	0.134	0.749	0.228	0.551	76
42	22.502	9.352	150.204	0.156	0.609	0.326	0.333	98
43	9.158	9.895	134.076	0.637	1.691	0.479	1.588	39
44	6.318	9.901	83.894	0.261	0.832	0.399	0.326	28
45	12.578	9.979	90.000	0.049	0.267	0.233	0.030	56
46	13.892	10.884	56.493	1.323	1.956	0.861	1.736	60
47	12.470	10.571	116.898	0.120	0.406	0.375	0.030	55
48	6.142	10.783	74.927	0.071	0.422	0.213	0.205	26
49	25.084	10.718	49.745	0.043	0.249	0.222	0.030	113
50	19.033	10.984	66.711	0.206	0.714	0.366	0.321	88
51	9.895	10.853	161.503	0.067	0.313	0.272	0.000	0
52	7.718	13.022	36.659	4.913	4.672	1.339	10.777	20
53	29.612	10.919	45.000	0.012	0.132	0.114	0.000	0
54	25.544	11.907	110.792	0.659	1.864	0.450	1.646	114
55	12.310	11.310	45.000	0.012	0.132	0.114	0.333	57
56	12.665	11.762	122.620	0.275	0.810	0.433	0.333	57
57	5.920	11.785	54.055	0.244	0.683	0.454	0.200	24
58	0.809	12.063	135.000	0.012	0.132	0.114	0.579	3
59	0.920	12.822	91.951	0.341	1.118	0.389	0.579	3
60	13.806	12.509	110.907	0.102	0.388	0.336	0.266	64
61	22.896	12.511	81.650	0.006	0.125	0.065	0.000	0
62	26.676	12.950	179.481	0.665	0.965	0.877	0.030	117
63	24.624	12.894	58.634	0.176	0.556	0.403	0.115	110
64	8.086	13.440	139.931	0.042	0.252	0.210	0.133	35
65	5.249	13.453	17.023	0.028	0.200	0.179	0.043	18
66	13.709	13.553	135.000	0.022	0.174	0.159	0.030	63
67	16.926	13.546	0.000	0.016	0.161	0.129	0.000	0
68	24.772	14.245	117.940	0.943	1.232	0.975	0.594	109
69	13.913	14.012	142.108	0.021	0.176	0.151	0.073	65
70	4.693	14.116	49.480	0.062	0.322	0.244	0.043	18
71	30.722	14.669	0.000	0.002	0.068	0.034	0.030	124
72	3.836	15.204	14.970	0.899	1.348	0.849	0.804	12
73	5.277	15.788	63.142	0.774	1.749	0.564	1.536	19
74	8.227	17.241	130.864	4.287	3.941	1.385	7.251	31
75	26.168	15.928	45.000	0.005	0.094	0.073	0.000	0
76	3.165	16.920	17.065	0.592	0.913	0.826	0.043	10
77	23.909	18.209	26.911	2.601	2.760	1.200	6.363	102
78	5.974	17.420	4.390	0.070	0.388	0.229	0.103	25
79	2.218	17.732	158.204	0.078	0.335	0.296	0.030	9
80	22.598	17.678	90.000	0.018	0.170	0.136	0.030	101
81	6.268	17.744	135.000	0.010	0.115	0.111	0.030	27
82	6.523	18.775	157.946	1.579	1.826	1.101	3.899	23
