 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	18.272	2.020	154.701	0.383	1.342	0.363	0.984	10
2	2.856	2.300	160.312	0.235	0.681	0.439	0.205	2
3	22.011	4.923	162.822	0.227	0.838	0.345	0.452	13
4	4.308	5.049	171.626	0.467	0.983	0.605	0.385	4
5	4.483	7.146	12.183	0.338	0.925	0.465	0.385	5
6	28.836	14.250	109.714	0.775	2.383	0.414	1.839	19
7	29.665	14.778	173.806	0.091	0.542	0.214	0.253	21
8	28.987	16.946	99.050	0.866	2.566	0.430	2.360	20
9	9.043	19.823	95.346	0.728	1.254	0.739	1.237	7
10	2.992	19.378	127.002	0.048	0.360	0.169	0.157	3
11	6.118	19.575	166.013	0.332	1.209	0.350	0.777	6
12	24.168	21.528	56.136	0.805	2.321	0.442	1.946	16
13	14.496	21.619	175.265	0.419	1.464	0.364	1.028	9
14	19.579	21.543	74.929	0.010	0.132	0.096	0.000	0
15	22.471	22.461	23.159	0.046	0.379	0.154	0.205	15
16	20.224	22.811	111.295	0.167	0.568	0.374	0.175	12
17	23.653	29.649	2.738	1.573	2.490	0.805	4.905	14
18	10.046	29.082	57.933	0.011	0.133	0.104	0.000	0
19	3.209	29.896	149.038	0.488	1.554	0.400	1.456	1
20	27.305	30.328	176.195	0.490	1.626	0.384	1.075	17
21	28.336	30.647	175.429	0.102	0.643	0.202	0.445	18
