 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	2.134	0.227	22.748	0.298	0.828	0.458	0.867	1
2	27.190	2.208	18.235	0.271	1.009	0.342	0.611	16
3	24.756	2.355	150.654	0.182	0.737	0.315	0.402	15
4	19.291	3.839	117.277	0.192	0.573	0.427	0.455	13
5	2.711	6.570	63.801	0.198	0.598	0.422	0.114	2
6	18.188	8.365	44.853	0.599	2.301	0.332	1.938	10
7	8.886	13.171	16.979	0.094	0.582	0.206	0.348	4
8	11.204	13.373	169.117	0.588	1.955	0.383	1.741	5
9	16.394	15.671	146.572	0.318	1.161	0.349	0.871	9
10	17.899	17.651	100.515	0.310	0.656	0.602	0.000	0
11	18.157	22.800	168.623	0.165	0.506	0.414	0.072	12
12	19.419	24.004	161.226	3.160	3.092	1.302	6.706	14
13	15.784	25.091	31.581	0.679	2.118	0.408	1.675	8
14	13.464	27.106	61.719	1.251	2.528	0.630	2.562	7
15	8.258	29.145	166.184	0.678	1.376	0.627	1.917	3
16	12.597	30.111	73.449	0.238	0.812	0.374	0.636	6
