 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	10.414	6.297	121.736	0.225	0.890	0.322	0.490	11
2	11.147	7.398	96.381	0.045	0.317	0.181	0.120	14
3	10.858	8.207	53.553	0.050	0.351	0.180	0.170	13
4	10.560	8.695	57.397	0.079	0.638	0.157	0.490	12
5	4.364	8.983	143.827	0.315	1.664	0.241	1.381	8
6	23.413	9.732	177.685	2.636	5.434	0.618	7.406	17
7	1.222	11.776	10.846	0.771	2.688	0.365	2.254	3
8	30.088	13.629	166.337	0.222	0.640	0.442	0.103	19
9	1.093	14.614	151.920	0.546	1.802	0.386	1.476	4
10	0.079	14.850	92.490	0.098	0.639	0.195	0.566	1
11	30.524	15.425	173.045	0.164	0.562	0.371	0.210	20
12	0.026	15.701	87.660	0.010	0.201	0.063	0.120	2
13	3.480	16.578	141.332	0.172	0.562	0.389	0.128	7
14	0.679	17.220	124.197	0.162	0.604	0.341	0.260	5
15	4.643	17.714	144.883	0.314	1.226	0.326	0.921	9
16	9.257	18.875	160.421	0.551	1.255	0.559	0.658	10
17	15.223	24.444	73.513	0.220	0.937	0.299	0.876	15
18	20.283	24.682	169.349	0.465	2.405	0.246	2.176	16
19	24.574	26.137	0.000	0.019	0.155	0.155	0.030	18
20	2.599	28.302	96.588	0.099	0.468	0.270	0.090	6
