 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	0.071	7.742	92.577	0.060	0.430	0.177	0.223	1
2	2.538	9.661	174.522	1.027	1.909	0.685	2.496	4
3	1.135	9.785	25.827	0.234	0.714	0.417	0.411	2
4	6.617	9.754	90.000	0.089	0.339	0.336	0.030	6
5	9.304	9.754	0.000	0.008	0.102	0.102	0.060	8
6	12.932	10.021	26.012	0.018	0.166	0.138	0.000	0
7	7.100	10.262	170.044	0.206	0.598	0.439	0.073	7
8	14.023	10.463	159.954	0.291	0.986	0.376	0.628	12
9	4.628	10.360	159.649	0.064	0.311	0.263	0.030	5
10	2.097	10.872	147.928	0.786	2.510	0.399	2.197	3
11	11.219	11.265	5.677	1.552	2.563	0.771	3.465	9
12	29.239	12.013	121.121	0.252	0.932	0.344	0.575	25
13	29.956	13.123	96.110	0.055	0.330	0.213	0.060	28
14	29.674	13.922	57.284	0.054	0.350	0.197	0.188	27
15	23.196	14.696	144.211	0.545	1.826	0.380	1.441	22
16	29.376	14.419	59.220	0.078	0.622	0.159	0.460	26
17	18.564	15.501	58.503	0.071	0.356	0.256	0.085	16
18	15.692	17.244	1.698	0.851	2.535	0.427	2.326	13
19	13.478	17.221	17.029	0.033	0.222	0.187	0.000	0
20	19.973	17.524	10.909	0.911	2.905	0.399	2.424	18
21	17.495	18.320	118.229	0.450	1.603	0.357	1.747	14
22	18.711	20.239	118.054	0.548	1.527	0.457	0.926	15
23	19.957	20.343	151.532	0.684	1.857	0.469	1.446	19
24	18.822	21.453	85.932	0.126	0.505	0.317	0.103	17
25	22.357	22.326	140.215	0.262	0.724	0.461	0.158	21
26	19.547	22.948	122.759	0.228	0.697	0.416	0.230	20
27	23.497	23.447	144.619	0.261	1.180	0.282	0.891	23
28	28.100	24.601	160.771	0.642	1.274	0.642	0.713	24
