 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	25.015	0.298	27.085	0.195	0.825	0.300	0.544	11
2	25.447	3.855	76.382	0.303	1.020	0.378	0.863	12
3	13.736	6.428	35.948	0.738	2.247	0.418	1.791	7
4	22.612	6.212	3.699	0.572	1.177	0.619	0.750	10
5	21.695	6.753	168.462	0.076	0.488	0.199	0.211	8
6	22.636	7.099	11.586	0.844	2.040	0.527	1.935	9
7	10.237	8.201	18.323	1.100	3.455	0.405	3.080	4
8	2.780	10.040	17.106	0.011	0.156	0.092	0.050	1
9	6.562	10.946	51.573	0.021	0.197	0.137	0.060	3
10	11.446	14.251	75.142	0.359	1.038	0.440	0.513	6
11	9.822	19.348	60.256	0.993	2.953	0.428	2.584	5
12	5.919	23.358	21.740	1.887	4.399	0.546	4.381	2
