11.16	5.768	79.325	2.543	5.023	0.645	4.978	12	0	48.93	17785	30410	0.225281388793316
10.388	10.208	73.053	1.655	2.853	0.739	2.474	10	0	44.17	15650	36087	0.416230340098913
33.117	12.891	18.656	0.565	1.513	0.475	1.196	32	0	54.39	4365	9216	0.32087313238283
10.204	13.389	90.162	1.051	2.097	0.638	1.278	11	0	40.95	11257	22019	0.526550575475458
31.952	13.173	45	0.069	0.34	0.258	0.099	31	0	53.13	214	487	1.37806371873168
30.894	13.602	35.251	0.236	0.693	0.433	0.198	30	0	51.87	967	2344	0.930874905813426
27.503	14.561	175.851	0.373	0.801	0.593	0.776	29	0	48.09	1599	3638	0.599953651603594
26.011	14.526	35.555	0.103	0.454	0.289	0	0	0	46.62	346	793	1.06931258503961
24.776	14.787	21.99	0.26	1.043	0.318	0.887	26	0	45.57	986	2040	0.554258355985447
25.015	15.1	0	0.01	0.158	0.079	0.07	27	0	45.36	33	78	5.23380700306505
9.675	15.675	75.949	0.118	0.52	0.289	0.099	9	0	38.43	492	1086	1.01313347106569
21.531	17.099	66.987	1.036	1.465	0.9	1.312	25	0	41.93	9153	16301	0.471969169086029
9.51	16.634	60.482	0.044	0.294	0.191	0.549	7	0	37.38	132	434	1.30455059571535
9.251	17.359	73.399	0.398	1.149	0.441	0.549	7	0	36.54	2193	5239	0.616650270026229
20.355	18.008	90	0.01	0.158	0.079	0.07	24	0	40.53	36	51	5.23380700306505
19.786	18.577	56.981	0.039	0.299	0.167	0.169	23	0	39.76	142	197	1.23953486958875
18.498	20.538	167.875	0.098	0.423	0.296	0.07	21	0	37.24	313	732	1.13836067575006
16.755	21.56	42.917	2.357	2.12	1.416	3.05	20	0	35.49	10964	27932	0.410622233420989
19.291	21.139	125.609	0.103	0.427	0.307	0.099	22	0	36.96	350	779	1.06931258503961
14.957	22.472	23.831	0.118	0.542	0.277	0.309	19	0	33.81	405	1043	0.974118992195964
10.878	23.24	26.801	0.231	0.662	0.444	0.169	15	0	31.36	757	2119	0.766565413423618
8.29	23.425	110.658	0.128	0.606	0.268	0.338	3	0	30.03	398	1109	0.817594893056215
13.032	23.771	27.044	1.11	1.737	0.813	0.928	18	0	31.71	6371	13120	0.582451754008727
8.418	24.134	77.508	0.147	0.482	0.389	0.338	3	0	29.4	583	1883	1.08386936414452
11.778	24.787	11.508	0.201	0.782	0.328	0.449	16	0	30.17	726	1875	0.680440092433464
8.843	25.848	38.993	0.437	1.01	0.551	0.437	5	0	27.93	2212	4399	0.748324764588524
12.432	26.244	98.497	0.736	1.667	0.563	0.899	17	0	28.98	5378	10367	0.608577964551899
1.413	26.755	135	0.015	0.166	0.113	0	0	0	28.84	42	95	3.15254479122857
1.647	30.445	75.128	0.064	0.376	0.216	0	0	0	25.13	231	732	1.27963059596513
10.721	31.181	75.25	0.128	0.578	0.281	0.099	13	0	23.38	529	863	0.921917775346657
10.679	31.872	74.929	0.054	0.307	0.224	0.099	13	0	22.68	163	606	1.43092205003099
9.001	33.629	178.858	0.206	0.738	0.356	0.239	6	0	20.23	2029	3942	0.771903430592072
