 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
135	19.852	24.096	75.557	0.098	0.566	0.220	0.329	69
136	25.671	24.023	40.938	0.119	0.505	0.301	0.154	120
137	21.808	24.071	166.702	0.089	0.409	0.278	0.159	86
138	26.857	24.130	74.324	0.079	0.352	0.285	0.029	140
139	29.545	24.230	128.220	0.161	0.501	0.410	0.478	184
140	29.959	24.114	90.000	0.015	0.198	0.099	0.088	211
141	18.617	24.385	103.945	0.219	0.641	0.435	0.000	0
142	9.924	25.404	153.681	0.755	1.225	0.785	3.235	22
143	28.410	25.376	12.054	1.726	1.676	1.311	7.097	145
144	29.935	24.509	90.000	0.020	0.159	0.158	0.029	202
145	25.904	24.570	11.170	0.025	0.196	0.162	0.059	124
146	19.780	24.830	25.666	0.041	0.320	0.164	0.171	67
147	25.441	24.900	19.970	0.118	0.634	0.238	0.630	117
148	20.296	24.937	100.289	0.088	0.414	0.269	0.283	74
149	23.163	25.175	28.475	0.152	0.734	0.264	0.537	99
150	7.851	25.334	47.864	0.167	0.838	0.254	0.532	18
151	19.558	25.066	0.000	0.008	0.099	0.099	0.059	64
152	24.325	25.287	48.025	0.045	0.261	0.218	0.029	107
153	0.487	25.453	125.738	0.050	0.407	0.156	0.312	4
154	11.321	25.621	154.246	0.272	1.187	0.292	0.878	32
155	21.210	26.110	84.384	0.470	0.807	0.742	1.949	78
156	22.783	25.591	45.000	0.019	0.163	0.148	0.537	99
157	12.749	25.790	171.613	0.279	1.448	0.245	1.164	39
158	2.878	25.779	9.799	0.090	0.410	0.280	0.029	12
159	4.070	26.909	15.333	6.361	4.824	1.679	19.297	3
160	0.977	26.150	2.206	0.994	2.098	0.603	4.172	1
161	19.571	27.262	140.155	2.506	1.902	1.678	10.112	51
162	28.965	26.432	23.794	0.590	2.536	0.296	2.427	156
163	22.222	26.497	109.011	0.285	1.434	0.253	1.147	91
164	25.508	26.009	49.658	0.045	0.333	0.174	0.154	119
165	13.861	26.437	6.577	2.159	5.392	0.510	9.447	30
166	26.350	26.353	88.656	0.082	0.470	0.221	0.159	130
167	10.442	26.302	179.161	0.076	0.325	0.296	0.029	27
168	11.280	26.372	6.374	0.093	0.401	0.295	0.878	32
169	25.142	26.470	154.015	0.178	0.876	0.258	0.607	114
170	29.959	26.443	0.000	0.008	0.099	0.099	0.059	203
171	25.813	26.546	45.001	0.029	0.206	0.180	0.041	123
172	29.157	27.322	51.572	0.779	1.493	0.664	2.952	166
173	8.233	26.648	0.000	0.010	0.132	0.099	0.088	20
174	15.134	26.752	163.015	0.068	0.481	0.179	0.329	45
175	8.223	27.312	175.186	1.891	4.372	0.551	7.233	16
176	15.613	27.215	9.203	0.538	1.409	0.486	1.644	44
177	4.574	26.983	33.317	0.061	0.352	0.220	0.200	14
178	29.910	27.045	90.597	0.053	0.310	0.219	0.029	198
179	27.051	28.006	129.306	1.029	1.344	0.975	0.029	154
180	20.942	27.062	166.890	0.042	0.271	0.198	0.354	83
181	1.612	27.172	1.361	0.160	0.822	0.247	0.598	8
182	21.167	27.366	53.986	0.209	0.684	0.388	0.354	83
183	24.321	28.348	154.858	1.137	2.799	0.517	3.732	96
184	17.319	27.722	2.614	0.968	2.567	0.480	3.736	46
185	27.747	27.408	156.203	0.070	0.300	0.295	0.029	154
186	21.918	29.034	121.456	1.383	1.704	1.034	0.041	87
187	0.237	27.607	19.461	0.120	0.487	0.314	0.200	2
188	27.370	27.550	9.484	0.040	0.242	0.212	0.029	154
189	21.005	27.848	170.601	0.042	0.332	0.161	0.217	82
190	22.083	27.986	120.969	0.088	0.448	0.249	0.141	90
191	18.521	28.414	72.315	0.481	1.214	0.504	1.713	54
192	11.045	28.087	174.657	0.191	0.643	0.377	0.293	31
193	17.427	28.909	150.075	0.898	2.054	0.557	4.269	47
194	29.868	28.726	97.017	0.190	1.079	0.224	0.869	195
195	18.972	28.655	90.000	0.015	0.198	0.099	0.088	61
196	18.826	28.809	90.720	0.049	0.409	0.152	0.229	58
197	21.947	28.979	144.013	0.107	0.384	0.356	0.041	87
198	20.806	28.984	93.253	0.035	0.354	0.127	0.217	79
199	20.046	29.153	165.643	0.231	0.641	0.458	0.512	66
200	29.292	29.332	92.193	0.071	0.508	0.179	0.317	178
201	19.280	29.579	13.527	0.367	0.861	0.542	1.232	59
202	16.954	29.717	155.057	0.252	1.079	0.298	1.032	48
203	24.592	29.750	109.881	0.185	0.626	0.377	0.205	110
204	28.536	29.608	54.720	0.029	0.225	0.165	0.041	163
205	2.534	29.666	45.001	0.020	0.174	0.145	0.000	0
206	18.392	29.745	5.928	0.072	0.467	0.197	0.483	55
207	2.388	29.949	0.000	0.015	0.157	0.126	0.000	0
208	0.703	29.959	0.000	0.010	0.132	0.099	0.088	6
209	17.785	29.959	0.000	0.010	0.132	0.099	0.088	52
210	18.020	29.959	0.000	0.010	0.132	0.099	0.088	53
211	18.781	29.959	0.000	0.010	0.132	0.099	0.088	57
