 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	13.002	0.324	87.879	0.166	0.621	0.340	0.234	41
2	12.788	3.180	71.215	0.600	2.198	0.348	2.008	40
3	0.525	5.074	102.111	0.106	0.498	0.272	0.188	5
4	12.040	5.708	65.569	0.084	0.364	0.294	0.317	34
5	1.897	6.147	164.571	0.568	2.046	0.354	1.771	7
6	11.395	6.423	79.300	0.133	0.542	0.312	0.317	34
7	6.478	7.580	121.608	0.987	1.869	0.673	4.012	17
8	2.275	7.091	133.240	0.306	0.881	0.441	0.432	9
9	29.698	6.936	17.661	0.142	0.729	0.247	0.529	183
10	28.941	7.271	43.251	0.235	0.724	0.413	0.354	170
11	9.289	11.303	141.843	5.173	9.099	0.724	14.006	13
12	26.793	11.701	34.192	0.263	0.788	0.425	0.483	138
13	12.081	12.464	133.084	0.209	0.745	0.356	0.695	36
14	9.560	12.474	29.410	0.191	0.535	0.454	0.059	23
15	11.617	12.409	0.000	0.008	0.099	0.099	0.059	35
16	29.959	12.921	90.000	0.010	0.132	0.099	0.029	204
17	29.959	13.258	0.000	0.008	0.099	0.099	0.059	199
18	29.644	13.514	71.389	0.090	0.479	0.240	0.217	186
19	23.713	13.536	8.291	0.107	0.461	0.297	0.188	101
20	14.434	13.994	152.558	0.070	0.357	0.248	0.100	43
21	29.871	14.049	0.000	0.008	0.099	0.099	0.059	194
22	12.048	14.346	10.254	0.135	0.435	0.394	0.071	37
23	29.392	14.330	26.646	0.026	0.281	0.117	0.171	179
24	29.928	14.487	94.925	0.067	0.495	0.172	0.347	191
25	29.167	14.614	69.339	0.042	0.358	0.150	0.242	176
26	28.678	16.451	50.932	1.651	3.234	0.650	6.476	144
27	17.517	14.804	3.030	0.076	0.408	0.239	0.146	50
28	4.612	14.867	134.999	0.019	0.163	0.148	0.000	0
29	8.038	15.338	136.119	0.192	0.518	0.473	0.029	19
30	18.315	16.492	135.929	1.325	3.617	0.466	5.641	49
31	29.959	15.368	0.000	0.008	0.099	0.099	0.059	200
32	29.949	15.544	90.000	0.015	0.157	0.126	0.029	205
33	28.752	15.683	68.359	0.041	0.306	0.172	0.100	167
34	29.650	16.783	81.270	0.400	1.318	0.386	1.544	187
35	8.666	16.149	134.215	0.061	0.368	0.211	0.124	21
36	26.048	16.782	24.370	0.163	0.842	0.247	0.554	121
37	20.890	17.042	92.298	0.157	0.897	0.223	0.593	80
38	10.580	17.065	164.051	0.269	1.135	0.301	0.937	25
39	29.948	16.845	135.000	0.013	0.137	0.120	1.544	187
40	27.002	17.213	37.554	0.161	0.531	0.387	0.141	141
41	28.910	17.580	94.419	0.260	0.908	0.365	0.735	171
42	29.959	17.272	90.000	0.018	0.231	0.099	0.117	207
43	28.375	17.926	90.430	0.463	1.114	0.529	2.120	164
44	29.930	17.624	90.000	0.013	0.165	0.099	0.059	201
45	27.925	17.778	61.943	0.057	0.365	0.198	0.183	157
46	20.227	17.925	143.237	0.179	0.518	0.439	0.041	73
47	21.573	18.809	95.583	0.628	1.402	0.570	2.003	84
48	29.360	18.243	69.775	0.195	0.773	0.321	0.890	180
49	19.621	18.807	114.590	0.498	1.975	0.321	1.756	62
50	26.808	18.727	87.027	0.393	1.364	0.367	1.142	139
51	27.567	18.489	62.266	0.207	0.887	0.297	0.678	151
52	9.898	19.014	94.835	0.499	1.554	0.409	1.386	24
53	11.068	20.122	68.090	0.871	3.809	0.291	3.786	29
54	29.949	18.503	90.000	0.015	0.157	0.126	0.029	208
55	20.505	19.026	92.657	0.495	1.096	0.575	0.995	75
56	26.189	19.191	76.869	0.276	0.832	0.423	1.425	125
57	29.728	18.747	119.467	0.022	0.199	0.143	0.041	188
58	13.404	18.851	133.615	0.083	0.343	0.309	0.071	42
59	28.128	18.737	0.000	0.010	0.132	0.099	0.088	159
60	28.820	18.897	18.390	0.126	0.455	0.354	0.071	174
61	27.963	19.721	90.962	0.646	1.180	0.698	2.708	152
62	29.373	18.942	0.000	0.008	0.099	0.099	0.059	181
63	10.613	19.287	120.188	0.178	0.652	0.347	0.349	28
64	29.771	19.235	18.013	0.094	0.501	0.238	0.359	185
65	27.264	19.206	90.000	0.013	0.165	0.099	0.059	146
66	22.243	19.663	108.407	0.204	1.126	0.231	0.983	89
67	29.108	19.380	135.000	0.017	0.166	0.132	0.071	174
68	27.393	19.408	77.179	0.016	0.163	0.128	0.112	143
69	27.211	19.485	33.524	0.029	0.235	0.158	0.112	143
70	28.494	19.499	0.000	0.008	0.099	0.099	0.059	161
71	26.477	20.479	60.559	0.858	1.705	0.641	2.857	127
72	25.648	20.177	30.407	0.613	1.541	0.506	2.774	115
73	28.875	20.125	101.733	0.310	1.119	0.353	0.771	168
74	29.395	19.862	36.681	0.151	0.642	0.300	0.990	177
75	20.884	21.491	53.875	3.231	2.678	1.536	9.399	71
76	19.743	19.777	147.954	0.039	0.360	0.140	0.254	65
77	29.936	20.247	87.098	0.112	0.887	0.160	0.869	209
78	19.997	19.919	0.000	0.015	0.157	0.126	0.254	65
79	21.987	20.116	130.583	0.019	0.176	0.137	0.983	89
80	29.444	20.214	45.001	0.013	0.137	0.120	0.990	177
81	22.718	20.439	135.513	0.120	0.659	0.232	0.449	94
82	27.417	20.640	15.212	0.350	0.847	0.527	1.373	147
83	28.218	20.769	49.252	0.117	0.571	0.260	0.383	160
84	28.719	20.891	132.171	0.068	0.405	0.213	0.195	165
85	28.375	22.088	50.094	1.116	2.352	0.604	6.013	142
86	23.832	21.426	150.053	0.741	2.215	0.426	0.171	102
87	27.816	21.336	64.798	0.200	0.726	0.351	0.466	155
88	10.144	21.780	87.261	0.295	1.513	0.249	1.162	26
89	29.781	21.188	110.060	0.022	0.270	0.105	0.171	190
90	26.740	21.233	13.835	0.044	0.344	0.162	0.247	134
91	24.708	21.260	110.162	0.036	0.255	0.180	0.159	116
92	25.088	21.350	10.636	0.058	0.382	0.192	0.159	116
93	29.915	21.404	0.000	0.010	0.132	0.099	0.088	196
94	19.777	21.506	0.000	0.014	0.132	0.132	0.029	68
95	23.793	21.525	35.134	0.017	0.209	0.105	0.171	102
96	25.247	21.688	18.655	0.169	0.696	0.310	0.837	113
97	26.590	21.492	0.000	0.008	0.099	0.099	0.059	133
98	25.961	21.634	138.668	0.090	0.408	0.282	0.141	126
99	29.920	21.568	144.450	0.027	0.212	0.165	0.271	192
100	26.938	21.887	152.360	0.343	1.124	0.389	1.537	132
101	27.345	21.619	73.725	0.023	0.199	0.148	0.029	148
102	29.229	21.888	4.181	0.249	0.883	0.359	1.020	169
103	26.678	21.960	0.000	0.008	0.099	0.099	0.059	135
104	28.499	22.066	22.035	0.052	0.314	0.212	0.159	162
105	24.101	22.253	75.265	0.087	0.376	0.293	0.395	105
106	26.378	22.222	24.797	0.061	0.386	0.201	0.254	129
107	25.431	22.240	106.515	0.037	0.264	0.178	0.100	118
108	23.777	22.195	0.000	0.008	0.099	0.099	0.059	103
109	23.470	22.462	147.156	0.199	0.770	0.329	0.766	100
110	28.951	22.339	76.440	0.045	0.277	0.205	0.324	173
111	29.930	22.283	0.000	0.008	0.099	0.099	0.059	197
112	22.179	22.403	27.755	0.038	0.251	0.191	0.071	92
113	24.600	22.553	116.917	0.066	0.363	0.232	0.229	109
114	25.332	23.060	54.046	0.574	1.381	0.529	2.684	112
115	26.783	22.653	166.263	0.250	0.813	0.391	0.559	136
116	26.157	22.563	86.487	0.030	0.243	0.158	0.029	131
117	29.261	22.735	177.233	0.132	0.641	0.263	0.488	175
118	24.151	22.822	3.143	0.180	0.722	0.318	0.600	104
119	22.824	22.868	170.521	0.258	0.821	0.399	0.347	95
120	26.382	22.768	167.179	0.016	0.163	0.128	0.029	131
121	24.591	23.087	55.857	0.116	0.614	0.240	0.666	108
122	20.662	23.079	72.050	0.100	0.516	0.248	0.288	77
123	27.959	23.436	4.003	0.970	2.454	0.503	4.621	137
124	29.750	23.298	119.605	0.136	0.675	0.257	0.754	193
125	20.378	23.132	90.000	0.018	0.231	0.099	0.117	76
126	29.959	23.103	90.000	0.013	0.165	0.099	0.059	210
127	26.083	23.380	36.408	0.189	0.771	0.312	0.820	122
128	19.453	23.329	150.203	0.094	0.500	0.238	0.224	63
129	19.915	23.475	92.634	0.104	0.442	0.299	0.100	70
130	21.206	24.728	12.250	2.933	2.795	1.336	12.286	60
131	24.244	23.869	14.788	0.475	0.910	0.664	1.715	106
132	22.830	23.819	16.116	0.414	1.337	0.394	2.172	93
133	29.735	23.707	106.119	0.017	0.197	0.111	0.100	189
134	28.446	24.033	9.026	0.235	0.931	0.322	1.264	158
