0	0	0	2	0
0	0	0	1	0
3	0.234	0.469	2	0
0	0	0	0	0
5	0.206569	0.399865	1	0
0	0	0	1	0
7	0.151965	0.436253	2	0
8	0.17993	0.345221	1	0
9	0.221806	0.426276	1	0
0	0	0	1	0
11	0.175251	0.378701	1	0
12	0.153431	0.388301	1	0
0	0	0	2	0
0	0	0	1	0
15	0.107858	0.400879	1	0
16	0.194639	0.384924	1	0
17	0.16657	0.399556	2	0
18	0.150818	0.405981	2	0
19	0.125151	0.343293	2	0
20	0.206635	0.43854	1	0
0	0	0	1	0
0	0	0	0	0
23	0.262616	0.308329	2	0
24	0.135991	0.405674	2	0
0	0	0	1	0
0	0	0	0	0
0	0	0	1	0
0	0	0	0	0
0	0	0	0	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
35	0.257963	0.278664	2	0
0	0	0	0	0
0	0	0	0	0
0	0	0	2	0
0	0	0	1	0
40	0.226896	0.391257	1	0
0	0	0	1	0
0	0	0	0	0
0	0	0	2	0
44	0.213177	0.427704	1	0
