 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	3.072	0.558	55.615	0.015	0.162	0.115	0.041	18
2	1.211	1.461	64.986	1.184	1.850	0.815	3.633	6
3	2.827	0.879	38.598	0.024	0.225	0.136	0.083	16
4	1.739	3.078	80.298	1.356	3.273	0.528	5.609	10
5	2.954	3.908	93.289	0.412	1.291	0.406	0.715	17
6	2.337	3.750	90.000	0.014	0.153	0.114	0.029	14
7	20.637	11.904	148.870	1.494	2.025	0.939	1.368	30
8	14.533	12.145	90.000	0.014	0.145	0.120	0.029	26
9	13.455	13.559	126.003	3.964	2.610	1.933	8.225	23
10	9.717	13.943	97.752	2.790	2.070	1.717	8.552	19
11	22.645	13.414	109.032	0.047	0.284	0.212	0.071	34
12	14.064	15.443	168.235	0.919	1.780	0.658	2.589	24
13	17.466	16.183	157.299	5.095	4.399	1.475	16.764	28
14	9.126	15.256	11.765	0.051	0.381	0.169	0.217	20
15	11.024	15.477	178.947	0.489	1.383	0.450	1.596	21
16	21.554	16.743	153.498	0.801	1.965	0.519	2.322	32
17	11.300	16.518	127.932	0.016	0.182	0.114	0.041	22
18	20.186	17.316	38.334	0.112	0.472	0.301	0.666	31
19	21.616	17.368	37.197	0.076	0.324	0.297	2.322	32
20	19.633	17.372	167.037	0.015	0.225	0.087	0.159	29
21	24.086	17.976	24.425	0.043	0.285	0.192	0.083	35
22	2.370	23.800	103.217	4.799	7.624	0.801	16.091	7
23	0.477	19.481	61.192	0.033	0.297	0.143	0.141	4
24	1.642	19.884	87.908	0.090	0.813	0.141	0.681	13
25	0.210	19.915	84.877	0.018	0.197	0.116	0.059	2
26	14.172	20.842	137.752	0.420	1.411	0.379	1.046	25
27	16.972	22.278	156.468	0.331	1.170	0.361	0.837	27
28	0.761	23.178	101.859	0.963	1.339	0.916	2.541	5
29	1.523	23.507	158.452	0.044	0.284	0.196	0.029	12
30	1.621	24.439	24.187	0.059	0.500	0.151	0.354	11
31	2.422	24.422	129.724	0.021	0.220	0.119	0.141	15
32	1.154	26.003	44.832	1.225	1.757	0.888	4.066	1
33	0.419	26.735	120.769	0.025	0.204	0.156	0.029	9
34	0.952	27.059	90.000	0.009	0.133	0.090	0.029	9
35	0.772	28.351	119.105	0.079	0.487	0.207	0.254	8
