 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	15.761	17.529	124.362	5.363	8.050	0.848	13.446	9
2	5.180	14.541	103.964	0.015	0.170	0.109	0.029	1
3	6.293	14.704	47.205	0.028	0.240	0.150	0.041	4
4	15.279	15.679	83.886	0.033	0.314	0.136	0.171	10
5	5.604	16.136	70.206	0.011	0.142	0.100	0.041	3
6	7.344	17.303	121.319	1.110	2.140	0.660	2.369	6
7	6.411	16.256	45.000	0.009	0.116	0.094	0.041	3
8	6.231	16.627	124.655	0.044	0.280	0.199	0.041	3
9	15.515	18.315	111.606	0.282	0.835	0.430	0.283	11
10	8.533	18.651	151.837	0.039	0.231	0.218	0.000	0
11	17.555	18.815	134.999	0.022	0.179	0.158	0.000	0
12	15.684	19.083	144.675	0.076	0.516	0.188	0.295	12
13	16.572	19.805	6.249	0.115	0.406	0.361	0.000	0
14	9.259	19.821	90.000	0.014	0.145	0.120	0.029	8
15	18.684	21.270	91.639	0.035	0.293	0.153	0.059	15
16	18.853	21.576	105.074	0.023	0.244	0.121	0.129	16
17	21.188	24.829	131.486	0.030	0.315	0.121	0.154	17
18	21.374	24.978	0.000	0.009	0.133	0.090	0.059	18
