 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	16.638	2.644	99.541	0.282	0.732	0.490	0.041	25
2	15.475	3.789	52.442	0.693	1.162	0.759	0.590	17
3	13.332	4.204	128.527	0.470	1.065	0.562	0.514	15
4	25.673	5.960	93.444	0.618	2.258	0.349	1.760	54
5	15.457	5.480	147.732	0.033	0.330	0.126	0.183	16
6	16.630	8.042	109.480	0.466	1.596	0.372	1.437	22
7	26.023	7.948	61.415	0.289	0.821	0.449	0.324	56
8	24.955	8.728	128.451	0.539	1.789	0.384	1.375	45
9	16.055	8.843	77.305	0.047	0.378	0.159	0.129	21
10	2.768	9.860	164.843	0.627	1.771	0.451	1.547	3
11	25.919	10.164	99.725	0.766	1.177	0.828	1.076	57
12	26.412	11.123	60.029	0.306	1.289	0.302	0.997	60
13	17.860	11.568	164.550	0.373	1.251	0.379	0.817	26
14	6.275	11.960	145.257	0.264	1.178	0.285	0.868	5
15	1.487	12.220	164.291	0.196	0.668	0.373	0.300	2
16	18.552	12.578	142.858	0.282	0.732	0.491	0.224	29
17	6.854	12.513	119.075	0.026	0.241	0.136	0.041	6
18	25.375	12.759	90.570	0.067	0.455	0.187	0.229	50
19	20.337	14.013	129.339	0.061	0.591	0.131	0.390	34
20	7.809	13.913	155.537	0.027	0.221	0.158	0.029	8
21	25.134	14.708	77.320	0.315	0.675	0.595	0.000	0
22	8.230	15.005	141.961	0.446	1.324	0.429	0.980	9
23	0.701	15.149	121.203	0.308	0.902	0.435	0.732	1
24	8.800	15.932	159.966	1.945	2.931	0.845	4.771	7
25	15.776	16.294	32.559	0.136	0.798	0.218	0.671	18
26	11.214	16.351	169.570	0.058	0.405	0.184	0.259	13
27	28.407	17.082	93.544	0.384	1.415	0.345	0.903	70
28	24.177	17.492	143.364	0.749	2.532	0.376	2.097	40
29	10.957	16.847	158.857	0.062	0.480	0.164	0.342	12
30	11.727	17.041	107.228	0.078	0.442	0.225	0.312	14
31	15.574	17.241	73.238	0.020	0.182	0.138	0.029	19
32	2.425	17.401	12.236	0.015	0.167	0.118	0.000	0
33	17.569	18.067	162.626	1.276	3.048	0.533	2.560	23
34	19.604	18.229	170.735	0.317	1.051	0.384	0.959	31
35	9.019	18.427	163.426	0.119	0.904	0.168	0.817	10
36	16.443	18.465	152.620	0.042	0.319	0.168	0.141	24
37	10.328	18.722	168.122	0.274	1.336	0.261	1.181	11
38	24.137	18.962	56.979	0.047	0.463	0.130	0.449	42
39	23.836	18.972	0.000	0.004	0.074	0.074	0.029	41
40	24.904	19.216	114.901	0.064	0.547	0.148	0.354	46
41	18.862	19.587	162.137	0.756	1.751	0.550	1.513	28
42	17.743	19.637	163.259	0.071	0.486	0.187	0.329	27
43	21.061	19.666	135.000	0.009	0.116	0.094	0.000	0
44	25.582	19.786	153.285	0.023	0.227	0.130	0.112	52
45	24.827	22.186	160.166	9.752	4.513	2.752	19.093	38
46	19.964	19.972	146.754	0.020	0.198	0.127	0.041	33
47	19.894	20.687	153.278	1.847	2.832	0.830	4.784	30
48	15.707	20.475	138.830	0.138	0.733	0.240	0.419	20
49	19.353	20.847	0.000	0.032	0.201	0.201	0.029	32
50	21.597	21.477	178.655	0.325	0.695	0.596	0.029	36
51	25.514	22.321	45.000	0.009	0.116	0.094	19.093	38
52	21.947	22.504	111.713	0.033	0.242	0.172	0.000	0
53	25.042	23.333	105.956	0.045	0.386	0.150	0.271	47
54	24.740	24.320	143.586	0.610	1.361	0.571	0.839	44
55	28.163	24.565	114.778	0.210	0.670	0.400	0.242	68
56	25.894	24.436	90.000	0.014	0.153	0.114	0.029	55
57	27.518	24.550	102.892	0.055	0.371	0.189	0.129	67
58	24.633	24.906	28.062	0.058	0.445	0.167	0.283	43
59	26.152	24.956	167.764	0.065	0.548	0.152	0.400	59
60	28.468	25.235	102.985	0.104	0.490	0.270	0.171	71
61	27.859	27.297	83.292	3.096	3.045	1.294	7.326	66
62	27.088	25.535	0.000	0.009	0.133	0.090	0.059	64
63	25.464	26.079	145.690	0.707	1.461	0.616	1.305	48
64	26.804	25.732	84.645	0.020	0.191	0.131	0.059	64
65	27.299	25.829	157.744	0.038	0.356	0.135	0.212	65
66	25.649	27.254	123.734	0.076	0.590	0.163	0.395	53
67	25.936	27.907	91.787	0.058	0.317	0.231	0.395	53
68	26.512	28.019	65.642	0.012	0.139	0.110	0.000	0
69	28.235	29.278	77.942	0.612	1.042	0.748	0.234	69
70	22.720	29.637	0.711	0.041	0.308	0.170	0.117	39
71	26.748	29.633	175.798	0.053	0.379	0.179	0.176	62
