 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	18.005	0.615	116.921	0.017	0.186	0.117	0.029	52
2	16.940	3.832	74.329	0.390	1.995	0.249	1.664	51
3	8.820	7.013	104.169	1.768	2.611	0.862	4.352	16
4	7.513	6.372	93.917	0.027	0.212	0.165	0.029	10
5	7.376	7.364	118.435	0.133	0.464	0.365	0.041	9
6	8.290	7.945	115.100	0.355	1.640	0.276	1.420	14
7	1.674	9.094	142.979	1.352	2.417	0.712	3.561	1
8	7.997	8.648	116.281	0.122	0.693	0.224	0.395	13
9	10.544	12.292	122.011	11.693	5.769	2.581	27.346	19
10	14.077	11.524	61.098	0.996	2.682	0.473	2.895	45
11	4.059	10.631	136.138	0.051	0.301	0.214	0.083	5
12	20.590	11.655	79.594	0.376	1.394	0.344	1.140	56
13	5.681	12.214	132.894	0.149	0.567	0.334	0.166	6
14	12.883	12.578	45.000	0.013	0.140	0.117	0.000	0
15	20.465	12.927	87.871	0.191	0.899	0.271	0.422	55
16	7.221	12.750	144.208	0.022	0.228	0.125	0.083	8
17	14.607	13.464	109.841	0.343	1.170	0.373	0.742	49
18	9.537	12.965	0.000	0.004	0.074	0.074	0.029	21
19	9.997	15.408	137.683	4.864	5.134	1.206	9.858	11
20	13.180	13.635	115.783	0.153	0.622	0.313	0.324	43
21	13.569	13.601	114.557	0.054	0.299	0.230	0.041	44
22	9.911	13.943	58.099	0.259	0.654	0.505	0.041	22
23	14.503	14.360	111.909	0.300	1.583	0.242	1.349	48
24	14.901	16.639	119.064	3.693	4.624	1.017	11.014	46
25	7.871	15.067	150.051	0.028	0.200	0.180	0.000	0
26	11.853	15.403	128.844	0.226	0.894	0.322	0.849	31
27	9.249	16.374	53.337	0.136	0.607	0.284	0.324	20
28	15.084	16.273	62.843	0.032	0.217	0.186	11.014	46
29	12.339	16.479	109.763	0.143	0.614	0.297	0.342	38
30	12.028	16.276	0.000	0.004	0.074	0.074	0.029	37
31	13.598	17.525	106.539	2.005	2.263	1.128	3.675	41
32	20.542	17.106	13.870	0.252	0.935	0.342	0.959	54
33	19.457	17.661	56.548	0.148	0.573	0.328	0.195	53
34	12.229	18.511	33.052	0.223	0.924	0.308	0.602	36
35	11.788	18.383	9.969	0.025	0.209	0.152	0.029	33
36	12.828	18.590	78.855	0.101	0.426	0.303	0.029	40
37	13.832	18.832	69.294	0.032	0.340	0.119	0.171	47
38	9.871	20.070	132.198	1.454	1.739	1.065	4.189	18
39	11.665	19.331	169.469	0.130	0.491	0.336	0.117	32
40	11.842	20.438	74.593	0.391	0.883	0.565	0.129	34
41	10.707	21.873	101.187	0.203	0.919	0.282	0.717	26
42	11.031	21.902	90.000	0.015	0.197	0.095	0.059	28
43	10.414	22.425	154.564	0.282	0.900	0.399	0.537	24
44	11.257	22.843	165.687	0.136	0.439	0.396	1.718	25
45	12.540	23.099	75.965	0.192	0.673	0.364	0.507	39
46	11.886	22.962	146.002	0.070	0.326	0.275	0.507	39
47	10.914	23.381	168.114	0.675	1.194	0.720	1.718	25
48	10.034	23.322	113.948	0.080	0.380	0.267	0.041	23
49	3.391	24.127	173.797	0.328	0.964	0.433	0.581	3
50	11.362	24.765	134.999	0.034	0.230	0.190	0.041	30
51	10.976	25.319	116.650	0.244	1.058	0.293	0.790	27
52	8.060	28.731	38.611	0.127	0.452	0.358	0.083	15
53	8.622	29.195	12.523	0.461	1.076	0.546	0.588	17
54	3.697	29.267	175.784	0.216	0.849	0.324	0.476	4
55	1.725	29.641	14.114	0.428	1.839	0.297	1.828	2
56	7.148	29.779	176.524	0.145	1.054	0.175	0.891	7
