 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	19.649	0.397	132.681	0.114	0.747	0.195	0.485	8
2	20.016	5.879	95.231	0.436	1.007	0.551	0.659	9
3	28.033	18.044	57.251	0.909	1.633	0.709	3.106	10
4	3.181	19.828	150.647	1.526	4.517	0.430	0.437	2
5	21.940	21.290	23.113	6.101	10.362	0.750	13.535	7
6	3.014	20.057	140.067	0.052	0.538	0.122	0.437	2
7	11.446	23.192	163.190	3.051	6.403	0.607	8.242	3
8	13.382	24.332	127.651	0.024	0.201	0.153	0.000	0
9	12.426	26.948	67.171	0.052	0.522	0.126	0.429	5
10	11.875	28.022	78.767	0.206	0.924	0.284	0.647	4
