 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	26.210	0.542	17.730	0.740	1.276	0.739	1.754	19
2	27.975	0.558	76.019	0.365	0.867	0.536	0.471	29
3	26.847	1.995	100.930	0.185	0.897	0.262	0.742	25
4	27.176	2.036	90.000	0.009	0.133	0.090	0.029	27
5	26.551	2.549	153.898	0.248	0.863	0.366	0.524	22
6	27.401	2.973	166.806	0.130	0.423	0.390	0.071	30
7	28.652	3.000	161.565	0.014	0.136	0.129	0.029	32
8	28.027	3.085	134.842	0.057	0.293	0.246	0.071	30
9	27.047	3.513	168.388	0.639	1.136	0.716	1.518	24
10	28.597	3.323	101.009	0.088	0.416	0.268	0.029	32
11	26.166	3.445	110.535	0.072	0.354	0.259	0.041	21
12	11.535	3.832	165.158	0.546	2.136	0.325	1.681	5
13	10.195	3.783	8.553	0.091	0.491	0.236	0.259	4
14	19.512	4.254	174.292	0.308	0.948	0.414	0.564	10
15	27.098	5.463	116.838	0.224	1.059	0.269	0.749	26
16	25.183	7.926	0.000	0.004	0.074	0.074	0.029	18
17	24.177	8.878	42.324	0.124	0.442	0.356	0.083	14
18	24.734	9.353	12.378	0.443	1.066	0.529	0.617	16
19	19.814	9.423	175.372	0.192	0.842	0.291	0.481	11
20	17.693	9.854	15.672	0.465	2.038	0.291	1.706	8
21	23.378	9.998	173.218	0.251	1.196	0.267	0.898	13
22	24.590	10.396	130.578	0.090	0.529	0.217	0.307	15
23	14.507	10.881	17.219	0.922	2.977	0.394	3.035	7
24	11.917	11.531	17.106	0.114	0.594	0.245	0.329	6
25	7.706	13.333	30.130	1.521	3.952	0.490	4.076	2
26	21.748	17.016	7.815	1.465	3.486	0.535	3.799	12
27	9.661	17.348	176.359	0.723	2.482	0.371	2.963	3
28	18.570	18.044	1.948	0.435	1.004	0.552	0.810	9
29	26.136	18.195	45.000	0.019	0.207	0.116	0.041	20
30	28.649	23.485	88.460	0.041	0.319	0.164	0.088	33
31	26.930	24.395	49.240	0.743	1.371	0.690	0.756	23
32	26.200	26.522	53.696	3.255	3.734	1.110	7.467	17
33	3.287	29.562	81.634	0.165	0.594	0.354	0.159	1
