 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	0.968	10.975	178.523	0.245	1.368	0.228	1.191	1
2	10.233	13.580	163.200	3.057	4.477	0.869	10.806	2
3	11.876	13.329	20.885	0.027	0.244	0.144	0.112	4
4	13.252	13.686	66.636	0.293	0.690	0.540	1.266	8
5	15.010	14.721	104.684	0.183	0.538	0.433	1.032	10
6	14.089	15.557	143.507	2.628	2.506	1.335	8.935	7
7	12.404	14.640	80.905	0.018	0.196	0.117	0.059	6
8	11.364	14.655	45.000	0.022	0.179	0.158	0.000	0
9	15.734	14.914	45.000	0.007	0.119	0.073	0.041	11
10	12.589	15.290	138.299	0.270	0.867	0.397	0.873	5
11	14.591	15.060	135.000	0.007	0.119	0.073	0.041	9
12	18.146	18.348	130.576	0.549	2.239	0.312	1.868	12
13	19.476	20.527	177.126	0.039	0.314	0.157	0.117	13
14	21.207	20.816	20.811	0.125	0.506	0.315	0.212	15
15	21.759	22.508	129.050	0.784	3.376	0.296	2.948	14
16	24.042	25.866	142.179	0.791	2.000	0.503	1.858	16
