 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	4.404	1.016	136.507	0.325	1.155	0.358	1.080	1
2	8.201	6.768	135.472	0.684	1.278	0.682	0.602	2
3	8.728	7.582	32.717	0.041	0.238	0.221	0.602	2
4	9.541	9.046	142.849	0.253	1.008	0.320	0.685	4
5	10.006	9.537	0.000	0.011	0.119	0.119	0.029	5
6	10.370	9.937	139.731	0.024	0.265	0.115	0.141	6
7	11.190	10.573	72.176	0.034	0.226	0.194	0.000	0
8	11.828	11.789	131.384	1.148	1.724	0.848	2.947	7
9	12.743	11.910	142.443	0.042	0.336	0.159	0.112	11
10	12.643	12.321	0.000	0.004	0.074	0.074	0.029	9
11	12.825	12.858	126.600	0.081	0.576	0.178	0.354	12
12	12.646	12.993	149.308	0.039	0.244	0.202	0.354	12
13	15.465	16.191	131.071	5.725	6.917	1.054	16.953	13
14	14.701	14.744	148.533	0.027	0.262	0.133	0.112	16
15	14.430	15.137	111.053	0.059	0.354	0.213	0.129	15
16	14.201	16.150	59.036	0.015	0.185	0.100	0.029	17
17	14.844	16.348	86.673	0.013	0.157	0.105	0.029	17
18	14.667	17.047	163.155	0.825	1.086	0.968	1.054	18
19	16.061	17.559	118.155	0.023	0.186	0.159	0.000	0
20	19.767	20.554	145.160	1.192	1.477	1.027	1.039	20
