 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	2.013	1.745	117.929	6.905	3.296	2.667	20.424	1
2	6.882	0.538	142.178	0.051	0.319	0.202	0.124	20
3	4.906	0.633	47.784	0.071	0.379	0.240	0.429	11
4	7.753	0.918	136.078	0.037	0.344	0.137	0.207	26
5	9.268	1.036	74.037	0.026	0.208	0.158	0.041	43
6	9.813	1.216	133.093	0.021	0.218	0.126	0.041	43
7	6.731	2.275	75.549	0.850	1.720	0.629	1.525	19
8	9.012	1.673	139.625	0.049	0.266	0.234	0.029	35
9	8.224	2.083	106.791	0.039	0.301	0.167	0.100	30
10	5.487	2.149	166.361	0.033	0.245	0.170	0.059	14
11	4.526	2.536	121.145	0.022	0.203	0.140	0.000	0
12	9.298	2.532	147.666	0.026	0.218	0.151	0.029	35
13	7.904	2.671	79.466	0.046	0.324	0.182	0.159	27
14	5.875	2.886	0.000	0.004	0.074	0.074	0.029	15
15	11.035	3.204	88.612	0.058	0.340	0.219	0.088	50
16	8.267	4.820	1.184	5.141	3.018	2.168	8.653	17
17	5.258	3.734	71.342	0.615	1.046	0.748	1.753	12
18	0.498	3.380	109.271	0.082	0.388	0.268	0.112	2
19	7.208	3.619	90.000	0.014	0.145	0.120	0.029	22
20	12.000	4.007	8.986	0.519	1.203	0.550	1.435	54
21	1.722	3.938	55.742	0.079	0.481	0.209	0.300	5
22	4.593	3.975	118.893	0.056	0.360	0.197	0.183	9
23	13.785	4.179	167.671	0.252	0.965	0.333	0.876	71
24	16.994	4.117	31.201	0.019	0.181	0.133	0.041	86
25	22.153	4.548	68.076	0.388	1.081	0.457	0.595	89
26	4.175	4.418	67.116	0.102	0.615	0.212	0.454	7
27	9.605	4.405	153.988	0.017	0.162	0.135	0.000	0
28	0.702	4.569	94.091	0.027	0.206	0.169	0.029	4
29	4.653	4.549	156.616	0.033	0.249	0.167	0.454	7
30	16.969	5.260	158.870	1.188	1.696	0.892	7.334	83
31	0.663	5.009	6.407	0.239	0.625	0.486	0.637	3
32	1.678	4.824	30.043	0.020	0.172	0.146	0.300	5
33	5.124	5.064	130.440	0.082	0.486	0.213	0.371	13
34	11.230	6.192	128.493	0.320	1.020	0.400	0.627	51
35	6.062	6.063	95.367	0.076	0.499	0.195	0.259	16
36	21.347	5.969	50.194	0.011	0.160	0.089	0.041	88
37	6.577	6.286	172.535	0.087	0.446	0.248	0.271	18
38	7.548	6.429	151.644	0.032	0.331	0.122	0.254	24
