 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	3.026	0.438	167.655	0.026	0.215	0.152	0.059	2
2	4.322	3.311	119.033	0.398	1.093	0.464	0.549	4
3	2.891	5.199	86.498	0.247	0.905	0.348	0.559	1
4	7.463	7.261	141.859	0.203	0.750	0.346	0.478	7
5	10.598	10.043	132.452	0.970	2.102	0.588	2.373	8
6	10.738	9.508	0.000	0.004	0.074	0.074	0.029	9
7	6.986	10.960	142.533	0.172	0.821	0.266	0.595	6
8	14.445	11.823	0.000	0.007	0.102	0.086	0.029	14
9	17.926	12.918	154.523	0.347	0.749	0.590	0.188	18
10	17.138	13.842	143.231	1.289	2.679	0.612	3.271	16
11	11.204	14.489	137.724	0.889	1.663	0.680	2.554	10
12	14.523	13.905	94.548	0.045	0.302	0.188	0.059	15
13	3.541	15.200	134.678	0.166	0.553	0.381	0.141	3
14	7.273	17.546	131.612	0.379	1.682	0.287	2.461	5
15	11.096	20.320	152.696	0.097	0.444	0.278	0.083	11
16	12.232	21.089	139.467	0.395	1.650	0.305	1.382	12
17	21.451	21.723	44.833	0.051	0.304	0.212	0.041	21
18	13.796	22.119	149.886	0.394	1.113	0.451	0.649	13
19	27.287	24.228	139.466	0.029	0.232	0.160	0.071	22
20	27.526	24.331	157.853	0.021	0.225	0.117	0.141	23
21	28.435	24.626	132.608	0.063	0.438	0.182	0.249	24
22	17.540	26.393	150.692	0.180	0.585	0.392	0.083	17
23	18.893	26.972	3.892	0.249	0.950	0.334	0.822	19
24	20.110	28.155	146.645	0.826	2.211	0.476	1.924	20
