 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	11.316	0.394	75.439	0.107	0.557	0.245	0.329	11
2	10.950	2.948	91.395	0.358	1.911	0.239	1.579	9
3	0.630	4.966	0.000	0.004	0.074	0.074	0.029	1
4	0.718	5.333	90.000	0.007	0.102	0.086	0.029	2
5	27.608	7.252	53.182	0.667	3.035	0.280	2.770	19
6	14.564	7.911	177.591	0.165	0.770	0.273	0.439	14
7	10.801	15.471	67.862	0.756	1.885	0.511	1.954	8
8	11.354	14.899	0.000	0.004	0.074	0.074	0.029	13
9	11.314	15.046	59.305	0.009	0.141	0.085	0.029	13
10	12.406	22.418	9.106	0.821	2.797	0.374	3.068	10
11	23.075	22.842	8.710	0.943	3.706	0.324	3.664	18
12	3.363	22.812	1.570	0.713	2.520	0.360	2.619	3
13	19.381	23.011	1.487	0.100	0.390	0.325	0.029	16
14	20.051	23.196	10.874	0.168	0.768	0.279	0.347	17
15	10.403	24.977	38.711	0.486	1.997	0.310	1.665	7
16	15.594	25.188	61.443	0.177	0.767	0.294	0.495	15
17	5.702	25.292	4.663	0.528	1.759	0.382	2.118	4
18	7.287	25.762	171.205	0.283	1.499	0.241	1.174	5
19	9.094	25.679	8.059	0.032	0.212	0.190	0.029	6
