 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	5.751	0.401	135.871	0.162	0.671	0.308	0.307	2
2	5.762	2.322	90.481	0.648	1.855	0.445	1.916	3
3	24.461	2.211	41.792	0.774	2.217	0.445	2.036	12
4	22.666	3.834	35.202	0.394	1.714	0.293	1.446	11
5	16.783	6.388	96.384	0.201	0.805	0.318	0.393	8
6	16.565	7.551	58.047	0.243	0.922	0.335	0.590	7
7	16.085	8.513	31.738	0.525	1.117	0.598	0.537	6
8	17.233	9.676	104.300	0.452	1.919	0.300	1.564	9
9	14.051	10.032	39.498	0.292	1.094	0.340	1.027	5
10	5.825	11.247	157.321	0.375	0.989	0.483	0.815	1
11	7.402	12.315	120.930	0.235	1.032	0.290	0.661	4
12	18.769	12.868	93.186	0.139	0.580	0.305	0.259	10
